#TEXT,TEXT
id,reward
pvp_rankrewardshiji1_5,"3_20007_100_1.0,3_10017_20_1.0,1_2_125000_1.4"
pvp_rankrewardshiji2_1,"3_20009_10_1.0,3_10016_20_1.0,1_2_60000_1.0"
pvp_rankrewardshiji2_2,"3_20009_10_1.0,3_10016_20_1.0,1_2_70000_1.0"
pvp_rankrewardshiji2_3,"3_20009_10_1.0,3_10016_20_1.0,1_2_80000_1.0"
pvp_rankrewardshiji2_4,"3_20009_10_1.0,3_10016_20_1.0,1_2_90000_1.0"
pvp_rankrewardshiji2_5,"3_20009_10_1.0,3_10016_20_1.0,1_2_100000_1.0"
pvp_rankrewardshiji3_1,"3_20010_10_1.0,1_2_43000_1.0"
pvp_rankrewardshiji3_2,"3_20010_10_1.0,1_2_51000_1.0"
pvp_rankrewardshiji3_3,"3_20010_10_1.0,1_2_59000_1.0"
pvp_rankrewardshiji3_4,"3_20010_10_1.0,1_2_67000_1.0"
pvp_rankrewardshiji3_5,"3_20010_10_1.0,1_2_75000_1.0"
pvp_rankrewardshiji4_1,"3_20011_2_1.0,1_1_30_1.0,1_2_25000_1.0"
pvp_rankrewardshiji4_2,"3_20011_2_1.0,1_1_30_1.0,1_2_33000_1.0"
pvp_rankrewardshiji4_3,"3_20011_2_1.0,1_1_30_1.0,1_2_41000_1.0"
pvp_rankrewardshiji4_4,"3_20011_2_1.0,1_1_30_1.0,1_2_49000_1.0"
pvp_rankrewardshiji4_5,"3_20011_2_1.0,1_1_30_1.0,1_2_57000_1.0"
pvp_rankrewardshiji5_1,1_2_6000_1.0
pvp_rankrewardshiji5_2,1_2_6000_1.0
pvp_rankrewardshiji5_3,1_2_6000_1.0
pvp_rankrewardshiji5_4,1_2_6000_1.0
pvp_rankrewardshiji5_5,1_2_6000_1.0
300001,1_2_1_1.0
pvp_rankrewardxianshi1,"3_20007_100_1.0,3_10017_20_1.0,3_40011_1_1.0"
pvp_rankrewardxianshi2,"3_20009_10_1.0,3_10016_20_1.0,3_40011_1_1.0"
pvp_rankrewardxianshi3,"3_20010_10_1.0,3_40012_1_1.0"
pvp_rankrewardxianshi4,"3_20011_2_1.0,1_1_30_1.0,3_40012_1_1.0"
pvp_rankrewardxianshi5,3_40013_1_1.0
pvp_gradereward1,"1_13_100_1.0,1_1_30_1.0,1_2_10000_1.0"
pvp_gradereward2,"1_13_95_1.0,1_1_25_1.0,1_2_9000_1.0"
pvp_gradereward3,"1_13_90_1.0,1_1_20_1.0,1_2_8500_1.0"
pvp_gradereward4,"1_13_85_1.0,1_1_15_1.0,1_2_7000_1.0"
pvp_gradereward5,"1_13_80_1.0,1_1_10_1.0,1_2_7500_1.0"
pvp_gradereward6,"1_13_75_1.0,1_1_5_1.0,1_2_6000_1.0"
pvp_gradereward7,"1_13_70_1.0,1_2_6500_1.0"
pvp_gradereward8,"1_13_65_1.0,1_2_5000_1.0"
pvp_gradereward9,"1_13_60_1.0,1_2_4500_1.0"
pvp_gradereward10,"1_13_55_1.0,1_2_4000_1.0"
pvp_gradereward11,"1_13_50_1.0,1_2_3000_1.0"
pvp_gradereward12,"1_13_45_1.0,1_2_2000_1.0"
