#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
tips_20049_suipian_dujiaoshou5,用于合成独角兽（暗）,To craft Pegasus(Dark),用於合成獨角獸（暗）
tips_20050_suipian_change5,用于合成嫦娥（暗）,To craft Moon Devine(Dark),用於合成嫦娥（暗）
tips_20051_suipian_huoniao3,用于合成火鸟（水）,To craft Firebird(Water),用於合成火鳥（水）
tips_20052_suipian_ifrit5,用于合成伊芙利特（暗）,To craft Ifrit(Dark),用於合成伊芙利特（暗）
tips_20053_suipian_datiangou4,用于合成大天狗（火）,To craft Tengu(Fire),用於合成大天狗（火）
tips_20054_suipian_tianshizhang1,用于合成天使长（光）,To craft Archangel(Light),用於合成天使長（光）
tips_20055_suipian_longnv1,用于合成龙女（光）,To craft Dragon Girl(Light),用於合成龍女（光）
tips_20056_suipian_weitianshi1,用于合成伪天使（光）,To craft Fallen Angel(Light),用於合成偽天使（光）
tips_20057_suipian_nvyao1,用于合成报丧女妖（光）,To craft Banshee(Light),用於合成報喪女妖（光）
tips_20058_suipian_piying1,用于合成皮影（光）,To craft Shadow Puppet(Light),用於合成皮影（光）
tips_20059_suipian_kahuna2,用于合成卡胡纳（木）,To craft Kahuna(Grass),用於合成卡胡納（木）
tips_20060_suipian_yifanmumian1,用于合成一反木棉（光）,To craft Ittan Momen(Light),用於合成一反木棉（光）
tips_20061_suipian_jinglingwang2,用于合成精灵王子（木）,To craft Prince Elve(Grass),用於合成精靈王子（木）
tips_20062_suipian_luoxinfu1,用于合成络新妇（光）,To craft Nephila(Light),用於合成絡新婦（光）
tips_20063_suipian_amute2,用于合成鳄鱼判官碎片（木）,To craft Croc Warden(Grass),用於合成鱷魚判官碎片（木）
tips_20064_suipian_amute4,用于合成鳄鱼判官碎片（火）,To craft Croc Warden(Fire),用於合成鱷魚判官碎片（火）
tips_20065_suipian_cike2,用于合成火刺壳碎片（木）,To craft Fireshell(Grass),用於合成火刺殼碎片（木）
tips_20066_suipian_cike3,用于合成火刺壳碎片（水）,To craft Fireshell(Water),用於合成火刺殼碎片（水）
tips_20067_suipian_longgongtongzi1,用于合成龙宫童子碎片（光）,To craft Ryuku Doji(Light),用於合成龍宮童子碎片（光）
tips_20068_suipian_yifanmumian3,用于合成一反木棉碎片（水）,To craft Ittan Momen(Water),用於合成一反木棉碎片（水）
tips_20069_suipian_renyu3,用于合成人鱼碎片（水）,To craft Mermaid(Water),用於合成人魚碎片（水）
tips_20070_suipian_shixianggui5,用于合成石像鬼碎片（暗）,To craft Gargolye(Dark),用於合成石像鬼碎片（暗）
tips_20071_suipian_senlinnvshen2,用于合成森林女神碎皮（木）,To craft Dryad(Grass),用於合成森林女神碎皮（木）
tips_20072_suipian_bingxuenvwang5,用于合成冰雪女王碎片（暗）,To craft Chione(Dark),用於合成冰雪女王碎片（暗）
tips_30011_BloodStone_1,寄宿着生命之力的纹章，镶嵌在装备上可以提高50生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 50.,寄宿著生命之力的紋章，鑲嵌在裝備上可以提高50生命。
tips_30012_BloodStone_2,寄宿着生命之力的纹章，镶嵌在装备上可以提高100生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 100.,寄宿著生命之力的紋章，鑲嵌在裝備上可以提高100生命。
tips_30013_BloodStone_3,寄宿着生命之力的纹章，镶嵌在装备上可以提高180生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 180.,寄宿著生命之力的紋章，鑲嵌在裝備上可以提高180生命。
tips_30014_BloodStone_4,寄宿着生命之力的纹章，镶嵌在装备上可以提高300生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 300.,寄宿著生命之力的紋章，鑲嵌在裝備上可以提高300生命。
tips_30015_BloodStone_5,寄宿着生命之力的纹章，镶嵌在装备上可以提高450生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 450.,寄宿著生命之力的紋章，鑲嵌在裝備上可以提高450生命。
tips_30016_BloodStone_6,寄宿着生命之力的纹章，镶嵌在装备上可以提高670生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 670.,寄宿著生命之力的紋章，鑲嵌在裝備上可以提高670生命。
tips_30021_SageStone_1,寄宿着海洋之力的纹章，镶嵌在装备上可以提高15智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 15.,寄宿著海洋之力的紋章，鑲嵌在裝備上可以提高15智力。
tips_30022_SageStone_2,寄宿着海洋之力的纹章，镶嵌在装备上可以提高30智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 30.,寄宿著海洋之力的紋章，鑲嵌在裝備上可以提高30智力。
tips_30023_SageStone_3,寄宿着海洋之力的纹章，镶嵌在装备上可以提高55智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 55.,寄宿著海洋之力的紋章，鑲嵌在裝備上可以提高55智力。
tips_30024_SageStone_4,寄宿着海洋之力的纹章，镶嵌在装备上可以提高90智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 90.,寄宿著海洋之力的紋章，鑲嵌在裝備上可以提高90智力。
tips_30025_SageStone_5,寄宿着海洋之力的纹章，镶嵌在装备上可以提高140智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 140.,寄宿著海洋之力的紋章，鑲嵌在裝備上可以提高140智力。
tips_30026_SageStone_6,寄宿着海洋之力的纹章，镶嵌在装备上可以提高200智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 200.,寄宿著海洋之力的紋章，鑲嵌在裝備上可以提高200智力。
tips_30031_VitalityStone_1,寄宿着火炎之力的纹章，镶嵌在装备上可以提高15力量。,An Insignia containing the power of the fire. Embed into a piece of Equipment to increase STR by 15.,寄宿著火炎之力的紋章，鑲嵌在裝備上可以提高15力量。
tips_30032_VitalityStone_2,寄宿着火炎之力的纹章，镶嵌在装备上可以提高30力量。,An Insignia containing the power of the fire. Embed into a piece of Equipment to increase STR by 30.,寄宿著火炎之力的紋章，鑲嵌在裝備上可以提高30力量。
tips_30033_VitalityStone_3,寄宿着火炎之力的纹章，镶嵌在装备上可以提高55力量。,An Insignia containing the power of the fire. Embed into a piece of Equipment to increase STR by 55.,寄宿著火炎之力的紋章，鑲嵌在裝備上可以提高55力量。
tips_30034_VitalityStone_4,寄宿着火炎之力的纹章，镶嵌在装备上可以提高90力量。,An Insignia containing the power of the fire. Embed into a piece of Equipment to increase STR by 90.,寄宿著火炎之力的紋章，鑲嵌在裝備上可以提高90力量。
tips_30035_VitalityStone_5,寄宿着火炎之力的纹章，镶嵌在装备上可以提高140力量。,An Insignia containing the power of the fire. Embed into a piece of Equipment to increase STR by 140.,寄宿著火炎之力的紋章，鑲嵌在裝備上可以提高140力量。
tips_30036_VitalityStone_6,寄宿着火炎之力的纹章，镶嵌在装备上可以提高200力量。,An Insignia containing the power of the fire. Embed into a piece of Equipment to increase STR by 200.,寄宿著火炎之力的紋章，鑲嵌在裝備上可以提高200力量。
tips_30041_BastionStone_1,寄宿着大地之力的纹章，镶嵌在装备上可以提高20防御。,An Insignia containing the power of the Earth. Embed into a piece of Equipment to increase DEF by 20.,寄宿著大地之力的紋章，鑲嵌在裝備上可以提高20防禦。
tips_30042_BastionStone_2,寄宿着大地之力的纹章，镶嵌在装备上可以提高40防御。,An Insignia containing the power of the Earth. Embed into a piece of Equipment to increase DEF by 40.,寄宿著大地之力的紋章，鑲嵌在裝備上可以提高40防禦。
tips_30043_BastionStone_3,寄宿着大地之力的纹章，镶嵌在装备上可以提高70防御。,An Insignia containing the power of the Earth. Embed into a piece of Equipment to increase DEF by 70.,寄宿著大地之力的紋章，鑲嵌在裝備上可以提高70防禦。
tips_30044_BastionStone_4,寄宿着大地之力的纹章，镶嵌在装备上可以提高110防御。,An Insignia containing the power of the Earth. Embed into a piece of Equipment to increase DEF by 110.,寄宿著大地之力的紋章，鑲嵌在裝備上可以提高110防禦。
tips_30045_BastionStone_5,寄宿着大地之力的纹章，镶嵌在装备上可以提高170防御。,An Insignia containing the power of the Earth. Embed into a piece of Equipment to increase DEF by 170.,寄宿著大地之力的紋章，鑲嵌在裝備上可以提高170防禦。
tips_30046_BastionStone_6,寄宿着大地之力的纹章，镶嵌在装备上可以提高250防御。,An Insignia containing the power of the Earth. Embed into a piece of Equipment to increase DEF by 250.,寄宿著大地之力的紋章，鑲嵌在裝備上可以提高250防禦。
tips_30051_HasteStone_1,寄宿着疾风之力的纹章，镶嵌在装备上可以提高1速度。,An Insignia containing the power of the wind. Embed into a piece of Equipment to increase SPD by 1.,寄宿著疾風之力的紋章，鑲嵌在裝備上可以提高1速度。
tips_30052_HasteStone_2,寄宿着疾风之力的纹章，镶嵌在装备上可以提高2速度。,An Insignia containing the power of the wind. Embed into a piece of Equipment to increase SPD by 2.,寄宿著疾風之力的紋章，鑲嵌在裝備上可以提高2速度。
tips_30053_HasteStone_3,寄宿着疾风之力的纹章，镶嵌在装备上可以提高4速度。,An Insignia containing the power of the wind. Embed into a piece of Equipment to increase SPD by 4.,寄宿著疾風之力的紋章，鑲嵌在裝備上可以提高4速度。
tips_30054_HasteStone_4,寄宿着疾风之力的纹章，镶嵌在装备上可以提高6速度。,An Insignia containing the power of the wind. Embed into a piece of Equipment to increase SPD by 6.,寄宿著疾風之力的紋章，鑲嵌在裝備上可以提高6速度。
tips_30055_HasteStone_5,寄宿着疾风之力的纹章，镶嵌在装备上可以提高8速度。,An Insignia containing the power of the wind. Embed into a piece of Equipment to increase SPD by 8.,寄宿著疾風之力的紋章，鑲嵌在裝備上可以提高8速度。
tips_30056_HasteStone_6,寄宿着疾风之力的纹章，镶嵌在装备上可以提高10速度。,An Insignia containing the power of the wind. Embed into a piece of Equipment to increase SPD by 10.,寄宿著疾風之力的紋章，鑲嵌在裝備上可以提高10速度。
tips_30061_MendingStone_1,寄宿着森林之力的纹章，镶嵌在装备上可以提高2%治疗加成。,An Insignia containing the power of the forest. Embed into a piece of Equipment to increase Healing by 2%.,寄宿著森林之力的紋章，鑲嵌在裝備上可以提高2%治療加成。
tips_30062_MendingStone_2,寄宿着森林之力的纹章，镶嵌在装备上可以提高4%治疗加成。,An Insignia containing the power of the forest. Embed into a piece of Equipment to increase Healing by 4%.,寄宿著森林之力的紋章，鑲嵌在裝備上可以提高4%治療加成。
tips_30063_MendingStone_3,寄宿着森林之力的纹章，镶嵌在装备上可以提高6%治疗加成。,An Insignia containing the power of the forest. Embed into a piece of Equipment to increase Healing by 6%.,寄宿著森林之力的紋章，鑲嵌在裝備上可以提高6%治療加成。
tips_30064_MendingStone_4,寄宿着森林之力的纹章，镶嵌在装备上可以提高8%治疗加成。,An Insignia containing the power of the forest. Embed into a piece of Equipment to increase Healing by 8%.,寄宿著森林之力的紋章，鑲嵌在裝備上可以提高8%治療加成。
tips_30065_MendingStone_5,寄宿着森林之力的纹章，镶嵌在装备上可以提高10%治疗加成。,An Insignia containing the power of the forest. Embed into a piece of Equipment to increase Healing by 10%.,寄宿著森林之力的紋章，鑲嵌在裝備上可以提高10%治療加成。
tips_30066_MendingStone_6,寄宿着森林之力的纹章，镶嵌在装备上可以提高12%治疗加成。,An Insignia containing the power of the forest. Embed into a piece of Equipment to increase Healing by 12%.,寄宿著森林之力的紋章，鑲嵌在裝備上可以提高12%治療加成。
tips_30071_VolatileStone_1,寄宿着月亮之力的纹章，镶嵌在装备上可以提高2%暴击。,An Insignia containing the power of the moon. Embed into a piece of Equipment to increase Crit by 2%.,寄宿著月亮之力的紋章，鑲嵌在裝備上可以提高2%暴擊。
tips_30072_VolatileStone_2,寄宿着月亮之力的纹章，镶嵌在装备上可以提高3%暴击。,An Insignia containing the power of the moon. Embed into a piece of Equipment to increase Crit by 3%.,寄宿著月亮之力的紋章，鑲嵌在裝備上可以提高3%暴擊。
tips_30073_VolatileStone_3,寄宿着月亮之力的纹章，镶嵌在装备上可以提高4%暴击。,An Insignia containing the power of the moon. Embed into a piece of Equipment to increase Crit by 4%.,寄宿著月亮之力的紋章，鑲嵌在裝備上可以提高4%暴擊。
tips_30074_VolatileStone_4,寄宿着月亮之力的纹章，镶嵌在装备上可以提高5%暴击。,An Insignia containing the power of the moon. Embed into a piece of Equipment to increase Crit by 5%.,寄宿著月亮之力的紋章，鑲嵌在裝備上可以提高5%暴擊。
tips_30075_VolatileStone_5,寄宿着月亮之力的纹章，镶嵌在装备上可以提高6%暴击。,An Insignia containing the power of the moon. Embed into a piece of Equipment to increase Crit by 6%.,寄宿著月亮之力的紋章，鑲嵌在裝備上可以提高6%暴擊。
tips_30076_VolatileStone_6,寄宿着月亮之力的纹章，镶嵌在装备上可以提高7%暴击。,An Insignia containing the power of the moon. Embed into a piece of Equipment to increase Crit by 7%.,寄宿著月亮之力的紋章，鑲嵌在裝備上可以提高7%暴擊。
tips_30081_SourceStone_1,寄宿着繁星之力的纹章，镶嵌在装备上可以提高3前置能量。,An Insignia containing the power of the stars. Embed into a piece of Equipment to increase Start ENG by 3.,寄宿著繁星之力的紋章，鑲嵌在裝備上可以提高3前置能量。
tips_30082_SourceStone_2,寄宿着繁星之力的纹章，镶嵌在装备上可以提高6前置能量。,An Insignia containing the power of the stars. Embed into a piece of Equipment to increase Start ENG by 6.,寄宿著繁星之力的紋章，鑲嵌在裝備上可以提高6前置能量。
tips_30083_SourceStone_3,寄宿着繁星之力的纹章，镶嵌在装备上可以提高9前置能量。,An Insignia containing the power of the stars. Embed into a piece of Equipment to increase Start ENG by 9.,寄宿著繁星之力的紋章，鑲嵌在裝備上可以提高9前置能量。
tips_30084_SourceStone_4,寄宿着繁星之力的纹章，镶嵌在装备上可以提高12前置能量。,An Insignia containing the power of the stars. Embed into a piece of Equipment to increase Start ENG by 12.,寄宿著繁星之力的紋章，鑲嵌在裝備上可以提高12前置能量。
tips_30085_SourceStone_5,寄宿着繁星之力的纹章，镶嵌在装备上可以提高15前置能量。,An Insignia containing the power of the stars. Embed into a piece of Equipment to increase Start ENG by 15.,寄宿著繁星之力的紋章，鑲嵌在裝備上可以提高15前置能量。
tips_30086_SourceStone_6,寄宿着繁星之力的纹章，镶嵌在装备上可以提高18前置能量。,An Insignia containing the power of the stars. Embed into a piece of Equipment to increase Start ENG by 18.,寄宿著繁星之力的紋章，鑲嵌在裝備上可以提高18前置能量。
tips_30091_MorbidStone_1,寄宿着太阳之力的纹章，镶嵌在装备上可以提高2%暴击伤害。,An Insignia containing the power of the sun. Embed into a piece of Equipment to increase Crit DMG by 2%.,寄宿著太陽之力的紋章，鑲嵌在裝備上可以提高2%暴擊傷害。
tips_30092_MorbidStone_2,寄宿着太阳之力的纹章，镶嵌在装备上可以提高4%暴击伤害。,An Insignia containing the power of the sun. Embed into a piece of Equipment to increase Crit DMG by 4%.,寄宿著太陽之力的紋章，鑲嵌在裝備上可以提高4%暴擊傷害。
tips_30093_MorbidStone_3,寄宿着太阳之力的纹章，镶嵌在装备上可以提高6%暴击伤害。,An Insignia containing the power of the sun. Embed into a piece of Equipment to increase Crit DMG by 6%.,寄宿著太陽之力的紋章，鑲嵌在裝備上可以提高6%暴擊傷害。
tips_30094_MorbidStone_4,寄宿着太阳之力的纹章，镶嵌在装备上可以提高8%暴击伤害。,An Insignia containing the power of the sun. Embed into a piece of Equipment to increase Crit DMG by 8%.,寄宿著太陽之力的紋章，鑲嵌在裝備上可以提高8%暴擊傷害。
tips_30095_MorbidStone_5,寄宿着太阳之力的纹章，镶嵌在装备上可以提高10%暴击伤害。,An Insignia containing the power of the sun. Embed into a piece of Equipment to increase Crit DMG by 10%.,寄宿著太陽之力的紋章，鑲嵌在裝備上可以提高10%暴擊傷害。
tips_30096_MorbidStone_6,寄宿着太阳之力的纹章，镶嵌在装备上可以提高12%暴击伤害。,An Insignia containing the power of the sun. Embed into a piece of Equipment to increase Crit DMG by 12%.,寄宿著太陽之力的紋章，鑲嵌在裝備上可以提高12%暴擊傷害。
tips_40000_baoxiang,"游戏自然产出的宝箱,开启获得装备打造素材",A chest produced by the game. Open it to receive Raw Iron.,"遊戲自然產出的寶箱,開啟獲得裝備打造素材"
tips_40001_baoxiang,"游戏自然产出的宝箱,开启获得装备打造素材",A chest produced by the game. Open it to receive Raw Iron.,"遊戲自然產出的寶箱,開啟獲得裝備打造素材"
tips_40002_baoxiang,"游戏自然产出的宝箱,开启获得装备打造素材",A chest produced by the game. Open it to receive Raw Iron.,"遊戲自然產出的寶箱,開啟獲得裝備打造素材"
tips_40005_bigTaskleader201,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*1，金币*10000，祝福之力lv1*1</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*1, Coin*10000, Blessing Power(lv1)*1</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*1，金幣*10000，祝福之力lv1*1</color>
tips_40006_bigTaskleader301,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*1，金币*15000，祝福之力lv1*2</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*1,  Coin*15000 , Blessing Power(lv1)*2</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*1，金幣*15000，祝福之力lv1*2</color>
tips_40007_bigTaskleader401,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*2，金币*20000，祝福之力lv2*1</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*2,  Coin*20000 , Blessing Power(lv2)*1</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*2，金幣*20000，祝福之力lv2*1</color>
tips_40014_bigTaskleader501,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*2，金币*25000，祝福之力lv2*2</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*2,  Coin*25000 , Blessing Power(lv2)*2</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*2，金幣*25000，祝福之力lv2*2</color>
tips_40008_bigTaskleader202,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*1，初级灵铁*3，妖力结晶*1，祝福之力lv1*1</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*1, Basic Raw Iron*3 , Crystal Ball*1 ,Blessing Power(lv1)*1 </color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*1，初級靈鐵*3，妖力結晶*1，祝福之力lv1*1</color>
tips_40009_bigTaskleader302,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*1，初级灵铁*4，妖力结晶*1，祝福之力lv1*2</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*1, Basic Raw Iron*4 , Crystal Ball*1 ,Blessing Power(lv1)*2</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*1，初級靈鐵*4，妖力結晶*1，祝福之力lv1*2</color>
tips_40010_bigTaskleader402,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*2，中级灵铁*2，妖力结晶*1，祝福之力lv2*1</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*2, Average Raw Iron*2 , Crystal Ball*1 ,Blessing Power(lv2)*1</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*2，中級靈鐵*2，妖力結晶*1，祝福之力lv2*1</color>
tips_40015_bigTaskleader502,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*2，中级灵铁*3，妖力结晶*2，祝福之力lv2*2</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*2, Average Raw Iron*3 , Crystal Ball*2 ,Blessing Power(lv2)*2 </color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*2，中級靈鐵*3，妖力結晶*2，祝福之力lv2*2</color>
tips_40052_pvpstagereward,随机开出1个1级纹章,Open to randomly receive 1 level 1 insignia,隨機開出1個1級紋章
tips_40053_pvpstagereward,随机开出1个2级纹章,Open to randomly receive 1 level 2 insignia,隨機開出1個2級紋章
tips_40054_pvpstagereward,随机开出1个3级纹章,Open to randomly receive 1 level 3 insignia,隨機開出1個3級紋章
tips_40055_pvpstagereward,随机开出1个4级纹章,Open to randomly receive 1 level 4 insignia,隨機開出1個4級紋章
tips_40056_pvprankreward,随机开出3个C级宠物碎片,Class C Monster Fragments (3 pcs),隨機開出3個C級寵物碎片
tips_40057_pvprankreward,随机开出3个B级宠物碎片,Class B Monster Fragments (3 pcs),隨機開出3個B級寵物碎片
tips_40058_pvprankreward,随机开出3个A级宠物碎片,Class A Monster Fragments (3 pcs),隨機開出3個A級寵物碎片
tips_40059_pvprankreward,随机开出3个S级宠物碎片,Class S Monster Fragments (3 pcs),隨機開出3個S級寵物碎片
tips_40060_pvprankxianshisuipian,随机开出某宠物3个碎片,Open to randomly receive 3 monster fragments,隨機開出某寵物3個碎片
tips_40061_pvprankxianshisuipian,随机开出某宠物3个碎片,Open to randomly receive 3 monster fragments,隨機開出某寵物3個碎片
tips_40062_pvprankxianshisuipian,随机开出某宠物3个碎片,Open to randomly receive 3 monster fragments,隨機開出某寵物3個碎片
tips_40063_advanturegoldbox,随机开出一定量钻石,Open to randomly receive amount of diamond,隨機開出一定量鑽石
tips_40064_pvpbox,开启宝箱可以随机获得嫦娥碎片（光）或道成寺钟碎片（火）或温迪戈碎片（木）1个,Open to randomly receive 1 Moon Devine Fragment(Light) or Maiden Dojoji Fragment(Fire) or Wendigo Fragment(Grass),開啟寶箱可以隨機獲得嫦娥碎片（光）或道成寺鐘碎片（火）或溫蒂戈碎片（木）1個
tips_40065_towerbox,开启宝箱可以随机获得独角兽碎片（暗）或伊芙利特碎片（火）或龙宫童子碎片（水）1个,Open to randomly receive 1 Pegasus Fragment(Dark) or Ifrit Fragment(Fire) or Ryuku Doji Fragment(Water),開啟寶箱可以隨機獲得獨角獸碎片（暗）或伊芙利特碎片（火）或龍宮童子碎片（水）1個
tips_40066_bfregmentda,随机开出30个B级宠物碎片,Class B Monster Fragments (30 pcs),隨機開出30個B級寵物碎片
tips_40067_afregmentda,随机开出50个A级宠物碎片,Class A Monster Fragments (50 pcs),隨機開出50個A級寵物碎片
tips_40068_bigTaskleader601,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*2，金币*30000，祝福之力lv3*1</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*2,  Coin*30000 , Blessing Power(lv3)*1</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*2，金幣*30000，祝福之力lv3*1</color>
tips_40069_bigTaskleader602,公会任务发给队长的宝箱，内有  <color=#FFCC00>1级纹章箱子*2，中级灵铁*4，妖力结晶*2，祝福之力lv3*1</color>,"Chest filled with 
<color=#FFCC00>Level 1 Insignia Chest*2, Average Raw Iron*4 , Crystal Ball*2 ,Blessing Power(lv3)*1</color> sent to Team Leaders from Guild Quests",公會任務發給隊長的寶箱，內有  <color=#FFCC00>1級紋章箱子*2，中級靈鐵*4，妖力結晶*2，祝福之力lv3*1</color>
tips_40070_commonfregmentda,随机开出整只B级宠物(通过碎片方式)，小概率开出A级宠物(通过碎片方式),"Reward one Class B Monster (by ways of fragments), or small chance of one Class A Monster (by ways of fragments)",隨機開出整只B級寵物(通過碎片方式)，小機率開出A級寵物(通過碎片方式)
tips_40071_rarefregmentda,随机开出整只A级宠物(通过碎片方式)，小概率开出S级宠物(通过碎片方式),"Reward one Class A Monster (by ways of fragments), or small chance of one Class S Monster (by ways of fragments)",隨機開出整只A級寵物(通過碎片方式)，小機率開出S級寵物(通過碎片方式)
tips_40072_epicfregmentda,随机开出整只S级宠物(通过碎片方式)，小概率开出SS级宠物(通过碎片方式),"Reward one Class S Monster (by ways of fragments), or small chance of one Class SS Monster (by ways of fragments)",隨機開出整只S級寵物(通過碎片方式)，小機率開出SS級寵物(通過碎片方式)
tips_50002_chujichongwujingyanyaoshui,宠物经验提升 60点,Increases a monster's EXP by 60,寵物經驗提升 60點
tips_50003_zhongjichongwujingyanyaoshui,宠物经验提升 300点,Increases a monster's EXP by 300,寵物經驗提升 300點
tips_50004_gaojichongwujingyanyaoshui,宠物经验提升 1500点,Increases a monster's EXP by 1500,寵物經驗提升 1500點
tips_50005_chujipilaoyaoshui,恢复20点活力,Supply 20 enegry,恢復20點活力
tips_50006_zhongjipilaoyaoshui,恢复50点活力,Supply 50 enegry,恢復50點活力
tips_50007_gaojipilaoyaoshui,恢复100点活力,Supply 100 enegry,恢復100點活力
tips_50008_shuangbeijingyanyao,宠物经验200%倍率获得提升，可生效3次,Increases a monster's EXP rate by 200% for 3 times,寵物經驗200%倍率獲得提升，可生效3次
tips_50009_sanbeijingyanyao,宠物经验300%倍率获得提升，可生效5次,Increases a monster's EXP rate by 300% for 5 times,寵物經驗300%倍率獲得提升，可生效5次
tips_70001_fangyuxingwuqi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70002_fangyuxinghuyao,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70003_fangyuxinghujia,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70004_fangyuxingshouzhuo,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70005_fangyuxingjiezhi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70006_fangyuxinghushenfu,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70007_wulixingwuqi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70008_wulixinghuyao,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70009_wulixinghujia,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70010_wulixingshouzhuo,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70011_wulixingjiezhi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70012_wulixinghushenfu,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70013_fashuxingwuqi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70014_fashuxinghuyao,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70015_fashuxinghujia,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70016_fashuxingshouzhuo,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70017_fashuxingjiezhi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70018_fashuxinghushenfu,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70019_zhiyuanxingwuqi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70020_zhiyuanxinghuyao,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70021_zhiyuanxinghujia,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70022_zhiyuanxingshouzhuo,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70023_zhiyuanxingjiezhi,宠物穿戴,Worn by monsters.,寵物穿戴
tips_70024_zhiyuanxinghushenfu,宠物穿戴,Worn by monsters.,寵物穿戴
tips_101,会掉落武器,Will drop weapon,會掉落武器
tips_102,会掉落护甲,Will drop armor,會掉落護甲
tips_103,会掉落头盔,Will drop helmet,會掉落頭盔
tips_104,会掉落护手,Will drop gauntlet,會掉落護手
tips_105,会掉落鞋子,Will drop shoes,會掉落鞋子
tips_106,会掉落戒指,Will drop ring,會掉落戒指
name_90001_jinbi,金币,Coin,金幣
name_90002_zuanshi,钻石,Diamond,鑽石
name_90003_rongyudian,荣誉点,Honor Points,榮譽點
name_90004_tongtiantabi,暗黑碎片,Dark Fragment,暗黑碎片
