#TEXT,TEXT
id,reward
6082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
6083,2_5_1000_1.0
7081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
7082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
7083,2_5_1025_1.0
8081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
8082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
8083,2_5_1050_1.0
20101,"1_2_500_1.0,1_3_48_1.0,3_10016_1_1,3_20037_2_1.0,3_20037_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20102,"1_2_700_1.0,1_3_48_1.0,3_10016_1_1,3_20012_2_1.0,3_20012_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20103,"1_2_900_1.0,1_3_48_1.0,3_10016_1_1,3_20041_2_1.0,3_20041_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20104,"1_2_1100_1.0,1_3_48_1.0,3_10017_1_1,3_10017_1_0.33,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20105,"1_2_1300_1.0,1_3_48_1.0,3_10016_1_1,3_20018_2_1.0,3_20018_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20106,"1_2_1500_1.0,1_3_48_1.0,3_10016_1_1,3_20016_2_1.0,3_20016_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20107,"1_2_1700_1.0,1_3_48_1.0,3_10016_1_1,3_10016_1_0.33,3_20046_2_1.0,3_20046_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20108,"1_2_1900_1.0,1_3_48_1.0,3_10017_1_1,3_10017_1_0.33,3_10003_1_0.2,6_gongpinlv1_1_0.5"
20201,"1_2_700_1.0,1_3_48_1.0,3_10016_1_1,3_10016_1_0.33,3_20010_2_1.0,3_20010_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20202,"1_2_900_1.0,1_3_48_1.0,3_10016_1_1,3_10016_1_0.33,3_20007_2_1.0,3_20007_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20203,"1_2_1100_1.0,1_3_48_1.0,3_10016_1_1,3_10016_1_0.66,3_20005_2_1.0,3_20005_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20204,"1_2_1300_1.0,1_3_48_1.0,3_10017_1_1,3_10017_1_0.66,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20205,"1_2_1500_1.0,1_3_48_1.0,3_10016_1_1,3_10016_1_0.66,3_20013_2_1.0,3_20013_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20206,"1_2_1700_1.0,1_3_48_1.0,3_10016_1_1,3_10016_1_0.66,3_20066_2_1.0,3_20066_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20207,"1_2_1900_1.0,1_3_48_1.0,3_10016_2_1,3_20009_2_1.0,3_20009_1_0.5,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20208,"1_2_2100_1.0,1_3_48_1.0,3_10017_1_1,3_10017_1_0.66,3_10003_1_0.2,6_gongpinlv1_1_0.8"
20111,"1_2_301_1.0,3_50002_2_1.0"
20112,"1_2_320_1.0,3_50002_3_1.0"
20113,"1_2_341_1.0,3_50002_3_1.0"
20114,"1_2_363_1.0,3_50002_3_1.0"
20115,"1_2_381_1.0,3_50002_4_1.0"
20116,"1_2_394_1.0,3_50002_4_1.0"
20117,"1_2_411_1.0,3_50002_4_1.0"
20118,"1_2_421_1.0,3_50002_4_1.0"
20211,"1_2_436_1.0,3_50003_1_1.0"
20212,"1_2_451_1.0,3_50003_1_1.0"
20213,"1_2_466_1.0,3_50003_1_1.0"
20214,"1_2_481_1.0,3_50002_1_1.0,3_50003_1_1.0"
20215,"1_2_496_1.0,3_50002_1_1.0,3_50003_1_1.0"
20216,"1_2_511_1.0,3_50002_2_1.0,3_50003_1_1.0"
20217,"1_2_513_1.0,3_50002_2_1.0,3_50003_1_1.0"
20218,"1_2_541_1.0,3_50002_2_1.0,3_50003_1_1.0"
20301,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20004_2_1.0,3_20004_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20302,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20065_2_1.0,3_20065_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20303,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20006_2_1.0,3_20006_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20304,"1_2_2100_1.0,1_3_48_1.0,3_10017_1_1,3_10017_1_0.66,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20305,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20021_2_1.0,3_20021_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20306,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20022_1_1.0,3_20022_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20307,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20040_1_1.0,3_20040_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20308,"1_2_2200_1.0,1_3_48_1.0,3_10017_2_1,3_10003_1_0.2,6_gongpinlv2_1_0.8"
20401,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20014_1_1.0,3_20014_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20402,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20011_1_1.0,3_20011_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20403,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_20067_1_1.0,3_20067_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20404,"1_2_2100_1.0,1_3_48_1.0,3_10017_2_1,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20405,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.33,3_20025_1_1.0,3_20025_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20406,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.33,3_20031_1_1.0,3_20031_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20407,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.33,3_20017_1_1.0,3_20017_1_0.5,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20408,"1_2_2200_1.0,1_3_48_1.0,3_10017_2_1,3_10017_1_0.33,3_10003_1_0.2,6_gongpinlv2_1_1.0"
20311,"1_2_541_1.0,3_50003_1_1.0,3_50002_2_1.0"
20312,"1_2_562_1.0,3_50003_1_1.0,3_50002_2_1.0"
20313,"1_2_571_1.0,3_50003_1_1.0,3_50002_2_1.0"
20314,"1_2_578_1.0,3_50003_1_1.0,3_50002_3_1.0"
20315,"1_2_586_1.0,3_50003_1_1.0,3_50002_3_1.0"
20316,"1_2_593_1.0,3_50003_1_1.0,3_50002_3_1.0"
20317,"1_2_607_1.0,3_50003_1_1.0,3_50002_3_1.0"
20318,"1_2_612_1.0,3_50003_1_1.0,3_50002_4_1.0"
20411,"1_2_615_1.0,3_50003_1_1.0,3_50002_2_1.0"
20412,"1_2_632_1.0,3_50003_1_1.0,3_50002_3_1.0"
20413,"1_2_640_1.0,3_50003_1_1.0,3_50002_3_1.0"
20414,"1_2_720_1.0,3_50003_1_1.0,3_50002_3_1.0"
20415,"1_2_718_1.0,3_50003_1_1.0,3_50002_3_1.0"
20416,"1_2_734_1.0,3_50003_1_1.0,3_50002_4_1.0"
20417,"1_2_758_1.0,3_50003_1_1.0,3_50002_4_1.0"
20418,"1_2_775_1.0,3_50003_1_1.0,3_50002_4_1.0"
20501,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.33,3_20058_1_1.0,3_20058_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20502,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.33,3_20008_1_1.0,3_20008_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20503,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.33,3_20002_1_1.0,3_20002_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20504,"1_2_2100_1.0,1_3_48_1.0,3_10017_2_1,3_10017_1_0.33,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20505,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.66,3_20030_1_1.0,3_20030_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20506,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.66,3_20029_1_1.0,3_20029_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20507,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.66,3_20023_1_1.0,3_20023_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20508,"1_2_2200_1.0,1_3_48_1.0,3_10017_2_1,3_10017_1_0.66,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20601,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.66,3_20062_1_1.0,3_20062_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20602,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.66,3_20063_1_1.0,3_20063_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20603,"1_2_2000_1.0,1_3_48_1.0,3_10016_2_1,3_10016_1_0.66,3_20039_1_1.0,3_20039_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20604,"1_2_2100_1.0,1_3_48_1.0,3_10017_2_1,3_10017_1_0.66,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20605,"1_2_2000_1.0,1_3_48_1.0,3_10016_3_1,3_20028_1_1.0,3_20028_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20606,"1_2_2000_1.0,1_3_48_1.0,3_10016_3_1,3_20064_1_1.0,3_20064_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20607,"1_2_2000_1.0,1_3_48_1.0,3_10016_3_1,3_20019_1_1.0,3_20019_1_0.5,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20608,"1_2_2200_1.0,1_3_48_1.0,3_10017_3_1,3_10003_1_0.2,6_gongpinlv3_1_1.0"
20511,"1_2_615_1.0,3_50003_1_1.0,3_50002_4_1.0"
20512,"1_2_632_1.0,3_50003_1_1.0,3_50002_4_1.0"
20513,"1_2_640_1.0,3_50003_1_1.0,3_50002_4_1.0"
20514,"1_2_720_1.0,3_50003_1_1.0,3_50002_4_1.0"
20515,"1_2_718_1.0,3_50003_1_1.0,3_50002_4_1.0"
20516,"1_2_734_1.0,3_50003_2_1.0"
20517,"1_2_758_1.0,3_50003_2_1.0"
20518,"1_2_775_1.0,3_50003_2_1.0"
20611,"1_2_630_1.0,3_50003_1_1.0,3_50002_4_1.0"
20612,"1_2_647_1.0,3_50003_2_1.0"
20613,"1_2_655_1.0,3_50003_2_1.0"
20614,"1_2_735_1.0,3_50003_2_1.0"
20615,"1_2_733_1.0,3_50003_2_1.0"
20616,"1_2_749_1.0,3_50003_2_1.0,3_50002_1_1.0"
20617,"1_2_773_1.0,3_50003_2_1.0,3_50002_1_1.0"
20618,"1_2_790_1.0,3_50003_2_1.0,3_50002_1_1.0"
31001,"1_2_5000_1.0,3_50002_10_1.0"
31002,"1_2_10000_1.0,3_50003_10_1.0"
31003,"1_2_15000_1.0,3_50003_20_1.0"
31004,"1_2_20000_1.0,3_50003_30_1.0"
31005,"1_2_25000_1.0,3_50003_40_1.0"
31006,"1_2_30000_1.0,3_50004_10_1.0"
31007,"1_2_35000_1.0,3_50004_20_1.0"
31008,"1_2_40000_1.0,3_50004_30_1.0"
31011,"3_11001_30_1.0,3_10005_5_1.0"
31012,"3_11001_50_1.0,3_10005_5_1.0"
31013,"3_11001_80_1.0,3_10005_5_1.0"
31014,"3_11002_20_1.0,3_10005_5_1.0"
31015,"3_11002_30_1.0,3_10005_5_1.0"
31016,"3_11002_40_1.0,3_10005_5_1.0"
31017,"3_11003_10_1.0,3_10005_5_1.0"
31018,"3_11003_20_1.0,3_10005_5_1.0"
31021,"1_1_100_1.0,3_10003_5_1.0"
31022,"1_1_125_1.0,3_10003_5_1.0"
31023,"1_1_150_1.0,3_10003_10_1.0"
31024,"1_1_175_1.0,3_10003_15_1.0"
31025,"1_1_200_1.0,3_10003_20_1.0"
31026,"1_1_225_1.0,3_10003_25_1.0"
31027,"1_1_250_1.0,3_10003_30_1.0"
31028,"1_1_275_1.0,3_10003_35_1.0"
32001,"1_2_10000_1.0,3_10016_5_1.0"
32002,"1_2_20000_1.0,3_10016_10_1.0"
32003,"1_2_30000_1.0,3_10016_15_1.0"
32004,"1_2_40000_1.0,3_10016_15_1.0"
32005,"1_2_50000_1.0,3_10016_20_1.0"
32006,"1_2_60000_1.0,3_10016_20_1.0"
32011,"1_1_50_1.0,3_10017_5_1.0"
32012,"1_1_60_1.0,3_10017_5_1.0"
32013,"1_1_70_1.0,3_10017_5_1.0"
32014,"1_1_80_1.0,3_10017_5_1.0"
32015,"1_1_90_1.0,3_10017_5_1.0"
32016,"1_1_100_1.0,3_10017_5_1.0"
32021,"1_1_200_1.0,3_40070_1_1.0"
32022,"1_1_250_1.0,3_40070_1_1.0"
32023,"1_1_300_1.0,3_40071_1_1.0"
32024,"1_1_350_1.0,3_40071_1_1.0"
32025,"1_1_400_1.0,3_40072_1_1.0"
32026,"1_1_450_1.0,3_40072_1_1.0"
41001,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,3_10005_1_1.0,3_101_1_1.0,3_102_1_1.0"
42001,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_10017_1_1.0,3_20037_1_1.0,3_20012_1_1.0,3_20041_1_1.0,3_20018_1_1.0,3_20016_1_1.0,3_20046_1_1.0,3_10021_1_1.0,3_10022_1_1.0,3_10023_1_1.0"
41002,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,3_10005_1_1.0,3_103_1_1.0,3_105_1_1.0"
42002,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_10017_1_1.0,3_20010_1_1.0,3_20007_1_1.0,3_20005_1_1.0,3_20013_1_1.0,3_20066_1_1.0,3_20009_1_1.0,3_10021_1_1.0,3_10022_1_1.0,3_10023_1_1.0"
41003,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,3_10005_1_1.0,3_104_1_1.0,3_106_1_1.0"
42003,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_10017_1_1.0,3_20004_1_1.0,3_20065_1_1.0,3_20006_1_1.0,3_20021_1_1.0,3_20022_1_1.0,3_20040_1_1.0,3_10021_1_1.0,3_10022_1_1.0,3_10023_1_1.0"
41004,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,3_10005_1_1.0,3_101_1_1.0,3_102_1_1.0"
42004,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_10017_1_1.0,3_20014_1_1.0,3_20011_1_1.0,3_20067_1_1.0,3_20025_1_1.0,3_20031_1_1.0,3_20017_1_1.0,3_10021_1_1.0,3_10022_1_1.0,3_10023_1_1.0"
41005,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,3_10005_1_1.0,3_103_1_1.0,3_105_1_1.0"
41006,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,3_10005_1_1.0,3_104_1_1.0,3_106_1_1.0"
41007,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,3_10005_1_1.0,3_101_1_1.0,3_102_1_1.0"
41008,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,3_10005_1_1.0,3_103_1_1.0,3_105_1_1.0"
42005,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_10017_1_1.0,3_20058_1_1.0,3_20008_1_1.0,3_20002_1_1.0,3_20030_1_1.0,3_20029_1_1.0,3_20023_1_1.0,3_10021_1_1.0,3_10022_1_1.0,3_10023_1_1.0"
42006,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_10017_1_1.0,3_20062_1_1.0,3_20063_1_1.0,3_20039_1_1.0,3_20028_1_1.0,3_20064_1_1.0,3_20019_1_1.0,3_10021_1_1.0,3_10022_1_1.0,3_10023_1_1.0"
1113,2_5_180_1.0
2113,2_5_190_1.0
3113,2_5_200_1.0
4113,2_5_220_1.0
5113,2_5_240_1.0
6113,2_5_280_1.0
7113,2_5_300_1.0
8113,2_5_320_1.0
1123,2_5_340_1.0
2123,2_5_360_1.0
3123,2_5_380_1.0
4123,2_5_420_1.0
5123,2_5_450_1.0
6123,2_5_480_1.0
7123,2_5_500_1.0
8123,2_5_520_1.0
1133,2_5_550_1.0
2133,2_5_570_1.0
3133,2_5_590_1.0
4133,2_5_610_1.0
5133,2_5_630_1.0
6133,2_5_650_1.0
7133,2_5_670_1.0
8133,2_5_690_1.0
1143,2_5_710_1.0
2143,2_5_730_1.0
3143,2_5_750_1.0
4143,2_5_770_1.0
5143,2_5_790_1.0
6143,2_5_810_1.0
7143,2_5_830_1.0
8143,2_5_850_1.0
1153,2_5_850_1.0
2153,2_5_850_1.0
3153,2_5_880_1.0
4153,2_5_900_1.0
5153,2_5_900_1.0
6153,2_5_925_1.0
7153,2_5_925_1.0
8153,2_5_925_1.0
1163,2_5_900_1.0
2163,2_5_925_1.0
3163,2_5_950_1.0
4163,2_5_980_1.0
5163,2_5_980_1.0
6163,2_5_1000_1.0
7163,2_5_1025_1.0
8163,2_5_1050_1.0
33101,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70001_1_1_0_1.0"
33102,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70019_1_1_0_1.0"
33103,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70007_1_1_0_1.0"
33104,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70013_1_1_0_1.0"
33105,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70002_1_1_0_1.0"
33106,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70020_1_1_0_1.0"
33107,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70008_1_1_0_1.0"
33108,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70014_1_1_0_1.0"
33111,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70003_1_1_0_1.0"
33112,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70021_1_1_0_1.0"
33113,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70009_1_1_0_1.0"
33114,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70015_1_1_0_1.0"
33115,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70005_1_1_0_1.0"
33116,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70023_1_1_0_1.0"
33117,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70011_1_1_0_1.0"
33118,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70017_1_1_0_1.0"
33121,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70004_1_1_0_1.0"
33122,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70022_1_1_0_1.0"
33123,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70010_1_1_0_1.0"
33124,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70016_1_1_0_1.0"
33125,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70006_1_1_0_1.0"
33126,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70024_1_1_0_1.0"
33127,"1_2_1_1.0,1_3_1_1.0,3_11001_1_1.0,4_70012_1_1_0_1.0"
33128,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70018_1_1_0_1.0"
33131,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70001_1_2_0_1.0"
33132,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70019_1_2_0_1.0"
33133,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70007_1_2_0_1.0"
33134,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70013_1_2_0_1.0"
33135,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70002_1_2_0_1.0"
33136,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70020_1_2_0_1.0"
33137,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70008_1_2_0_1.0"
33138,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70014_1_2_0_1.0"
33141,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70003_1_2_0_1.0"
33142,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70021_1_2_0_1.0"
33143,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70009_1_2_0_1.0"
33144,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70015_1_2_0_1.0"
33145,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70005_1_2_0_1.0"
33146,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70023_1_2_0_1.0"
33147,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70011_1_2_0_1.0"
33148,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70017_1_2_0_1.0"
33151,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70004_1_2_0_1.0"
33152,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70022_1_2_0_1.0"
33153,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70010_1_2_0_1.0"
33154,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70016_1_2_0_1.0"
33155,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70006_1_2_0_1.0"
33156,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70024_1_2_0_1.0"
33157,"1_2_1_1.0,1_3_1_1.0,3_11002_1_1.0,4_70012_1_2_0_1.0"
33158,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70018_1_2_0_1.0"
33161,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70001_1_3_0_1.0"
33162,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70019_1_3_0_1.0"
33163,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70007_1_3_0_1.0"
33164,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70013_1_3_0_1.0"
33165,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70002_1_3_0_1.0"
33166,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70020_1_3_0_1.0"
33167,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70008_1_3_0_1.0"
33168,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70014_1_3_0_1.0"
33171,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70003_1_3_0_1.0"
33172,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70021_1_3_0_1.0"
33173,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70009_1_3_0_1.0"
33174,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70015_1_3_0_1.0"
33175,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70005_1_3_0_1.0"
33176,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70023_1_3_0_1.0"
33177,"1_2_1_1.0,1_3_1_1.0,3_11003_1_1.0,4_70011_1_3_0_1.0"
33178,"1_2_1_1.0,1_3_1_1.0,3_10005_1_1.0,4_70017_1_3_0_1.0"
33201,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20037_1_1.0"
33202,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20012_1_1.0"
33203,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20041_1_1.0"
33204,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33205,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20018_1_1.0"
33206,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20016_1_1.0"
33207,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20046_1_1.0"
33208,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33211,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20010_1_1.0"
33212,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20007_1_1.0"
33213,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20005_1_1.0"
33214,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33215,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20013_1_1.0"
33216,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20066_1_1.0"
33217,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20009_1_1.0"
33218,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33221,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20004_1_1.0"
33222,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20065_1_1.0"
33223,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20006_1_1.0"
33224,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33225,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20021_1_1.0"
33226,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20022_1_1.0"
33227,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20040_1_1.0"
33228,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33231,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20014_1_1.0"
33232,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20011_1_1.0"
33233,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20067_1_1.0"
33234,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33235,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20025_1_1.0"
33236,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20031_1_1.0"
33237,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20017_1_1.0"
33238,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33241,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20058_1_1.0"
33242,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20008_1_1.0"
33243,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20002_1_1.0"
33244,"1_2_1_1.0,1_3_1_1.0,3_10017_1_1"
33245,"1_2_1_1.0,1_3_1_1.0,3_10016_1_1.0,3_20030_1_1.0"
