#TEXT,TEXT,TEXT,TEXT,NUM,NUM,NUM,TEXT,NUM,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,NUM,TEXT,TEXT,NUM,NUM,TEXT,TEXT,NUM,Text,TEXT,TEXT,NUM
id,assetID,uiAsset,nickName,type,rarity,isEvolutionable,evolutionID,property,levelUpExpRate,healthModifyRate,strengthModifyRate,intelligenceModifyRate,speedModifyRate,defenseModifyRate,enduranceModifyRate,recoveryRate,equip,spellIDList,weakpointList,friendship,disposition,closeUp,fragmentId,fragmentCount,say,monsterfounds,background,black
xgBingxuenvwang3,xgBingxuenvwang3@moxing,icon_xgBingxuenvwang_lan,xgBingxuenvwang,5,3,0,null,3,1,1.1,1,1.08,1.06,1.1,1,1,3,"[""ultBingxuenvwang3"",""attackWaterSlight"",""magicWaterBallStrong"",""psvBingxuenvwang3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",29,2,txBingxuenvwang3,20024,80,bingxuenvwangtips,"2_1,2_2,3_1",story_bingxuenvwang,0
bossdajie11Xiaochou4,bossdajie11Xiaochou4@moxing,icon_xgXiaochou_hong,xgXiaochou,2,6,0,null,4,1,12,2.2,1.65,1,1,1,1,1,"[""bossdajie11Xiaochou41"",""bossdajie11Xiaochou42"",""bossdajie11Xiaochou43"",""lazy"",""defend""]","[""bossdajie11Xiaochou4wp01"",""bossdajie11Xiaochou4wp02""]",30,2,txXiaochou4,,-1,bossdajie11Xiaochou4tips,"2_1,2_2,3_1",bossdajie11Xiaochou4,0
bossdajie11Moguguai4,bossdajie11Moguguai4@moxing,icon_xgMoguren_hong,xgMoguguai,1,6,0,null,4,1,22.5,2.8,2.6,1.3,1,1,1,1,"[""bossdajie11Moguguai41"",""bossdajie11Moguguai42"",""bossdajie11Moguguai43"",""lazy"",""defend""]","[""bossdajie11Moguguai4wp01"",""bossdajie11Moguguai4wp02""]",31,2,txMoguguai4,,-1,bossdajie11Moguguai4tips,"2_1,2_2,3_1",bossdajie11Moguguai4,0
bossdajie12Mantuoluo2,bossdajie12Mantuoluo2@moxing,icon_xgMantuoluo_lv,xgMantuoluo,4,6,0,null,2,1,12,4,3.4,1.2,1,1,1,2,"[""bossdajie12Mantuoluo21"",""bossdajie12Mantuoluo22"",""bossdajie12Mantuoluo23"",""bossdajie12Mantuoluo24"",""lazy"",""defend""]","[""bossdajie12Mantuoluo2wp01"",""bossdajie12Mantuoluo2wp02""]",32,2,txMantuoluo2,,-1,bossdajie12Mantuoluo2tips,"2_1,2_2,3_1",bossdajie12Mantuoluo2,0
bossdajie13Cike4,bossdajie13Cike4@moxing,icon_xgHuocike_hong,xgCike,1,6,0,null,4,1,12,1,1,1.5,2,1,1,2,"[""bossdajie13Cike41"",""bossdajie13Cike42"",""bossdajie13Cike43"",""bossdajie13Cike44"",""lazy"",""defend""]","[""bossdajie13Cike4wp01"",""bossdajie13Cike4wp02""]",33,6,txCike4,,-1,bossdajie13Cike4tips,"2_1,2_2,3_1",bossdajie13Cike4,0
bossdajie15Langren3,bossdajie15Langren3@moxing,icon_xgLangren_lan,xgLangren,1,6,0,null,3,1,5,3.3,1.5,2,1.6,1,1,2,"[""bossdajie15Langren31"",""bossdajie15Langren32"",""bossdajie15Langren33"",""bossdajie15Langren34"",""bossdajie15Langren35"",""bossdajie15Langren36"",""bossdajie15Langren37"",""lazy"",""defend""]","[""bossdajie15Langren3wp01"",""bossdajie15Langren3wp02"",""bossdajie15Langren3wp03""]",34,1,txLangren3,,-1,bossdajie15Langren3tips,"2_1,2_2,3_1",bossdajie15Langren3,0
bossdajie14Piying5,bossdajie14Piying5@moxing,icon_xgPiying_hei,xgPiying,3,6,0,null,5,1,8,2.5,3.3,2.14,1.5,1,1,4,"[""bossdajie14Piying51"",""bossdajie14Piying52"",""bossdajie14Piying53"",""bossdajie14Piying54"",""bossdajie14Piying55"",""lazy"",""defend""]","[""bossdajie14Piying5wp01"",""bossdajie14Piying5wp02"",""bossdajie14Piying5wp03"",""bossdajie14Piying5wp04""]",35,2,txPiying5,,-1,bossdajie14Piying5tips,"2_1,2_2,3_1",bossdajie14Piying5,0
bossdajie17Huapo2,bossdajie17Huapo2@moxing,icon_xgHuapo_lv,xgHuapo,4,6,0,null,2,1,30,1,1,1.1,1,1,1,1,"[""bossdajie17Huapo21"",""bossdajie17Huapo22"",""bossdajie17Huapo23"",""bossdajie17Huapo24"",""lazy"",""defend""]","[""bossdajie17Huapo2wp01"",""bossdajie17Huapo2wp02""]",36,1,txHuapo2,,-1,bossdajie17Huapo2tips,"2_1,2_2,3_1",bossdajie17Huapo2,0
bossdajie16Xiaochou3,bossdajie16Xiaochou3@moxing,icon_xgXiaochou_lan,xgXiaochou,2,6,0,null,3,1,13,2.2,3,1.1,1,1,1,3,"[""bossdajie16Xiaochou31"",""bossdajie16Xiaochou32"",""bossdajie16Xiaochou33"",""bossdajie16Xiaochou34"",""bossdajie16Xiaochou35"",""lazy"",""defend""]","[""bossdajie16Xiaochou3wp01"",""bossdajie16Xiaochou3wp02""]",37,5,txXiaochou3,,-1,bossdajie16Xiaochou3tips,"2_1,2_2,3_1",bossdajie16Xiaochou3,0
bossdajie16Zouyincao2,bossdajie16Zouyincao2@moxing,icon_xgZouyincao_lv,bossdajie16Zouyincao2,4,6,0,null,2,1,15,2.5,2.65,1.1,1,1,1,4,"[""bossdajie16Zouyincao21"",""bossdajie16Zouyincao22"",""bossdajie16Zouyincao23"",""lazy"",""defend""]","[""bossdajie16Zouyincao2wp01"",""bossdajie16Zouyincao2wp02"",""bossdajie16Zouyincao2wp03"",""bossdajie16Zouyincao2wp04""]",38,2,txZouyincao,,-1,bossdajie16Zouyincao2tips,"2_1,2_2,3_1",xgXiaochou3,0
bossdajie18Ladong5,bossdajie18Ladong5@moxing,icon_xgLadong_hei,Ladong,1,6,0,null,5,1,25,3.55,3.55,1.2,1.5,1,1,4,"[""bossdajie18Ladong51"",""bossdajie18Ladong52"",""bossdajie18Ladong53"",""bossdajie18Ladong54"",""lazy"",""defend""]","[""bossdajie18Ladong5wp01"",""bossdajie18Ladong5wp02"",""bossdajie18Ladong5wp03"",""bossdajie18Ladong5wp04""]",39,2,txLadong5,,-1,bossdajie18Ladong5tips,"2_1,2_2,3_1",xgKairuisi4,0
bossxiaoxiang21Wushi4,bossxiaoxiang21Wushi4@moxing,icon_xgWushi_hong,xgWushi,2,6,0,null,4,1,11.3,2.5,4.3,1,1.46,1,1,4,"[""bossxiaoxiang21Wushi41"",""bossxiaoxiang21Wushi42"",""bossxiaoxiang21Wushi43"",""bossxiaoxiang21Wushi44"",""lazy"",""defend""]","[""bossxiaoxiang21Wushi4wp01"",""bossxiaoxiang21Wushi4wp02"",""bossxiaoxiang21Wushi4wp03""]",40,2,txWushi4,,-1,bossxiaoxiang21Wushi4tips,"2_1,2_2,3_1",xgHetong2,0
bossxiaoxiang22Xiyiren2,bossxiaoxiang22Xiyiren2@moxing,icon_xgXiyiren_lv,xgXiyiren,1,6,0,null,2,1,10.32,2.9,2.35,1,2.44,1,1,2,"[""bossxiaoxiang22Xiyiren21"",""bossxiaoxiang22Xiyiren22"",""bossxiaoxiang22Xiyiren23"",""bossxiaoxiang22Xiyiren24"",""lazy"",""defend""]","[""bossxiaoxiang22Xiyiren2wp01"",""bossxiaoxiang22Xiyiren2wp02"",""bossxiaoxiang22Xiyiren2wp03""]",41,1,txXiyiren2,,-1,bossxiaoxiang22Xiyiren2tips,"2_1,2_2,3_1",xgWagui3,0
bossxiaoxiang23Panshen2,bossxiaoxiang23Panshen2@moxing,icon_xgPanshen_lv,xgPanshen,5,6,0,null,2,1,14,3,2.5,1,1.5,1,1,4,"[""bossxiaoxiang23Panshen21"",""bossxiaoxiang23Panshen22"",""bossxiaoxiang23Panshen23"",""bossxiaoxiang23Panshen24"",""lazy"",""defend""]","[""bossxiaoxiang23Panshen2wp01"",""bossxiaoxiang23Panshen2wp02""]",42,1,txPanshen2,,-1,bossxiaoxiang23Panshen2tips,"2_1,2_2,3_1",xgXiaochou4,0
bossxiaoxiang24Shuigui3,bossxiaoxiang24Shuigui3@moxing,icon_xgShuigui_lan,xgShuigui,2,6,0,null,3,1,20,3.6,3.2,1,1.45,1,1,4,"[""bossxiaoxiang24Shuigui31"",""bossxiaoxiang24Shuigui32"",""bossxiaoxiang24Shuigui33"",""bossxiaoxiang24Shuigui34"",""lazy"",""defend""]","[""bossxiaoxiang24Shuigui3wp01"",""bossxiaoxiang24Shuigui3wp02"",""bossxiaoxiang24Shuigui3wp03"",""bossxiaoxiang24Shuigui3wp04""]",43,2,txShuigui3,,-1,bossxiaoxiang24Shuigui3tips,"2_1,2_2,3_1",xgCike4,0
bossxiaoxiang25Kairuisi5,bossxiaoxiang25Kairuisi5@moxing,icon_xgKairuisi_hei,xgKairuisi,2,6,0,null,5,1,14,5,4,1,1.45,1,1,2,"[""bossxiaoxiang25Kairuisi51"",""bossxiaoxiang25Kairuisi52"",""bossxiaoxiang25Kairuisi53"",""bossxiaoxiang25Kairuisi54"",""bossxiaoxiang25Kairuisi55"",""lazy"",""defend""]","[""bossxiaoxiang25Kairuisi5wp01"",""bossxiaoxiang25Kairuisi5wp02"",""bossxiaoxiang25Kairuisi5wp03""]",44,2,txKairuisi5,,-1,bossxiaoxiang25Kairuisi5tips,"2_1,2_2,3_1",xgPanshen2,0
bossxiaoxiang26Longgongtongzi3,bossxiaoxiang26Longgongtongzi3@moxing,icon_xgLonggongtongzi_lan,xgLonggongtongzi,2,6,0,null,3,1,12,4,4,1,1.45,1,1,4,"[""bossxiaoxiang26Longgongtongzi31"",""bossxiaoxiang26Longgongtongzi32"",""bossxiaoxiang26Longgongtongzi33"",""bossxiaoxiang26Longgongtongzi34"",""lazy"",""defend""]","[""bossxiaoxiang26Longgongtongzi3wp01"",""bossxiaoxiang26Longgongtongzi3wp02"",""bossxiaoxiang26Longgongtongzi3wp03""]",45,1,txLonggongtongzi3,,-1,bossxiaoxiang26Longgongtongzi3tips,"2_1,2_2,3_1",xgHuapo2,0
bossxiaoxiang27Hetong2,bossxiaoxiang27Hetong2@moxing,icon_xgHetong_lv,xgHetong,3,6,0,null,2,1,10,4,4,1.1,1.45,1,1,4,"[""bossxiaoxiang27Hetong21"",""bossxiaoxiang27Hetong22"",""bossxiaoxiang27Hetong23"",""bossxiaoxiang27Hetong24"",""lazy"",""defend""]","[""bossxiaoxiang27Hetong2wp01"",""bossxiaoxiang27Hetong2wp02"",""bossxiaoxiang27Hetong2wp03""]",46,2,txHetong2,,-1,bossxiaoxiang27hetong2tips,"2_1,2_2,3_1",xgWushi3,0
bossxiaoxiang28Muling2,bossxiaoxiang28Muling2@moxing,icon_xgMuling_lv,bossxiaoxiang28Muling2,4,6,0,null,2,1,6,2.5,2.5,1,1.45,1,1,4,"[""bossxiaoxiang28Muling21"",""bossxiaoxiang28Muling22"",""bossxiaoxiang28Muling23"",""bossxiaoxiang28Muling24"",""lazy"",""defend""]","[""bossxiaoxiang28Muling2wp01"",""bossxiaoxiang28Muling2wp02"",""bossxiaoxiang28Muling2wp03"",""bossxiaoxiang28Muling2wp04"",""bossxiaoxiang28Muling2wp05"",""bossxiaoxiang28Muling2wp06"",""bossxiaoxiang28Muling2wp07""]",47,2,txMuling2,,-1,bossxiaoxiang28Muling2tips,"2_1,2_2,3_1",xgWushi4,0
xgWendige3,xgWendige3@moxing,icon_xgWendige_lan,xgWendige,1,2,0,null,3,1,1.05,1.35135,0.81585,0.98,1.04,1,1,2,"[""ultWendige3"",""attackWaterCutStrong"",""magicWaterSlight"",""psvWendige3"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",48,1,txWendige3,20025,50,wendigetips,"2_1,2_2,3_1",story_wendige,1
xgWendige2,xgWendige2@moxing,icon_xgWendige_lv,xgWendige,1,2,0,null,2,1,1.05,1.35135,0.81585,0.98,1.04,1,1,2,"[""ultWendige2"",""attackPlantCutStrong"",""magicPlantSlight"",""psvWendige2"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",49,1,txWendige2,20026,50,wendigetips,"2_1,2_2,3_1",story_wendige,1
xgLongnv3,xgLongnv3@moxing,icon_xgLongnv_lan,xgLongnv,5,3,0,null,3,1,1.364,1.1,0.858,0.95,1.276,1,1,4,"[""ultLongnv3"",""attackWaterCutMedium"",""magicWaterBallMedium"",""debuffSpeed"",""psvLongnv3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",50,3,txLongnv3,20027,80,longnvtips,"2_1,2_2,3_1",story_longnv,0
xgLongnv1,xgLongnv1@moxing,icon_xgLongnv_bai,xgLongnv,5,3,0,null,1,1,1.364,1.1,0.858,0.95,1.276,1,1,4,"[""ultLongnv1"",""attackMetalCutMedium"",""magicMetalBallMedium"",""buffAttack"",""psvLongnv1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",51,4,txLongnv1,20055,80,longnvtips,"2_1,2_2,3_1",story_longnv,0
xgMomo1,xgMomo1@moxing,icon_xgMomo_bai,xgMomo,3,2,0,null,1,1,1.2648,0.9,0.8424,1.04,1.1832,1,1,4,"[""ultMomo1"",""attackMetalStabMedium"",""magicCureMedium"",""psvMomo1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",52,5,txMomo1,20028,50,momotips,"3_1,3_2",story_demofei,0
xgAmute3,xgAmute3@moxing,icon_xgAmute_lan,xgAmute,5,2,0,null,3,1,1.5142,0.81,0.63,1,1.9488,1,1.3,1,"[""ultAmute3"",""attackWaterSmashMedium"",""magicWaterColumnMedium"",""psvAmute3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",53,6,txAmute3,20029,50,amutetips,"3_1,3_2",story_eyupanguan,0
xgLuoxinfu5,xgLuoxinfu5@moxing,icon_xgLuoxinfu_hei,xgLuoxinfu,1,2,0,null,5,1,1.03,1.03,1.03,1.03,1.03,1,1,3,"[""ultLuoxinfu5"",""attackEarthSlight"",""magicEarthColumnStrong"",""magicdebuffEarthDotMedium"",""psvLuoxinfu5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",54,2,txLuoxinfu5,20030,50,luoxinfutips,2_2,story_luoxinfu,1
xgSaibulesi5,xgSaibulesi5@moxing,icon_xgSantouquan_hei,xgSaibulesi,2,2,0,null,5,1,1,1.1,1.1,1.03,1,1,1,3,"[""ultSaibulesi5"",""attackEarthSlight"",""magicEarthColumnStrong"",""psvSaibulesi5"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",56,2,txSaibulesi5,20031,50,saibulesitips,"2_1,2_2,3_1",story_diyuquan,1
xgHongniu4,xgHongniu4@moxing,icon_xgHongniu_hong,xgHongniu,3,3,0,null,4,1,1.7688,0.81,0.63,0.9,2.262,1,1.4,1,"[""ultHongniu4"",""attackFireStabMedium"",""magicFireColumnMedium"",""psvHongniu4"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",57,6,txHongniu4,20032,80,hongniutips,"2_1,2_2,3_1",story_hongniu,0
xgAnpusha5,xgAnpusha5@moxing,icon_xgAnpusha_hei,xgAnpusha,3,2,0,null,5,1,1.178,1.1,0.858,1.1,1.1368,1,1,4,"[""ultAnpusha5"",""attackEarthStabMedium"",""magicEarthBallMedium"",""debuffAttack"",""psvAnpusha5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",58,3,txAnpusha5,20033,50,anpushatips,3_2,story_anpusha,0
xgDaochengsizhong4,xgDaochengsizhong4@moxing,icon_xgDaochengsizhong_hong,xgDaochengsizhong,2,3,0,null,4,1,1.1,1,1.1,1,1.1,1,1,3,"[""ultDaochengsizhong4"",""attackFireSlight"",""magicFireColumnStrong"",""psvDaochengsizhong4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",59,2,txDaochengsizhong4,20034,80,daochengsizhongtips,"2_1,2_2,3_1",story_daochengsizhong,0
xgHuoniao4,xgHuoniao4@moxing,icon_xgHuoniao_hong,xgHuoniao,1,3,0,null,4,1,1.488,1,0.78,1,1.2528,1,1,4,"[""ultHuoniao4"",""attackFireSmashMedium"",""magicFireColumnMedium"",""debuffDefense"",""psvHuoniao4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",60,3,txHuoniao4,20035,80,huoniaotips,"2_1,2_2,3_1",story_huoniao,0
xgHuoniao4awaken,xgHuoniao4awaken@moxing,icon_xgHuoniao_hong_awaken,xgHuoniao,1,6,0,null,4,1,1.116,1,0.858,1.08,1.16,1,1,4,"[""ultHuoniao4"",""attackFireSmashMedium"",""magicFireColumnMedium"",""debuffDefense"",""psvHuoniao4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",61,3,txHuoniao4,,-1,huoniaotips,"2_1,2_2,3_1",story_huoniao,0
xgIfrit4,xgIfrit4@moxing,icon_xgYifulite_hong,xgYifulite,3,3,0,null,4,1,1.1,1.46718,0.73815,1.04,1,1,1,2,"[""ultIfrit4"",""attackFireCutStrong"",""magicFireSlight"",""psvIfrit4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",62,1,txIfrit4,20036,80,yifulitetips,"2_1,2_2,3_1",story_ifulite,0
xgMoguguai4,xgMoguren4@moxing,icon_xgMoguren_hong,xgMoguguai,4,0,0,null,4,1,0.8,0.5,0.89,1,0.8,1,1,3,"[""ultMoguguai4"",""attackFireSlight"",""magicFireColumnStrong"",""psvMoguguai4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",63,2,txMoguguai4,20037,20,moguguaitips,"2_1,2_2,3_1",story_moguguai,1
xgTianshizhang4,xgTianshizhang4@moxing,icon_xgMijiale_hong,xgTianshizhang,5,3,0,null,4,1,1.302,0.9,0.975,1.1,1.16,1,1,4,"[""ultTianshizhang4"",""attackFireCutMedium"",""magicCureMedium"",""psvTianshizhang4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",64,5,txTianshizhang4,20038,80,tianshizhangtips,"2_1,2_2,3_1",story_tianshizhang,0
xgTianshizhang1,xgTianshizhang1@moxing,icon_xgMijiale_bai,xgTianshizhang,5,4,0,null,1,1,1.55,0.95,0.741,1.14,1.276,1,1,4,"[""ultTianshizhang1"",""attackMetalCutMedium"",""magicMetalColumnMedium"",""buffMagic"",""psvTianshizhang1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",65,4,txTianshizhang1,20054,120,tianshizhangtips,"2_1,2_2,3_1",story_tianshizhang,0
xgDatiangou4,xgDatiangou4@moxing,icon_xgDatiangou_hong,Datiangou,3,4,0,null,4,1,1.02,0.9,1.4,1.1,1,1,1,3,"[""ultDatiangou4"",""attackFireSlight"",""magicFireColumnStrong"",""psvDatiangou4"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",66,2,txDatiangou4,20053,120,bosshuoshan44Datiangou4tips,"2_1,2_2,3_1",story_datiangou,0
bosssenlin31Wendige2,bosssenlin31Wendige2@moxing,icon_xgWendige_lv,xgWendige,1,6,0,null,2,1,15,3.5,2.8,1,1.45,1,1,4,"[""bosssenlin31Wendige21"",""bosssenlin31Wendige22"",""bosssenlin31Wendige23"",""lazy"",""defend""]","[""bosssenlin31Wendige2wp01"",""bosssenlin31Wendige2wp02"",""bosssenlin31Wendige2wp03""]",67,3,txMuling2,,-1,bosssenlin31Wendige2tips,"2_1,2_2,3_1",bossdajie11Xiaochou4,0
bosssenlin32Longnv3,bosssenlin32Longnv3@moxing,icon_xgLongnv_lan,xgLongnv,5,6,0,null,3,1,18.2,3,3.7,1.3,1.5,1,1,4,"[""bosssenlin32Longnv31"",""bosssenlin32Longnv32"",""bosssenlin32Longnv33"",""bosssenlin32Longnv34"",""bosssenlin32Longnv35"",""lazy"",""defend""]","[""bosssenlin32Longnv3wp01"",""bosssenlin32Longnv3wp02"",""bosssenlin32Longnv3wp03"",""bosssenlin32Longnv3wp04""]",68,1,txMuling2,,-1,bosssenlin32Longnv3tips,"2_1,2_2,3_1",bossdajie11Moguguai4,0
bosssenlin33Luoxinfu5,bosssenlin33Luoxinfu5@moxing,icon_xgLuoxinfu_hei,xgLuoxinfu,1,6,0,null,5,1,20,3.3,3.3,1.5,1.2,1,1,4,"[""bosssenlin33Luoxinfu51"",""bosssenlin33Luoxinfu52"",""bosssenlin33Luoxinfu53"",""bosssenlin33Luoxinfu54"",""bosssenlin33Luoxinfu55"",""bosssenlin33Luoxinfu56"",""lazy"",""defend""]","[""bosssenlin33Luoxinfu5wp01"",""bosssenlin33Luoxinfu5wp02"",""bosssenlin33Luoxinfu5wp03"",""bosssenlin33Luoxinfu5wp04"",""bosssenlin33Luoxinfu5wp05""]",70,2,txMuling2,,-1,bosssenlin33Luoxinfu5tips,"2_1,2_2,3_1",bossdajie13Cike4,0
bosssenlin34Amute3,bosssenlin34Amute3@moxing,icon_xgAmute_lan,xgAmute,5,6,0,null,3,1,40,3.6,3.6,1.25,2,1,1,4,"[""bosssenlin34Amute31"",""bosssenlin34Amute32"",""bosssenlin34Amute33"",""bosssenlin34Amute34"",""lazy"",""defend""]","[""bosssenlin34Amute3wp01"",""bosssenlin34Amute3wp02"",""bosssenlin34Amute3wp03""]",72,3,txMuling2,,-1,bosssenlin34Amute3tips,"2_1,2_2,3_1",bossdajie14Piying5,0
bosssenlin35Xiaochou2,bosssenlin35Xiaochou2@moxing,icon_xgXiaochou_lv,xgXiaochou,2,6,0,null,2,1,20,3,4,1.3,1.2,1,1,4,"[""bosssenlin35Xiaochou21"",""bosssenlin35Xiaochou22"",""bosssenlin35Xiaochou23"",""bosssenlin35Xiaochou24"",""bosssenlin35Xiaochou25"",""lazy"",""defend""]","[""bosssenlin35Xiaochou2wp01"",""bosssenlin35Xiaochou2wp02""]",74,1,txMuling2,,-1,bosssenlin35Xiaochou2tips,"2_1,2_2,3_1",bossdajie16Xiaochou3,0
bosssenlin36Momo1,bosssenlin36Momo1@moxing,icon_xgMomo_bai,xgMomo,3,6,0,null,1,1,10,2.5,3.2,1.2,1.2,1,1,4,"[""bosssenlin36Momo11"",""bosssenlin36Momo12"",""bosssenlin36Momo13"",""bosssenlin36Momo14"",""lazy"",""defend""]","[""bosssenlin36Momo1wp01"",""bosssenlin36Momo1wp02""]",75,2,txMuling2,,-1,bosssenlin36Momo1tips,"2_1,2_2,3_1",xgXiaochou3,0
bosssenlin37Hapi1,bosssenlin37Hapi1@moxing,icon_xgHapi_bai,xgHapi,1,6,0,null,1,1,8,3.5,3.5,1.3,1.3,1,1,4,"[""bosssenlin37Hapi11"",""bosssenlin37Hapi12"",""bosssenlin37Hapi13"",""bosssenlin37Hapi14"",""bosssenlin37Hapi15"",""lazy"",""defend""]","[""bosssenlin37Hapi1wp01"",""bosssenlin37Hapi1wp02"",""bosssenlin37Hapi1wp03""]",76,3,txMuling2,,-1,bosssenlin37Hapi1tips,"2_1,2_2,3_1",xgKairuisi4,0
bosssenlin38Meidusha2,bosssenlin38Meidusha2@moxing,icon_xgMeidusha_lv,Meidusha,3,6,0,null,2,1,4.05,2,2.4,1.4,1.1,1,1,4,"[""bosssenlin38Meidusha25"",""bosssenlin38Meidusha26"",""bosssenlin38Meidusha27"",""bosssenlin38Meidusha28"",""lazy"",""defend""]","[""bosssenlin38Meidusha2wp01"",""bosssenlin38Meidusha2wp02"",""bosssenlin38Meidusha2wp03"",""bosssenlin38Meidusha2wp04"",""bosssenlin38Meidusha2wp05""]",84,2,txMuling2,,-1,bosssenlin38Meidusha2tips,"2_1,2_2,3_1",xgWushi4,0
bosshuoshan41Hongniu4,bosshuoshan41Hongniu4@moxing,icon_xgHongniu_hong,xgHongniu,3,6,0,null,4,1,17,4,4,1.2,2,1,1,4,"[""bosshuoshan41Hongniu41"",""bosshuoshan41Hongniu42"",""bosshuoshan41Hongniu43"",""bosshuoshan41Hongniu44"",""lazy"",""defend""]","[""bosshuoshan41Hongniu4wp01"",""bosshuoshan41Hongniu4wp02"",""bosshuoshan41Hongniu4wp03""]",77,1,txMuling2,,-1,bosshuoshan41Hongniu4tips,"2_1,2_2,3_1",xgHetong2,0
bosshuoshan42Daochengsizhong4,bosshuoshan42Daochengsizhong4@moxing,icon_xgDaochengsizhong_hong,xgDaochengsizhong,2,6,0,null,4,1,19,3,3.4,1.2,1.4,1,1,4,"[""bosshuoshan42Daochengsizhong41"",""bosshuoshan42Daochengsizhong42"",""bosshuoshan42Daochengsizhong43"",""bosshuoshan42Daochengsizhong44"",""lazy"",""defend""]","[""bosshuoshan42Daochengsizhong4wp01"",""bosshuoshan42Daochengsizhong4wp02"",""bosshuoshan42Daochengsizhong4wp03"",""bosshuoshan42Daochengsizhong4wp04""]",78,2,txMuling2,,-1,bosshuoshan42Daochengsizhong4tips,"2_1,2_2,3_1",xgWagui3,0
bosshuoshan43Huoniao4,bosshuoshan43Huoniao4@moxing,icon_xgHuoniao_hong,xgHuoniao,1,6,0,null,4,1,10,2,4,1.25,1,1,1,4,"[""bosshuoshan43Huoniao41"",""bosshuoshan43Huoniao42"",""bosshuoshan43Huoniao43"",""bosshuoshan43Huoniao44"",""lazy"",""defend""]","[""bosshuoshan43Huoniao4wp01"",""bosshuoshan43Huoniao4wp02"",""bosshuoshan43Huoniao4wp03"",""bosshuoshan43Huoniao4wp04""]",79,3,txMuling2,,-1,bosshuoshan43Huoniao4tips,"2_1,2_2,3_1",xgXiaochou4,0
bosshuoshan44Datiangou4,bosshuoshan44Datiangou4@moxing,icon_xgDatiangou_hong,Datiangou,3,6,0,null,4,1,20,2.75,3.75,1.3,1.15,1,1,4,"[""bosshuoshan44Datiangou41"",""bosshuoshan44Datiangou42"",""bosshuoshan44Datiangou43"",""bosshuoshan44Datiangou44"",""lazy"",""defend""]","[""bosshuoshan44Datiangou4wp01"",""bosshuoshan44Datiangou4wp02"",""bosshuoshan44Datiangou4wp03"",""bosshuoshan44Datiangou4wp04""]",80,1,txMuling2,,-1,bosshuoshan44Datiangou4tips,"2_1,2_2,3_1",xgCike4,0
bosshuoshan45Saibulesi4,bosshuoshan45Saibulesi4@moxing,icon_xgSantouquan_hong,xgSaibulesi,2,6,0,null,4,1,16,3,3,1.5,1.2,1,1,4,"[""bosshuoshan45Saibulesi41"",""bosshuoshan45Saibulesi42"",""bosshuoshan45Saibulesi43"",""bosshuoshan45Saibulesi44"",""bosshuoshan45Saibulesi45"",""lazy"",""defend""]","[""bosshuoshan45Saibulesi4wp01"",""bosshuoshan45Saibulesi4wp02"",""bosshuoshan45Saibulesi4wp03"",""bosshuoshan45Saibulesi4wp04""]",81,2,txMuling2,,-1,bosshuoshan45Saibulesi4tips,"2_1,2_2,3_1",xgPanshen2,0
bosshuoshan46Tianshizhang4,bosshuoshan46Tianshizhang4@moxing,icon_xgMijiale_hong,xgTianshizhang,5,6,0,null,4,1,18,3,3.5,1.2,1.5,1,1,4,"[""bosshuoshan46Tianshizhang41"",""bosshuoshan46Tianshizhang42"",""bosshuoshan46Tianshizhang43"",""bosshuoshan46Tianshizhang44"",""bosshuoshan46Tianshizhang45"",""bosshuoshan46Tianshizhang46"",""lazy"",""defend""]","[""bosshuoshan46Tianshizhang4wp01"",""bosshuoshan46Tianshizhang4wp02"",""bosshuoshan46Tianshizhang4wp03"",""bosshuoshan46Tianshizhang4wp04"",""bosshuoshan46Tianshizhang4wp05""]",82,3,txMuling2,,-1,bosshuoshan46Tianshizhang4tips,"2_1,2_2,3_1",xgHuapo2,0
