#TEXT,NUM,TEXT,NUM,NUM,NUM,NUM,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,TEXT,NUM,NUM,FLOAT,FLOAT,FLOAT,NUM,TEXT,TEXT,NUM,FLOAT,FLOAT,FLOAT,TEXT,TEXT
id,category,periodEffectID,duration,stun,invincible,dazhao,strengthRatio,intelligenceRatio,defenseRatio,defenseDamageRatio,speedRatio,icon,shieldNum,shieldBaseAttr,shieldRatio,phyReduceInjury,mgReduceInjury,noDead,damageResponse,deadResponse,responseCount,healthRatio,hitRatio,criticalRatio,effectExpire,excludeBuffID
bosssenlin34Amute32b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddbuffAmute_100,bosssenlin34Amute32e2",,1,0,0,0,,-1
bosssenlin34Amute34b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,6,0,0,0,,,1,0,0,0,,-1
bosssenlin34Amute34b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,6,0,0,0,,,1,0,0,0,,-1
bosssenlin36Momo14b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_100,bosssenlin36Momo14e5",,999,0,0,0,,-1
bosssenlin36Momo14b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelpsvMomo_100,dispelPassivee1",,1,0,0,0,,-1
bosssenlin37Hapi11b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_100,bosssenlin37Hapi11e2",,999,0,0,0,,-1
bosssenlin37Hapi13b1,5,,3,0,0,0,0,0,0,0,1,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin37Hapi14b1,5,,3,0,0,0,0,0,0,0,0.5,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosshuoshan42Daochengsizhong41b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_25,bosshuoshan42Daochengsizhong41e4",,999,0,0,0,,-1
bosshuoshan42Daochengsizhong41b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelpsvDaochengsizhong_100,dispelPassivee1",,1,0,0,0,,-1
bosshuoshan43Huoniao42b1,1,bosshuoshan43Huoniao42e6,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosshuoshan43Huoniao42b2,1,bosshuoshan43Huoniao42e6,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosshuoshan44Datiangou43b1,5,,5,0,0,0,0,0,0,0,0.4,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosshuoshan46Tianshizhang43b1,5,,3,0,0,0,0,0,0,0,0.4,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosshuoshan46Tianshizhang44b1,5,,3,0,0,0,0,0,0,0,0.2,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosshuoshan46Tianshizhang46b1,15,,2,0,0,0,0,0,0,0,0,bufficon_buffPhyImmune,0,,0,0,0,0,,,1,0,0,0,,-1
bosshuoshan46Tianshizhang46b2,16,,2,0,0,0,0,0,0,0,0,bufficon_buffMagicImmune,0,,0,0,0,0,,,1,0,0,0,,-1
bosshuoshan47Ifrit41b1,1,bosshuoshan47Ifrit41e6,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosshuoshan47Ifrit41b2,1,bosshuoshan47Ifrit41e6,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosssenlin38Meidusha21b1,5,,999,0,0,0,0,0.8,0,0,0,,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha22b1,5,,999,0,0,0,0,0.8,0,0,0,,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha23b1,5,,999,0,0,0,0,0.8,0,0,0,,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha24b1,5,,999,0,0,0,0,0.8,0,0,0,,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha28b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_75_100,bosssenlin38Meidusha28e6",,1,0,0,0,,-1
bosssenlin38Meidusha28b2,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_50_75,bosssenlin38Meidusha28e7",,1,0,0,0,,-1
bosssenlin38Meidusha28b3,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_25_50,bosssenlin38Meidusha28e8",,1,0,0,0,,-1
bosssenlin38Meidusha28b4,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_0_25,bosssenlin38Meidusha28e9",,1,0,0,0,,-1
bosssenlin38Meidusha28b5,5,,999,0,0,0,0,0.5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha28b6,5,,999,0,0,0,0,0.5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha28b7,5,,999,0,0,0,0,0.5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha28b8,5,,999,0,0,0,0,0.5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bosssenlin38Meidusha28b9,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateHurtselfMeidusha1_100,bosssenlin38Meidusha28e14",,1,0,0,0,,-1
bosssenlin38Meidusha28b10,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateHurtselfMeidusha2_100,bosssenlin38Meidusha28e14",,1,0,0,0,,-1
bosssenlin38Meidusha28b11,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateHurtselfMeidusha3_100,bosssenlin38Meidusha28e14",,1,0,0,0,,-1
bosssenlin38Meidusha28b12,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateHurtselfMeidusha4_100,bosssenlin38Meidusha28e14",,1,0,0,0,,-1
psvMoguguai3b1,11,,999,,,,,,,,,,,,,,,,,,,0.2,0,0,,-1
bossdajie13Cike44b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_80,bossdajie13Cike44e5",,999,0,0,0,,-1
bossdajie13Cike44b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelpsv_100,dispelPassivee1",,1,0,0,0,,-1
bossdajie18Ladong53b1,13,,2,1,0,0,0,0,0,0,0,bufficon_debuffStun,0,,0,0,0,0,,,0,0,0,0,,-1
bossdajie18Ladong53b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddstun_100,bossdajie18Ladong53e2",,999,0,0,0,,-1
bossdajie18Ladong54b1,1,bossdajie18Ladong54e5,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
psvBingxuenvwang3b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_10,debuffSpeede2",,999,0,0,0,,-1
ultWeitianshi5b1,14,,2,0,0,0,0,0,0,0,0,bufficon_debuffnoheal,0,,0,0,0,0,,,0,0,0,0,,-1
PhyImmuneb1,15,,999,0,0,0,0,0,0,0,0,bufficon_buffPhyImmune,0,,0,0,0,0,,,0,0,0,0,,-1
MagicImmuneb1,16,,999,0,0,0,0,0,0,0,0,bufficon_buffMagicImmune,0,,0,0,0,0,,,0,0,0,0,,-1
StunImmuneb1,11,,999,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,13
bossshiliantaIfrit46b1,5,,999,0,0,0,1,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,1,0,0,0,,-1
psvshiliantaXiaochou2b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvshiliantaXiaochou2e3",1,0,0,0,,-1
psvshiliantaXiaochou4b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvshiliantaXiaochou4e3",1,0,0,0,,-1
psvShuigui3b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingBuffRate_125,psvShuigui3e2",,999,0,0,0,,-1
psvChange1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRateContainsdebuff_100,psvChange1e2",,999,0,0,0,,-1
psvDujiaoshou1b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_50,psvDujiaoshou1e2",,1,0,0,0,,-1
psvDujiaoshou1b2,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,20,0.4,0,0,0,,,1,0,0,0,,-1
psvDujiaoshou1b3,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,20,0.4,0,0,0,,,1,0,0,0,,-1
psvWeitianshi5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingBuffRate_25,psvWeitianshi5e2",,999,0,0,0,,-1
psvSheshou1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_15,psvSheshou1e2",,999,0,0,0,,-1
psvBingyan3b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_50,psvBingyan3e6",,999,0,0,0,,-1
psvBingyan3b2,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvBingyan3e5",,999,0,0,0,,-1
psvMengyan5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_10,debuffAttacke2",,999,0,0,0,,-1
psvIfrit5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_25,psvIfrit5e2",,999,0,0,0,,-1
psvDujiaoshou5b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_50,psvDujiaoshou5e2",,1,0,0,0,,-1
psvDujiaoshou5b2,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,20,0.4,0,0,0,,,1,0,0,0,,-1
psvDujiaoshou5b3,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,20,0.4,0,0,0,,,1,0,0,0,,-1
psvChange5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRateContainsbeneficialbuff_100,psvChange5e2",,999,0,0,0,,-1
psvHuoniao3b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvHuoniao3e2",1,0,0,0,,-1
bossdajie18Ladong55b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyStun_100,bossdajie18Ladong55e2",,999,0,0,0,,-1
bosschaoxue51Langren55b1,11,,999,0,0,0,,,,,-0.3,,,,,,,,,,,0,0,0,,-1
bosschaoxue51Langren55b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelpsvLangren_100,dispelPassivee1",,1,0,0,0,,-1
bosschaoxue52Mengyan52b1,5,,3,0,0,0,0.8,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,1,0,0,0,,-1
bosschaoxue54Bingyan32b1,5,,3,0,0,0,0,0,0.8,0,0,bufficon_buffDefense,0,,0,0,0,0,,,1,0,0,0,,-1
bosschaoxue56Huoniao32b1,1,bosschaoxue56Huoniao32e5,3,0,0,0,0,0,0,0,0,bufficon_debuffWaterDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosschaoxue56Huoniao32b2,1,bosschaoxue56Huoniao32e5,3,0,0,0,0,0,0,0,0,bufficon_debuffWaterDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosschaoxue57Wendige34b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddstunWendige_100,bosschaoxue57Wendige34e2",,1,0,0,0,,-1
bossminghe61Dujiaoshou52b1,5,,3,0,0,0,0,0,0,0,0.4,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bossminghe62Anpusha53b1,4,,3,0,0,0,-0.8,0,0,0,0,bufficon_debuffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossminghe62Anpusha53b2,4,,3,0,0,0,0,-0.8,0,0,0,bufficon_debuffMagic,0,,0,0,0,0,,,0,0,0,0,,-1
bossminghe62Anpusha53b3,4,,3,0,0,0,0,0,-0.8,0,0,bufficon_debuffDefense,0,,0,0,0,0,,,0,0,0,0,,-1
bossminghe63Ifrit51b1,1,bossminghe63Ifrit51e6,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossminghe63Ifrit51b2,1,bossminghe63Ifrit51e6,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossminghe64Nvyao52b1,11,,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,-1
bossminghe64Nvyao54b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,bossminghe64Nvyao54e4",999,0,0,0,,-1
bossminghe64Nvyao54b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelpsvNvyao_100,dispelPassivee1",,1,0,0,0,,-1
bossminghe67Change55b1,5,,999,0,0,0,0,0.8,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bosssiwangtaIfrit51b1,1,bosssiwangtaIfrit51e5,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
bosssiwangtaShuigui32b1,1,,3,0,0,0,0,0,0,0,0,bufficon_debuffBomb,0,,0,0,0,0,,,0,0,0,0,bosssiwangtaShuigui32e3,-1
bosssiwangtaPanshen21b1,5,,999,0,0,0,0.8,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,1,0,0,0,,-1
bosssiwangta14Piying56b1,4,,999,0,0,0,,0,0,0,-0.4,bufficon_debuffSpeed,0,,0,0,0,0,,,0,0,0,0,,-1
bosssiwangtaHetong23b1,5,,999,0,0,0,0,0.8,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
psvsiwangtaChange1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRateContainsdebuff_100,psvsiwangtaChange1e2",,999,0,0,0,,-1
ultLongnv1b1,14,,2,0,0,0,0,0,0,0,0,bufficon_debuffnoheal,0,,0,0,0,0,,,0,0,0,0,,-1
psvLongnv1b1,4,,1,0,0,0,-0.8,0,0,0,0,bufficon_debuffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
psvWeitianshi1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingBuffRate_25,psvWeitianshi1e2",,999,0,0,0,,-1
psvDatiangou4b1,5,,1,0,0,0,0,0,0,0,0.4,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosschaoxue58Yimier32b1,13,,2,1,0,0,0,0,0,0,0,bufficon_debuffStun,0,,0,0,0,0,,,0,0,0,0,,-1
bosschaoxue56Huoniao34b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddstunHuoniao1_100,bosschaoxue56Huoniao34e5",,1,0,0,0,,-1
bosschaoxue56Huoniao34b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddstunHuoniao2_100,bosschaoxue56Huoniao34e5",,1,0,0,0,,-1
bosschaoxue56Huoniao34b3,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddstunHuoniao3_100,bosschaoxue56Huoniao34e5",,1,0,0,0,,-1
psvTianshizhang1b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvTianshizhang1e2",999,0,0,0,,-1
pvpb1,11,,999,,,,,,,,,,,,,,,,,,,1,0,0,,-1
bossrenjie81Huapo2awaken8b1,11,,999,,,,,,,,,,,,,,,,,,,0,0,0,,-1
bossrenjie82Huoniao4awaken9b1,11,,999,,,,,,,,,,,,,,,,,,,0,0,0,,-1
bossrenjie83Amute3awaken7b1,11,,999,,,,,,,,,,,,,,,,,,,0,0,0,,-1
bossrenjie84Anpusha5awaken5b1,11,,999,,,,,,,,,,,,,,,,,,,0,0,0,,-1
bossrenjie85Dujiaoshou1awaken9b1,11,,999,,,,,,,,,,,,,,,,,,,0,0,0,,-1
bossrenjie83Amute3awaken7b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate1245_100,bossrenjie83Amute3awaken7e7",,999,0,0,0,,-1
psvHetong3b1,5,,1,0,0,0,0,0,0.8,0,0,bufficon_buffDefense,0,,0,0,0,0,,,1,0,0,0,,-1
psvLonggongtongzi3b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingCureRate_33,psvLonggongtongzi3e2",,999,0,0,0,,-1
ultXiaochou2b1,1,,2,0,0,0,0,0,0,0,0,bufficon_debuffBomb,0,,0,0,0,0,,,0,0,0,0,ultXiaochou2e4,-1
psvXiaochou2b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvXiaochou2e2",999,0,0,0,,-1
psvXiaochou3b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvXiaochou3e2",999,0,0,0,,-1
psvXiaochou4b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvXiaochou4e2",999,0,0,0,,-1
ultXiaochou3b1,1,,2,0,0,0,0,0,0,0,0,bufficon_debuffBomb,0,,0,0,0,0,,,0,0,0,0,ultXiaochou3e4,-1
psvSheshou3b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeUper_80,buffSpeedSelfe2",,999,0,0,0,,-1
ultBingyan3b1,8,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.1,0,,,1,0,0,0,,-1
ultBingyan3b2,7,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.1,0,0,,,1,0,0,0,,-1
ultChange1b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,20,0.8,0,0,0,,,1,0,0,0,,-1
ultChange1b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,20,0.8,0,0,0,,,1,0,0,0,,-1
ultTianshizhang1b6,15,,2,0,0,0,0,0,0,0,0,bufficon_buffPhyImmune,0,,0,0,0,0,,,0,0,0,0,,-1
ultTianshizhang1b7,16,,2,0,0,0,0,0,0,0,0,bufficon_buffMagicImmune,0,,0,0,0,0,,,0,0,0,0,,-1
bossdajie15Langren33b3,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateUseJanshang_100,bossdajie15Langren33e6",,1,0,0,0,,-1
bossdajie15Langren33b4,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateUseJanshang2_100,bossdajie15Langren33e6",,1,0,0,0,,-1
bossdajie15Langren33b5,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelJanshang_100,bossdajie15Langren36e2",,1,0,0,0,,-1
bossWorldJidu54b1,5,,2,0,0,0,0.3,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu55b1,5,,2,0,0,0,0.5,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu56b1,5,,2,0,0,0,0.8,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu57b1,1,bossWorldJidu57dote7,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu58b1,1,bossWorldJidu58dote7,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu59b1,1,bossWorldJidu59dote7,3,0,0,0,0,0,0,0,0,bufficon_debuffEarthDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu510b1,5,,6,0,0,0,0,0,0,0,0.5,bufficon_buffSpeed,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu511b1,5,,6,0,0,0,0,0,0,0,0.7,bufficon_buffSpeed,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu512b1,5,,6,0,0,0,0,0,0,0,0.9,bufficon_buffSpeed,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldJidu513b1,11,,999,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,13
bossWorldJidu514b1,11,,999,0,0,0,1000,0,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong14b1,4,,3,0,0,0,0,-0.3,0,0,0,bufficon_debuffMagic,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong15b1,4,,3,0,0,0,-0.3,0,0,0,0,bufficon_debuffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong16b1,4,,3,0,0,0,0,0,0,0,-0.4,bufficon_debuffSpeed,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong17b1,4,,3,0,0,0,-0.3,0,0,0,0,bufficon_debuffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong18b1,4,,3,0,0,0,0,-0.3,0,0,0,bufficon_debuffMagic,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong19b1,4,,3,0,0,0,-0.3,0,0,0,0,bufficon_debuffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong19b2,4,,3,0,0,0,0,-0.3,0,0,0,bufficon_debuffMagic,0,,0,0,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong110b1,7,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.2,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong111b1,8,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.2,0,,,0,0,0,0,,-1
bossWorldMeitatelong112b1,7,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.2,0,0,,,0,0,0,0,,-1
bossWorldMeitatelong112b2,8,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.2,0,,,0,0,0,0,,-1
bossWorldMeitatelong113b1,11,,999,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,13
bossWorldMeitatelong114b1,11,,999,0,0,0,0,1000,0,0,0,bufficon_buffAttack,0,,0,0,0,0,,,0,0,0,0,,-1
ultAmute4b1,5,,3,0,0,0,0,0,0,0,0,bufficon_buffImmune,0,,0,0,0,0,,,0,0,0,0,,1
ultAmute4b2,5,,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,4
ultAmute4b3,5,,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,12
ultAmute4b4,5,,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,13
ultAmute4b5,5,,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,14
ultRenyu3b1,5,,2,0,0,0,0,0,0,0,0,bufficon_buffImmune,0,,0,0,0,0,,,0,0,0,0,,1
ultRenyu3b2,5,,2,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,4
ultRenyu3b3,5,,2,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,12
ultRenyu3b4,5,,2,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,13
ultRenyu3b5,5,,2,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,14
psvRenyu3b1,11,,999,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,,13
ultAmute2b1,7,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.2,0,0,,,1,0,0,0,,-1
ultAmute2b2,8,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.2,0,,,1,0,0,0,,-1
psvSenlinnvshen2b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingBuffRate_25,dispelNegativee1",,999,0,0,0,,-1
ultShixianggui5eb1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,0,2,0,0,0,,,1,0,0,0,,-1
ultShixianggui5eb2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,0,2,0,0,0,,,1,0,0,0,,-1
psvShixianggui5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvShixianggui5e4",,999,0,0,0,,-1
psvShixianggui5b2,11,,999,0,0,0,,,,,,,,,,,,,"UsingDefenseRate_100,psvShixianggui5e5",,999,0,0,0,,-1
psvYifanmumian3b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_50,psvYifanmumian3e2",,999,0,0,0,,-1
psvLonggongtongzi1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_50,psvLonggongtongzi1e2",,999,0,0,0,,-1
psvCike3b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_80,psvCike3e2",,999,0,0,0,,-1
psvCike2b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_80,psvCike2e2",,999,0,0,0,,-1
psvAmute4b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvAmute4e4",,999,0,0,0,,-1
psvAmute4b2,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvAmute4e5",1,0,0,0,,-1
psvAmute2b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvAmute2e4",,999,0,0,0,,-1
psvAmute2b2,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvAmute2e5",1,0,0,0,,-1
