#TEXT,TEXT,TEXT,TEXT,NUM,TEXT,TEXT,TEXT,TEXT
id,preStartEvent,startEvent,endStartEvent,appearType,winFunc,loseFunc,endEvent,monsterList
kongdao22Boss1,,,,0,,,,"{""bosskongdao72Nvyao1"":""1""}"
kongdao23Level1,,,,0,,,,"{""xgSheshouzuo3"":""4""}"
kongdao23Level2,,,,0,,,,"{""xgHuoniao3"":""2""}"
kongdao23Boss1,,,,0,,,,"{""bosskongdao73Luoxinfu1"":""1""}"
kongdao24Level1,,,,0,,,,"{""xgBingxuenvwang3"":""4""}"
kongdao24Level2,,,,0,,,,"{""xgLongnv1"":""2""}"
kongdao24Boss1,,,,0,,,,"{""bosskongdao74Piying1"":""1""}"
kongdao25Level1,,,,0,,,,"{""xgLuoxinfu1"":""4""}"
kongdao25Level2,,,,0,,,,"{""xgAnpusha5"":""2""}"
kongdao25Boss1,,,,0,,,,"{""bosskongdao75Sheshou1"":""1""}"
kongdao26Level1,,,,0,,,,"{""xgNvyao1"":""4""}"
kongdao26Level2,,,,0,,,,"{""xgIfrit4"":""2""}"
kongdao26Boss1,,,,0,,,,"{""bosskongdao76Yifanmumian1"":""1""}"
kongdao27Level1,,,,0,,,,"{""xgPiying1"":""4""}"
kongdao27Level2,,,,0,,,,"{""xgDujiaoshou1"":""2""}"
kongdao27Boss1,,,,0,,,,"{""bosskongdao77Longnv1"":""1""}"
kongdao28Level1,,,,0,,,,"{""xgChange1"":""4""}"
kongdao28Level2,,,,0,,,,"{""xgYifanmumian1"":""2""}"
kongdao28Boss1,,,,0,,,,"{""bosskongdao78Jinglingwang1"":""1""}"
renjie21Level1,,,,0,,,,"{""xgJinglingwang2"":""4""}"
renjie21Level2,,,,0,,,,"{""xgKahuna2"":""2""}"
renjie21Boss1,,,,0,,,,"{""bossrenjie81Huapo2awaken"":""1""}"
renjie22Level1,,,,0,,,,"{""xgDaochengsizhong4"":""4""}"
renjie22Level2,,,,0,,,,"{""xgHongniu4"":""2""}"
renjie22Boss1,,,,0,,,,"{""bossrenjie82Huoniao4awaken"":""1""}"
renjie23Level1,,,,0,,,,"{""xgBingxuenvwang3"":""4""}"
renjie23Level2,,,,0,,,,"{""xgAmute3"":""2""}"
renjie23Boss1,,,,0,,,,"{""bossrenjie83Amute3awaken"":""1""}"
renjie24Level1,,,,0,,,,"{""xgIfrit5"":""4""}"
renjie24Level2,,,,0,,,,"{""xgWeitianshi5"":""2""}"
renjie24Boss1,,,,0,,,,"{""bossrenjie84Anpusha5awaken"":""1""}"
renjie25Level1,,,,0,,,,"{""xgSheshouzuo1"":""4""}"
renjie25Level2,,,,0,,,,"{""xgWeitianshi1"":""2""}"
renjie25Boss1,,,,0,,,,"{""bossrenjie85Dujiaoshou1awaken"":""1""}"
renjie26Level1,,,,0,,,,"{""xgTianshizhang4"":""4""}"
renjie26Level2,,,,0,,,,"{""xgPanshen2"":""2""}"
renjie26Boss1,,,,0,,,,"{""bossrenjie86Landuo2"":""1""}"
renjie27Level1,,,,0,,,,"{""xgChange5"":""4""}"
renjie27Level2,,,,0,,,,"{""xgHuoniao4"":""2""}"
renjie27Boss1,,,,0,,,,"{""bossrenjie87Baonu4"":""1""}"
renjie28Level1,,,,0,,,,"{""xgDatiangou4"":""4""}"
renjie28Level2,,,,0,,,,"{""xgTianshizhang1"":""2""}"
renjie28Boss1,,,,0,,,,"{""bossrenjie88Yafogemeng5"":""1""}"
zhifuletu1Level1,,,,0,,,,"{""xgSaibulesi4"":""4""}"
zhifuletu1Level2,,,,0,,,,"{""xgXiaochou3"":""2""}"
zhifuletu1Boss1,,,,0,,,,"{""bosszhifuletuJiuweihu4"":""1""}"
midasigong1Level1,,,,0,,,,"{""xgXiaochou4"":""4""}"
midasigong1Level2,,,,0,,,,"{""xgWendige2"":""2""}"
midasigong1Boss1,,,,0,,,,"{""bossmidasigongHuangjinzhiling1"":""1""}"
shilianta1Level1,,,,0,,,,"{""xgKairuisi4"":""5""}"
shilianta1Level2,,,,0,,,,"{""xgCike4"":""1""}"
shilianta1Boss1,,,,0,,,,"{""bossshiliantaMoguguai4"":""1""}"
shilianta2Level1,,,,0,,,,"{""xgXiyiren2"":""5""}"
shilianta2Level2,,,,0,,,,"{""xgMantuoluo2"":""1""}"
shilianta2Boss1,,,,0,,,,"{""bossshiliantaZouyincao2"":""1""}"
shilianta3Level1,,,,0,,,,"{""xgWushi3"":""5""}"
shilianta3Level2,,,,0,,,,"{""xgHetong3"":""1""}"
shilianta3Boss1,,,,0,,,,"{""bossshiliantaLangren3"":""1""}"
shilianta4Level1,,,,0,,,,"{""xgSheshouzuo1"":""5""}"
shilianta4Level2,,,,0,,,,"{""xgHapi1"":""1""}"
shilianta4Boss1,,,,0,,,,"{""bossshiliantaMomo1"":""1""}"
shilianta5Level1,,,,0,,,,"{""xgLangren5"":""5""}"
shilianta5Level2,,,,0,,,,"{""xgLuoxinfu5"":""1""}"
shilianta5Boss1,,,,0,,,,"{""bossshiliantaPiying5"":""1""}"
shilianta6Level1,,,,0,,,,"{""xgPanshen2"":""5""}"
shilianta6Level2,,,,0,,,,"{""xgMoguguai3"":""1""}"
shilianta6Boss1,,,,0,,,,"{""bossshiliantaHongniu4"":""1""}"
shilianta7Level1,,,,0,,,,"{""xgMoguguai4"":""5""}"
shilianta7Level2,,,,0,,,,"{""xgAmute3"":""1""}"
shilianta7Boss1,,,,0,,,,"{""bossshiliantaHuapo2"":""1""}"
shilianta8Level1,,,,0,,,,"{""xgHetong2"":""5""}"
shilianta8Level2,,,,0,,,,"{""xgWushi4"":""1""}"
shilianta8Boss1,,,,0,,,,"{""bossshiliantaLonggongtongzi3"":""1""}"
shilianta9Level1,,,,0,,,,"{""xgShuigui3"":""5""}"
shilianta9Level2,,,,0,,,,"{""xgHuoniao4"":""1""}"
shilianta9Boss1,,,,0,,,,"{""bossshiliantaSaibulesi4"":""1""}"
shilianta10Level1,,,,0,,,,"{""xgshiliantaNvyao5"":""5""}"
shilianta10Level2,,,,0,,,,"{""xgshiliantaWeitianshi5"":""1""}"
shilianta10Boss1,,,,0,,,,"{""bossshiliantaPanshen2"":""1""}"
shilianta11Level1,,,,0,,,,"{""xgWendige2"":""5""}"
shilianta11Level2,,,,0,,,,"{""xgSheshouzuo3"":""1""}"
shilianta11Boss1,,,,0,,,,"{""bossshiliantaAmute3"":""1""}"
shilianta12Level1,,,,0,,,,"{""xgSaibulesi4"":""5""}"
shilianta12Level2,,,,0,,,,"{""xgBingyan3"":""1""}"
shilianta12Boss1,,,,0,,,,"{""bossshiliantaLuoxinfu5"":""1""}"
shilianta13Level1,,,,0,,,,"{""xgHetong2"":""5""}"
shilianta13Level2,,,,0,,,,"{""xgLonggongtongzi3"":""1""}"
shilianta13Boss1,,,,0,,,,"{""bossshiliantaLongnv3"":""1""}"
shilianta14Level1,,,,0,,,,"{""xgMengyan5"":""5""}"
shilianta14Level2,,,,0,,,,"{""xgHongniu4"":""1""}"
shilianta14Boss1,,,,0,,,,"{""bossshiliantaDaochengsizhong4"":""1""}"
shilianta15Level1,,,,0,,,,"{""xgshiliantaChange1"":""5""}"
shilianta15Level2,,,,0,,,,"{""xgshiliantaDujiaoshou1"":""1""}"
shilianta15Boss1,,,,0,,,,"{""bossshiliantaKairuisi5"":""1""}"
shilianta16Level1,,,,0,,,,"{""xgHuapo2"":""5""}"
shilianta16Level2,,,,0,,,,"{""xgHuoniao3"":""1""}"
shilianta16Boss1,,,,0,,,,"{""bossshiliantaShuigui3"":""1""}"
shilianta17Level1,,,,0,,,,"{""xgPiying5"":""5""}"
shilianta17Level2,,,,0,,,,"{""xgIfrit4"":""1""}"
shilianta17Boss1,,,,0,,,,"{""bossshiliantaWendige2"":""1""}"
shilianta18Level1,,,,0,,,,"{""xgshiliantaXiaochou4"":""5""}"
shilianta18Level2,,,,0,,,,"{""xgshiliantaXiaochou2"":""1""}"
shilianta18Boss1,,,,0,,,,"{""bossshiliantaXiaochou3"":""1""}"
shilianta19Level1,,,,0,,,,"{""xgDaochengsizhong4"":""5""}"
shilianta19Level2,,,,0,,,,"{""xgDujiaoshou5"":""1""}"
shilianta19Boss1,,,,0,,,,"{""bossshiliantaHetong2"":""1""}"
shilianta20Level1,,,,0,,,,"{""xgChange5"":""5""}"
shilianta20Level2,,,,0,,,,"{""xgBingxuenvwang3"":""1""}"
shilianta20Boss1,,,,0,,,,"{""bossshiliantaIfrit4"":""1""}"
gonghuisenlin17Level1,,,,0,,,,"{""xgLuoxinfu5"":""4""}"
gonghuisenlin17Level2,,,,0,,,,"{""xgMomo1"":""2""}"
gonghuisenlin17Boss1,,,,0,,,,"{""bosssenlin37Hapi1"":""1""}"
gonghuisenlin18Level1,,,,0,,,,"{""xgXiaochou2"":""4""}"
gonghuisenlin18Level2,,,,0,,,,"{""xgAmute3"":""2""}"
gonghuisenlin18Boss1,,,,0,,,,"{""bosssenlin38Meidusha2"":""1""}"
gonghuihuoshan11Level1,,,,0,,,,"{""xgMoguguai4"":""4""}"
gonghuihuoshan11Level2,,,,0,,,,"{""xgCike4"":""2""}"
gonghuihuoshan11Boss1,,,,0,,,,"{""bosshuoshan41Hongniu4"":""1""}"
gonghuihuoshan12Level1,,,,0,,,,"{""xgXiyiren4"":""4""}"
gonghuihuoshan12Level2,,,,0,,,,"{""xgWushi4"":""2""}"
gonghuihuoshan12Boss1,,,,0,,,,"{""bosshuoshan42Daochengsizhong4"":""1""}"
gonghuihuoshan18Level1,,,,0,,,,"{""xgSaibulesi4"":""4""}"
gonghuihuoshan18Level2,,,,0,,,,"{""xgIfrit4"":""2""}"
gonghuihuoshan18Boss1,,,,0,,,,"{""bosshuoshan48Hehuaisituosi4"":""1""}"
gonghuihuoshan14Level1,,,,0,,,,"{""xgDaochengsizhong4"":""4""}"
gonghuihuoshan14Level2,,,,0,,,,"{""xgMomo1"":""2""}"
gonghuihuoshan14Boss1,,,,0,,,,"{""bosshuoshan44Datiangou4"":""1""}"
gonghuihuoshan15Level1,,,,0,,,,"{""xgSaibulesi5"":""4""}"
gonghuihuoshan15Level2,,,,0,,,,"{""xgHongniu4"":""2""}"
gonghuihuoshan15Boss1,,,,0,,,,"{""bosshuoshan45Saibulesi4"":""1""}"
gonghuihuoshan16Level1,,,,0,,,,"{""xgHuoniao4"":""4""}"
gonghuihuoshan16Level2,,,,0,,,,"{""xgHapi1"":""2""}"
gonghuihuoshan16Boss1,,,,0,,,,"{""bosshuoshan46Tianshizhang4"":""1""}"
gonghuihuoshan17Level1,,,,0,,,,"{""xgTianshizhang4"":""4""}"
gonghuihuoshan17Level2,,,,0,,,,"{""xgAnpusha5"":""2""}"
gonghuihuoshan17Boss1,,,,0,,,,"{""bosshuoshan47Ifrit4"":""1""}"
gonghuixueshan12Level1,,,,0,,,,"{""xgLuoxinfu5"":""4""}"
gonghuixueshan12Level2,,,,0,,,,"{""xgLangren3"":""2""}"
gonghuixueshan12Boss1,,,,0,,,,"{""bosschaoxue52Mengyan5"":""1""}"
gonghuixueshan13Level1,,,,0,,,,"{""xgMoguguai3"":""4""}"
gonghuixueshan13Level2,,,,0,,,,"{""xgShuigui3"":""2""}"
gonghuixueshan13Boss1,,,,0,,,,"{""bosschaoxue53Xiaochou3"":""1""}"
gonghuixueshan14Level1,,,,0,,,,"{""xgWendige3"":""4""}"
gonghuixueshan14Level2,,,,0,,,,"{""xgXiaochou3"":""2""}"
gonghuixueshan14Boss1,,,,0,,,,"{""bosschaoxue54Bingyan3"":""1""}"
gonghuiminghe14Level1,,,,0,,,,"{""xgIfrit5"":""4""}"
gonghuiminghe14Level2,,,,0,,,,"{""xgDujiaoshou5"":""2""}"
gonghuiminghe14Boss1,,,,0,,,,"{""bossminghe64Nvyao5"":""1""}"
gonghuiminghe15Level1,,,,0,,,,"{""xgPanshen2"":""4""}"
gonghuiminghe15Level2,,,,0,,,,"{""xgAnpusha5"":""2""}"
gonghuiminghe15Boss1,,,,0,,,,"{""bossminghe65Weitianshi5"":""1""}"
gonghuiminghe16Level1,,,,0,,,,"{""xgNvyao5"":""4""}"
gonghuiminghe16Level2,,,,0,,,,"{""xgWeitianshi5"":""2""}"
gonghuiminghe16Boss1,,,,0,,,,"{""bossminghe66Saibulesi5"":""1""}"
gonghuikongdao11Level1,,,,0,,,,"{""xgWeitianshi1"":""4""}"
gonghuikongdao11Level2,,,,0,,,,"{""xgMomo1"":""2""}"
gonghuikongdao11Boss1,,,,0,,,,"{""bosskongdao71Weitianshi1"":""1""}"
gonghuikongdao12Level1,,,,0,,,,"{""xgSheshouzuo1"":""4""}"
gonghuikongdao12Level2,,,,0,,,,"{""xgHapi1"":""2""}"
gonghuikongdao12Boss1,,,,0,,,,"{""bosskongdao72Nvyao1"":""1""}"
gonghuikongdao13Level1,,,,0,,,,"{""xgSheshouzuo3"":""4""}"
gonghuikongdao13Level2,,,,0,,,,"{""xgHuoniao3"":""2""}"
gonghuikongdao13Boss1,,,,0,,,,"{""bosskongdao73Luoxinfu1"":""1""}"
gonghuikongdao14Level1,,,,0,,,,"{""xgBingxuenvwang3"":""4""}"
gonghuikongdao14Level2,,,,0,,,,"{""xgLongnv1"":""2""}"
gonghuikongdao14Boss1,,,,0,,,,"{""bosskongdao74Piying1"":""1""}"
gonghuirenjie12Level1,,,,0,,,,"{""xgDaochengsizhong4"":""4""}"
gonghuirenjie12Level2,,,,0,,,,"{""xgHongniu4"":""2""}"
gonghuirenjie12Boss1,,,,0,,,,"{""bossrenjie82Huoniao4awaken"":""1""}"
gonghuirenjie13Level1,,,,0,,,,"{""xgBingxuenvwang3"":""4""}"
gonghuirenjie13Level2,,,,0,,,,"{""xgAmute3"":""2""}"
gonghuirenjie13Boss1,,,,0,,,,"{""bossrenjie83Amute3awaken"":""1""}"
gonghuirenjie14Level1,,,,0,,,,"{""xgIfrit5"":""4""}"
gonghuirenjie14Level2,,,,0,,,,"{""xgWeitianshi5"":""2""}"
gonghuirenjie14Boss1,,,,0,,,,"{""bossrenjie84Anpusha5awaken"":""1""}"
gonghuirenjie15Level1,,,,0,,,,"{""xgSheshouzuo1"":""4""}"
gonghuirenjie15Level2,,,,0,,,,"{""xgWeitianshi1"":""2""}"
gonghuirenjie15Boss1,,,,0,,,,"{""bossrenjie85Dujiaoshou1awaken"":""1""}"
gonghuirenjie16Level1,,,,0,,,,"{""xgTianshizhang4"":""4""}"
gonghuirenjie16Level2,,,,0,,,,"{""xgPanshen2"":""2""}"
gonghuirenjie16Boss1,,,,0,,,,"{""bossrenjie86Landuo2"":""1""}"
siwangta1Level1,,,,0,,,,"{""xgMoguguai4"":""5""}"
siwangta1Level2,,,,0,,,,"{""xgMoguguai3"":""1""}"
siwangta1Boss1,,,,0,,,,"{""bosssiwangtaMengyan5"":""1""}"
siwangta2Level1,,,,0,,,,"{""xgHetong2"":""5""}"
siwangta2Level2,,,,0,,,,"{""xgWushi4"":""1""}"
siwangta2Boss1,,,,0,,,,"{""bosssiwangtaCike4"":""1""}"
siwangta3Level1,,,,0,,,,"{""xgXiyiren4"":""5""}"
siwangta3Level2,,,,0,,,,"{""xgLangren3"":""1""}"
siwangta3Boss1,,,,0,,,,"{""bosssiwangtaSheshou3"":""1""}"
siwangta4Level1,,,,0,,,,"{""xgWagui3"":""5""}"
siwangta4Level2,,,,0,,,,"{""xgXiyiren2"":""1""}"
siwangta4Boss1,,,,0,,,,"{""bosssiwangtaMantuoluo2"":""1""}"
siwangta5Level1,,,,0,,,,"{""xgXiaochou2"":""5""}"
siwangta5Level2,,,,0,,,,"{""xgHuoniao3"":""1""}"
siwangta5Boss1,,,,0,,,,"{""bosssiwangtaHapi1"":""1""}"
siwangta6Level1,,,,0,,,,"{""xgMengyan5"":""5""}"
siwangta6Level2,,,,0,,,,"{""xgCike4"":""1""}"
siwangta6Boss1,,,,0,,,,"{""bosssiwangtaXiaochou2"":""1""}"
siwangta7Level1,,,,0,,,,"{""xgXiaochou3"":""5""}"
siwangta7Level2,,,,0,,,,"{""xgMantuoluo2"":""1""}"
siwangta7Boss1,,,,0,,,,"{""bosssiwangtaLangren5"":""1""}"
siwangta8Level1,,,,0,,,,"{""xgSaibulesi4"":""5""}"
siwangta8Level2,,,,0,,,,"{""xgLonggongtongzi3"":""1""}"
siwangta8Boss1,,,,0,,,,"{""bosssiwangtaHuoniao4"":""1""}"
siwangta9Level1,,,,0,,,,"{""xgWushi3"":""5""}"
siwangta9Level2,,,,0,,,,"{""xgHapi1"":""1""}"
siwangta9Boss1,,,,0,,,,"{""bosssiwangtaSaibulesi5"":""1""}"
siwangta10Level1,,,,0,,,,"{""xgLangren5"":""5""}"
siwangta10Level2,,,,0,,,,"{""xgKairuisi5"":""1""}"
siwangta10Boss1,,,,0,,,,"{""bosssiwangtaBingyan3"":""1""}"
siwangta11Level1,,,,0,,,,"{""xgWendige3"":""5""}"
siwangta11Level2,,,,0,,,,"{""xgHuoniao4"":""1""}"
siwangta11Boss1,,,,0,,,,"{""bosssiwangtaWeitianshi5"":""1""}"
siwangta12Level1,,,,0,,,,"{""xgLuoxinfu5"":""5""}"
siwangta12Level2,,,,0,,,,"{""xgSheshouzuo3"":""1""}"
siwangta12Boss1,,,,0,,,,"{""bosssiwangtaXiyiren2"":""1""}"
siwangta13Level1,,,,0,,,,"{""xgBingxuenvwang3"":""5""}"
siwangta13Level2,,,,0,,,,"{""xgWeitianshi5"":""1""}"
siwangta13Boss1,,,,0,,,,"{""bosssiwangtaNvyao5"":""1""}"
siwangta14Level1,,,,0,,,,"{""xgWeitianshi1"":""5""}"
siwangta14Level2,,,,0,,,,"{""xgTianshizhang4"":""1""}"
siwangta14Boss1,,,,0,,,,"{""bosssiwangtaWushi4"":""1""}"
siwangta15Level1,,,,0,,,,"{""xgHuapo2"":""5""}"
siwangta15Level2,,,,0,,,,"{""xgBingyan3"":""1""}"
siwangta15Boss1,,,,0,,,,"{""bosssiwangtaDatiangou4"":""1""}"
siwangta16Level1,,,,0,,,,"{""xgXiaochou4"":""5""}"
siwangta16Level2,,,,0,,,,"{""xgDujiaoshou5"":""1""}"
siwangta16Boss1,,,,0,,,,"{""bosssiwangtaMomo1"":""1""}"
siwangta17Level1,,,,0,,,,"{""xgKairuisi4"":""5""}"
siwangta17Level2,,,,0,,,,"{""xgAmute3"":""1""}"
siwangta17Boss1,,,,0,,,,"{""bosssiwangtaWendige3"":""1""}"
siwangta18Level1,,,,0,,,,"{""xgsiwangtaChange1"":""5""}"
siwangta18Level2,,,,0,,,,"{""xgLongnv1"":""1""}"
siwangta18Boss1,,,,0,,,,"{""bosssiwangtaIfrit5"":""1""}"
siwangta19Level1,,,,0,,,,"{""xgNvyao5"":""5""}"
siwangta19Level2,,,,0,,,,"{""xgHongniu4"":""1""}"
siwangta19Boss1,,,,0,,,,"{""bosssiwangtaDujiaoshou5"":""1""}"
siwangta20Level1,,,,0,,,,"{""xgIfrit4"":""5""}"
siwangta20Level2,,,,0,,,,"{""xgAnpusha5"":""1""}"
siwangta20Boss1,,,,0,,,,"{""bosssiwangtaLadong5"":""1""}"
siwangta21Level1,,,,0,,,,"{""xgChange5"":""5""}"
siwangta21Level2,,,,0,,,,"{""xgsiwangtaChange1"":""1""}"
siwangta21Boss1,,,,0,,,,"{""bosssiwangtaShuigui3"":""1""}"
siwangta22Level1,,,,0,,,,"{""xgHuapo2"":""5""}"
siwangta22Level2,,,,0,,,,"{""xgMomo1"":""1""}"
siwangta22Boss1,,,,0,,,,"{""bosssiwangtaHuoniao3"":""1""}"
siwangta23Level1,,,,0,,,,"{""xgIfrit5"":""5""}"
siwangta23Level2,,,,0,,,,"{""xgBingxuenvwang3"":""1""}"
siwangta23Boss1,,,,0,,,,"{""bosssiwangtaPanshen2"":""1""}"
siwangta24Level1,,,,0,,,,"{""xgDaochengsizhong4"":""5""}"
siwangta24Level2,,,,0,,,,"{""xgTianshizhang1"":""1""}"
siwangta24Boss1,,,,0,,,,"{""bosssiwangtaAnpusha5"":""1""}"
siwangta25Level1,,,,0,,,,"{""xgDatiangou4"":""5""}"
siwangta25Level2,,,,0,,,,"{""xgHetong3"":""1""}"
siwangta25Boss1,,,,0,,,,"{""bosssiwangtaMuling2"":""1""}"
siwangta26Level1,,,,0,,,,"{""xgWendige2"":""5""}"
siwangta26Level2,,,,0,,,,"{""xgKairuisi5"":""1""}"
siwangta26Boss1,,,,0,,,,"{""bosssiwangtaPiying5"":""1""}"
siwangta27Level1,,,,0,,,,"{""xgSheshouzuo1"":""5""}"
siwangta27Level2,,,,0,,,,"{""xgWushi4"":""1""}"
siwangta27Boss1,,,,0,,,,"{""bosssiwangtaChange5"":""1""}"
siwangta28Level1,,,,0,,,,"{""xgSaibulesi5"":""5""}"
siwangta28Level2,,,,0,,,,"{""xgHapi1"":""1""}"
siwangta28Boss1,,,,0,,,,"{""bosssiwangtaHetong2"":""1""}"
siwangta29Level1,,,,0,,,,"{""xgPiying5"":""5""}"
siwangta29Level2,,,,0,,,,"{""xgDujiaoshou1"":""1""}"
siwangta29Boss1,,,,0,,,,"{""bosssiwangtaTianshizhang4"":""1""}"
siwangta30Level1,,,,0,,,,"{""xgPanshen2"":""5""}"
siwangta30Level2,,,,0,,,,"{""xgLongnv3"":""1""}"
siwangta30Boss1,,,,0,,,,"{""bosssiwangtaMeidusha2"":""1""}"
bossWorldBoss1,,,,0,,,,"{""bossWorldJidu5"":""1""}"
bossWorldBoss2,,,,0,,,,"{""bossWorldMeitatelong1"":""1""}"
