#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
bossxiaoxiang21Wushi42Tips,提升自身60%智力，持续3回合,Increase your INT by 60% for 3 turns,提升自身60%智力，持續3回合
bossxiaoxiang21Wushi43Tips,血量小于等于总血量25%时，提升自身40%速度,"When HP drops below 25% of your total HP amount, increase your SPD by 40%",血量小於等於總血量25%時，提升自身40%速度
bossxiaoxiang21Wushi44Tips,给群体目标造成60%法攻的火属性法术伤害,Deals (60% of magic ATK) fire type magic damage to all enemy targets,給群體目標造成60%法攻的火屬性法術傷害
bossxiaoxiang22Xiyiren21Tips,给单体目标造成200%物攻的木属性物理伤害,Deals (200% of physical ATK) grass type physical damage to a single target,給單體目標造成200%物攻的木屬性物理傷害
bossxiaoxiang22Xiyiren22Tips,给单体目标造成150%法攻的木属性法术伤害,Deals (150% of magic ATK) grass type magic damage to a single target,給單體目標造成150%法攻的木屬性法術傷害
bossxiaoxiang22Xiyiren23Tips,提升自身50%防御力，持续3回合,Increases your DEF by 50% for 3 turns,提升自身50%防禦力，持續3回合
bossxiaoxiang22Xiyiren24Tips,给群体目标造成150%物攻的木属性物理伤害,Deals (150% of physical ATK) grass type physical damage to all enemy targets,給群體目標造成150%物攻的木屬性物理傷害
bossxiaoxiang23Panshen21Tips,战斗开始时，优先进行一次物理攻击,"At the start of battle, have precedence in carrying out one physical attack",戰鬥開始時，優先進行一次物理攻擊
bossxiaoxiang23Panshen22Tips,给单体目标造成100%物攻的木属性物理伤害,Deals (100% of physical ATK) grass type physical damage to a single target,給單體目標造成100%物攻的木屬性物理傷害
bossxiaoxiang23Panshen23Tips,提升自身40%速度，持续3回合,Increases your SPD by 40% for 3 turns,提升自身40%速度，持續3回合
bossxiaoxiang23Panshen24Tips,给单体目标连续造成6次40%物攻的木属性物理伤害,Repeatedly deals (40% of physical ATK) grass type physical damage6 times to a single target,給單體目標連續造成6次40%物攻的木屬性物理傷害
bossxiaoxiang24Shuigui31Tips,给单体目标造成120%法攻的水属性法术伤害,Deals (120% of magic ATK) water type magic damage to a single target,給單體目標造成120%法攻的水屬性法術傷害
bossxiaoxiang24Shuigui32Tips,提升自身50%智力，持续3回合,Increases your INT by 50% for 3 turns,提升自身50%智力，持續3回合
bossxiaoxiang24Shuigui33Tips,攻击敌方群体，造成100%法攻水法术伤害,Deals (100% of magic ATK) water type magic damage to all enemy targets,攻擊敵方群體，造成100%法攻水法術傷害
bossxiaoxiang25Kairuisi51Tips,给单体目标造成150%法攻的暗属性法术伤害,Deals (150% of magic ATK) dark type magic damage to a single target,給單體目標造成150%法攻的暗屬性法術傷害
bossxiaoxiang25Kairuisi52Tips,给单体目标造成100%物攻的暗属性物理伤害,Deals (100% of physical ATK) dark type physical damage to a single target,給單體目標造成100%物攻的暗屬性物理傷害
bossxiaoxiang25Kairuisi53Tips,降低敌方全体50%防御力，持续3回合,Reduces all enemies' DEF by 50% for 3 turns,降低敵方全體50%防禦力，持續3回合
bossxiaoxiang25Kairuisi54Tips,给单体目标造成300%法攻的暗属性法术伤害,Deals (300% of magic ATK) dark type magic damage to a single target,給單體目標造成300%法攻的暗屬性法術傷害
bossxiaoxiang26Longgongtongzi31Tips,给单体目标造成150%法攻的水属性法术伤害,Deals (150% of magic ATK) water type magic damage to a single target,給單體目標造成150%法攻的水屬性法術傷害
bossxiaoxiang26Longgongtongzi32Tips,给群体目标造成100%法攻的水属性法术伤害,Deals (100% of magic ATK) water type magic damage to all enemy targets,給群體目標造成100%法攻的水屬性法術傷害
bossxiaoxiang26Longgongtongzi33Tips,死亡时，血量回复为30%血量上限,"Upon dying, recover HP up to 30% of your total HP amount",死亡時，血量回復為30%血量上限
bossxiaoxiang26Longgongtongzi34Tips,给自身回复360%法攻的生命值附加回复效果,Recovers (360% of magic ATK) of your HP and buffs healing effects,給自身回復360%法攻的生命值附加回復效果
bossxiaoxiang27Hetong21Tips,给群体目标造成60%法攻的木属性法术伤害,Deals (60% of magic ATK) grass type magic damage to all enemy targets,給群體目標造成60%法攻的木屬性法術傷害
bossxiaoxiang27Hetong22Tips,"给单体目标每回合造成70%法攻的木属性伤害,持续3回合",Deals (70% of magic ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成70%法攻的木屬性傷害,持續3回合"
bossxiaoxiang27Hetong23Tips,提升自身500%智力,Increases your INT by 500%,提升自身500%智力
bossxiaoxiang27Hetong24Tips,给单体目标连续造成6次40%法攻的木属性法术伤害,Repeatedly deals (40% of magic ATK) grass type magic damage 6 times to a single target,給單體目標連續造成6次40%法攻的木屬性法術傷害
attackMetalCutSlightDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackMetalCutMediumDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackMetalCutStrongDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackPlantCutSlightDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackPlantCutMediumDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackPlantCutStrongDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackWaterCutSlightDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackWaterCutMediumDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackWaterCutStrongDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackFireCutSlightDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackFireCutMediumDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackFireCutStrongDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackEarthCutSlightDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackEarthCutMediumDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackEarthCutStrongDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackMetalStabSlightDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackMetalStabMediumDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackMetalStabStrongDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackPlantStabSlightDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackPlantStabMediumDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackPlantStabStrongDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackWaterStabSlightDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackWaterStabMediumDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackWaterStabStrongDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackFireStabSlightDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackFireStabMediumDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackFireStabStrongDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackEarthStabSlightDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackEarthStabMediumDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackEarthStabStrongDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackMetalSmashSlightDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackMetalSmashMediumDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackMetalSmashStrongDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackPlantSmashSlightDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackPlantSmashMediumDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackPlantSmashStrongDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackWaterSmashSlightDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackWaterSmashMediumDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackWaterSmashStrongDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackFireSmashSlightDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackFireSmashMediumDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackFireSmashStrongDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackEarthSmashSlightDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackEarthSmashMediumDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackEarthSmashStrongDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
attackMetalSlightDescription,给单体目标造成光属性物理伤害,Deals light type physical damage to a single target,給單體目標造成光屬性物理傷害
attackPlantSlightDescription,给单体目标造成木属性物理伤害,Deals grass type physical damage to a single target,給單體目標造成木屬性物理傷害
attackWaterSlightDescription,给单体目标造成水属性物理伤害,Deals water type physical damage to a single target,給單體目標造成水屬性物理傷害
attackFireSlightDescription,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
attackEarthSlightDescription,给单体目标造成暗属性物理伤害,Deals dark type physical damage to a single target,給單體目標造成暗屬性物理傷害
magicMetalBallSlightDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicMetalBallMediumDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicMetalBallStrongDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicMetalColumnSlightDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicMetalColumnMediumDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicMetalColumnStrongDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicPlantBallSlightDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicPlantBallMediumDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicPlantBallStrongDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicPlantColumnSlightDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicPlantColumnMediumDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicPlantColumnStrongDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicWaterBallSlightDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicWaterBallMediumDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicWaterBallStrongDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicWaterColumnSlightDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicWaterColumnMediumDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicWaterColumnStrongDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicFireBallSlightDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicFireBallMediumDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicFireBallStrongDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicFireColumnSlightDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicFireColumnMediumDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicFireColumnStrongDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicEarthBallSlightDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicEarthBallMediumDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicEarthBallStrongDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicEarthColumnSlightDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicEarthColumnMediumDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicEarthColumnStrongDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicMetalSlightDescription,给单体目标造成光属性法术伤害,Deals light type magic damage to a single target,給單體目標造成光屬性法術傷害
magicPlantSlightDescription,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
magicWaterSlightDescription,给单体目标造成水属性法术伤害,Deals water type magic damage to a single target,給單體目標造成水屬性法術傷害
magicFireSlightDescription,给单体目标造成火属性法术伤害,Deals fire type magic damage to a single target,給單體目標造成火屬性法術傷害
magicEarthSlightDescription,给单体目标造成暗属性法术伤害,Deals dark type magic damage to a single target,給單體目標造成暗屬性法術傷害
magicCureSlightDescription,给单体目标回复生命值,Recovers HP for a single target,給單體目標回復生命值
magicCureMediumDescription,给单体目标回复生命值,Recovers HP for a single target,給單體目標回復生命值
magicCureStrongDescription,给单体目标回复生命值,Recovers HP for a single target,給單體目標回復生命值
buffSpeedDescription,使单体目标速度提升40%，持续3回合,Increases speed of a single target by 40% for 3 turns,使單體目標速度提升40%，持續3回合
buffSpeedSelfDescription,使自身速度提升40%，持续3回合,Increases your speed by 40% for 3 turns,使自身速度提升40%，持續3回合
buffMagicDescription,使单体目标智力提升80%，持续3回合,Increases intelligence of a single target by 80% for 3 turns,使單體目標智力提升80%，持續3回合
buffMagicSelfDescription,使自身智力提升80%，持续3回合,Increases your intelligence by 80% for 3 turns,使自身智力提升80%，持續3回合
buffAttackDescription,使单体目标力量提升80%，持续3回合,Increases strength of a single target by 80% for 3 turns,使單體目標力量提升80%，持續3回合
buffAttackSelfDescription,使自身力量提升80%，持续3回合,Increases your strength by 80% for 3 turns,使自身力量提升80%，持續3回合
buffDefenseDescription,使单体目标防御力提升80%，持续3回合,Increases defense of a single target by 80% for 3 turns,使單體目標防禦力提升80%，持續3回合
buffDefenseSelfDescription,使自身防御力提升80%，持续3回合,Increases your defense by 80% for 3 turns,使自身防禦力提升80%，持續3回合
buffHotDescription,使单体目标每回合回复25%法攻的生命值，持续3回合,Recovers (25% of magic ATK) HP for a single target each turn for 3 turns,使單體目標每回合回復25%法攻的生命值，持續3回合
debuffDefenseDescription,使单体目标防御力降低80%，持续3回合,Reduces defense of a single target by 80% for 3 turns,使單體目標防禦力降低80%，持續3回合
debuffAttackDescription,使单体目标力量降低80%，持续3回合,Reduces strength of a single target by 80% for 3 turns,使單體目標力量降低80%，持續3回合
debuffMagicDescription,使单体目标智力降低80%，持续3回合,Reduces intelligence of a single target by 80% for 3 turns,使單體目標智力降低80%，持續3回合
debuffSpeedDescription,使单体目标速度降低40%，持续3回合,Reduces speed of a single target by 40% for 3 turns,使單體目標速度降低40%，持續3回合
physicdebuffFireDotSlightDescription,"给单体目标每回合造成火属性物理伤害,持续3回合",Deals fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成火屬性物理傷害,持續3回合"
physicdebuffFireDotMediumDescription,"给单体目标每回合造成火属性物理伤害,持续3回合",Deals fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成火屬性物理傷害,持續3回合"
physicdebuffFireDotStrongDescription,"给单体目标每回合造成火属性物理伤害,持续3回合",Deals fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成火屬性物理傷害,持續3回合"
physicdebuffWaterDotSlightDescription,"给单体目标每回合造成水属性物理伤害,持续3回合",Deals water type damage to a single target each turn for 3 turns,"給單體目標每回合造成水屬性物理傷害,持續3回合"
physicdebuffWaterDotMediumDescription,"给单体目标每回合造成水属性物理伤害,持续3回合",Deals water type damage to a single target each turn for 3 turns,"給單體目標每回合造成水屬性物理傷害,持續3回合"
physicdebuffWaterDotStrongDescription,"给单体目标每回合造成水属性物理伤害,持续3回合",Deals water type damage to a single target each turn for 3 turns,"給單體目標每回合造成水屬性物理傷害,持續3回合"
physicdebuffPlantDotSlightDescription,"给单体目标每回合造成木属性物理伤害,持续3回合",Deals grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成木屬性物理傷害,持續3回合"
physicdebuffPlantDotMediumDescription,"给单体目标每回合造成木属性物理伤害,持续3回合",Deals grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成木屬性物理傷害,持續3回合"
physicdebuffPlantDotStrongDescription,"给单体目标每回合造成木属性物理伤害,持续3回合",Deals grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成木屬性物理傷害,持續3回合"
physicdebuffMetalDotSlightDescription,"给单体目标每回合造成光属性物理伤害,持续3回合",Deals light type damage to a single target each turn for 3 turns,"給單體目標每回合造成光屬性物理傷害,持續3回合"
physicdebuffMetalDotMediumDescription,"给单体目标每回合造成光属性物理伤害,持续3回合",Deals light type damage to a single target each turn for 3 turns,"給單體目標每回合造成光屬性物理傷害,持續3回合"
physicdebuffMetalDotStrongDescription,"给单体目标每回合造成光属性物理伤害,持续3回合",Deals light type damage to a single target each turn for 3 turns,"給單體目標每回合造成光屬性物理傷害,持續3回合"
physicdebuffEarthDotSlightDescription,"给单体目标每回合造成暗属性物理伤害,持续3回合",Deals dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成暗屬性物理傷害,持續3回合"
physicdebuffEarthDotMediumDescription,"给单体目标每回合造成暗属性物理伤害,持续3回合",Deals dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成暗屬性物理傷害,持續3回合"
physicdebuffEarthDotStrongDescription,"给单体目标每回合造成暗属性物理伤害,持续3回合",Deals dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成暗屬性物理傷害,持續3回合"
magicdebuffFireDotSlightDescription,"给单体目标每回合造成火属性法术伤害,持续3回合",Deals fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成火屬性法術傷害,持續3回合"
magicdebuffFireDotMediumDescription,"给单体目标每回合造成火属性法术伤害,持续3回合",Deals fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成火屬性法術傷害,持續3回合"
magicdebuffFireDotStrongDescription,"给单体目标每回合造成火属性法术伤害,持续3回合",Deals fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成火屬性法術傷害,持續3回合"
magicdebuffWaterDotSlightDescription,"给单体目标每回合造成水属性法术伤害,持续3回合",Deals water type damage to a single target each turn for 3 turns,"給單體目標每回合造成水屬性法術傷害,持續3回合"
magicdebuffWaterDotMediumDescription,"给单体目标每回合造成水属性法术伤害,持续3回合",Deals water type damage to a single target each turn for 3 turns,"給單體目標每回合造成水屬性法術傷害,持續3回合"
magicdebuffWaterDotStrongDescription,"给单体目标每回合造成水属性法术伤害,持续3回合",Deals water type damage to a single target each turn for 3 turns,"給單體目標每回合造成水屬性法術傷害,持續3回合"
magicdebuffPlantDotSlightDescription,"给单体目标每回合造成木属性法术伤害,持续3回合",Deals grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成木屬性法術傷害,持續3回合"
magicdebuffPlantDotMediumDescription,"给单体目标每回合造成木属性法术伤害,持续3回合",Deals grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成木屬性法術傷害,持續3回合"
magicdebuffPlantDotStrongDescription,"给单体目标每回合造成木属性法术伤害,持续3回合",Deals grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成木屬性法術傷害,持續3回合"
magicdebuffMetalDotSlightDescription,"给单体目标每回合造成光属性法术伤害,持续3回合",Deals light type damage to a single target each turn for 3 turns,"給單體目標每回合造成光屬性法術傷害,持續3回合"
magicdebuffMetalDotMediumDescription,"给单体目标每回合造成光属性法术伤害,持续3回合",Deals light type damage to a single target each turn for 3 turns,"給單體目標每回合造成光屬性法術傷害,持續3回合"
magicdebuffMetalDotStrongDescription,"给单体目标每回合造成光属性法术伤害,持续3回合",Deals light type damage to a single target each turn for 3 turns,"給單體目標每回合造成光屬性法術傷害,持續3回合"
magicdebuffEarthDotSlightDescription,"给单体目标每回合造成暗属性法术伤害,持续3回合",Deals dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成暗屬性法術傷害,持續3回合"
magicdebuffEarthDotMediumDescription,"给单体目标每回合造成暗属性法术伤害,持续3回合",Deals dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成暗屬性法術傷害,持續3回合"
magicdebuffEarthDotStrongDescription,"给单体目标每回合造成暗属性法术伤害,持续3回合",Deals dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成暗屬性法術傷害,持續3回合"
ultXiaochou3Description,给群体目标放置2回合之后爆炸的炸弹，爆炸造成水属性法术伤害,"Place a bomb that explodes after 2 turns, dealing water type magic damage to all enemies",給群體目標放置2回合之後爆炸的炸彈，爆炸造成水屬性法術傷害
ultXiaochou4Description,在3秒内进行操作，每次操作给单体目标造成火属性法术伤害40%附加点燃效果（持续伤害）,"Carry out actions for 3 seconds, each action dealing fire type magic damage to a single target, with a 40% chance of ignition effect(Dot)",在3秒內進行操作，每次操作給單體目標造成火屬性法術傷害40%附加點燃效果（持續傷害）
ultKairuisi4Description,给群体目标造成1~3次火属性法术伤害,Deals fire type magic damage 1 to 3 times to all enemies,給群體目標造成1~3次火屬性法術傷害
ultHetong2Description,在3秒内进行操作，每次操作给单体目标造成木属性法术伤害;该伤害不会被火属性克制,"Carry out actions for 3 seconds, each action dealing grass type magic damage to a single target, this damage is not affected by fire type affinity",在3秒內進行操作，每次操作給單體目標造成木屬性法術傷害;該傷害不會被火屬性克制
ultWagui3Description,给单体目标造成水属性法术伤害，若目标拥有减速效果，则附加一个溺水效果（持续伤害）,"Deals water type magic damage to a single target; if the target is affected by a slow effect, then deal an additional drowning effect(Dot)",給單體目標造成水屬性法術傷害，若目標擁有減速效果，則附加一個溺水效果（持續傷害）
ultHuapo2Description,在3秒内进行操作，每次操作给单体目标造成木属性物理伤害;该伤害受属性克制影响更强,"Carry out actions for 3 seconds, each action dealing grass type physical damage to a single target, this damage can be amplified by affinity",在3秒內進行操作，每次操作給單體目標造成木屬性物理傷害;該傷害受屬性克制影響更強
ultCike4Description,嘲讽敌方全体，持续2回合；若自身血量<50%则提升自身防御力，持续3回合,"Provoke all enemies for 2 turns; if your HP is less than 50%, then your DEF is increased for 3 turns",嘲諷敵方全體，持續2回合；若自身血量<50%則提升自身防禦力，持續3回合
ultPanshen2Description,在3秒内进行操作，每次操作给单体目标造成木属性物理伤害,"Carry out actions for 3 seconds, each action dealing grass type physical damage to a single target",在3秒內進行操作，每次操作給單體目標造成木屬性物理傷害
ultWushi4Description,给己方全体目标提升80%力量与智力，持续3回合,Increases all allies' STR and INT by 80% for 3 turns,給己方全體目標提升80%力量與智力，持續3回合
ultWushi3Description,在3秒内进行操作，每次操作给单体目标造成水属性法术伤害,"Carry out actions for 3 seconds, each action dealing water type magic damage to a single target",在3秒內進行操作，每次操作給單體目標造成水屬性法術傷害
ultXiyiren4Description,在3秒内进行操作，每次操作给单体目标造成火属性物理伤害,"Carry out actions for 3 seconds, each action dealing fire type physical damage to a single target",在3秒內進行操作，每次操作給單體目標造成火屬性物理傷害
ultXiyiren2Description,嘲讽敌方全体，持续2回合,Provoke all enemy targets for 2 turns,嘲諷敵方全體，持續2回合
ultMantuoluo2Description,给群体目标恢复生命值,Recovers HP for all allies,給群體目標恢復生命值
ultHetong3Description,给己方全体目标提升80%防御力，持续3回合,Increases all allies' DEF by 80% for 3 turns,給己方全體目標提升80%防禦力，持續3回合
ultLonggongtongzi3Description,给群体目标恢复生命值，对水属性怪物恢复效果更明显,"Recovers HP for all allies, with increased effects on water type monsters",給群體目標恢復生命值，對水屬性怪物恢復效果更明顯
ultLangren5Description,给单体目标造成1~3次暗属性伤害；若目标拥有持续伤害效果则必攻击3次,"Deals dark type magic damage 1 to 3 times to a single target; if the target is affected by a DOT effect, then damage will be dealt 3 times",
ultLangren3Description,嘲讽敌方全体，持续2回合,Provoke all enemy targets for 2 turns,嘲諷敵方全體，持續2回合
ultKairuisi5Description,使敌方群体目标力量降低80%，持续3回合,Reduces STR of all enemies by 80% for 3 turns,使敵方群體目標力量降低80%，持續3回合
ultNvyao5Description,给单体目标造成暗属性法术伤害，给所有属性均会造成克制效果,Deals dark type magic damage to a single target; deals affinity damage no matter what element the target is,給單體目標造成暗屬性法術傷害，給所有屬性均會造成克制效果
ultHapi1Description,给群体目标恢复生命值并附加恢复术效果,"Recovers HP for all allies, and buffs all healing effects ",給群體目標恢復生命值並附加恢復術效果
ultPiying5Description,给单体目标造成1~3次暗属性法术伤害,Deals dark type magic damage 1 to 3 times to a single target,給單體目標造成1~3次暗屬性法術傷害
ultShuigui3Description,给己方全体目标提升80%智力同时给敌方全体目标降低80%智力，持续3回合,"Increases all allies' INT by 80%, and reduces all enemies' INT by 80% for 3 turns",給己方全體目標提升80%智力同時給敵方全體目標降低80%智力，持續3回合
psvXiaochou3Description,死亡时，80%给群体目标造成150%法攻水属性法术伤害或20%给群体目标恢复50%法攻生命值[被动],"Upon dying, there is an 80% chance of dealing (150% of magic ATK) water type magic damage or a 20% chance of recovering (50% of magic ATK) HP to all enemies[Passive]",死亡時，80%給群體目標造成150%法攻水屬性法術傷害或20%給群體目標恢復50%法攻生命值[被動]
psvXiaochou4Description,死亡时，80%给群体目标造成150%法攻火属性法术伤害或20%给群体目标恢复50%法攻生命值[被动],"Upon dying, there is an 80% chance of dealing (150% of magic ATK) fire type magic damage or a 20% chance of recovering (50% of magic ATK) HP to all enemies[Passive]",死亡時，80%給群體目標造成150%法攻火屬性法術傷害或20%給群體目標恢復50%法攻生命值[被動]
