#TEXT,TEXT
id,rewardGroup
1999zuanshibaodi0,"7_xgWeitianshi5_1_0_4412,7_xgTianshizhang1_1_0_4412,7_xgIfrit5_1_0_4412,7_xgDatiangou4_1_0_4412,7_xgDujiaoshou1_1_0_4412,7_xgJinglingwang2_1_0_4412,7_xgShixianggui5_1_0_4412,7_xgRenyu3_1_0_4412,7_xgDujiaoshou5_1_0_2206,7_xgHongniu4_1_0_98718,7_xgWeitianshi1_1_0_98718,7_xgChange5_1_0_98718,7_xgKairuisi4_1_0_98718,7_xgLongnv1_1_0_49359,7_xgYifanmumian3_1_0_49359,7_xgSheshouzuo1_1_0_49359,7_xgBingyan3_1_0_49359,7_xgYifanmumian1_1_0_49359,7_xgSenlinnvshen2_1_0_49359,7_xgTianshizhang4_1_0_49359,7_xgLongnv3_1_0_49359,7_xgBingxuenvwang3_1_0_49359,7_xgIfrit4_1_0_24679,7_xgDaochengsizhong4_1_0_24679,7_xgHuoniao4_1_0_24679,7_xgHuoniao3_1_0_24679,7_xgChange1_1_0_24679"
1999zuanshibaodi1,"7_xgWeitianshi5_1_0_4412,7_xgTianshizhang1_1_0_4412,7_xgIfrit5_1_0_4412,7_xgDatiangou4_1_0_4412,7_xgDujiaoshou1_1_0_4412,7_xgJinglingwang2_1_0_4412,7_xgShixianggui5_1_0_4412,7_xgRenyu3_1_0_4412,7_xgDujiaoshou5_1_0_2206,7_xgBingyan3_1_0_98718,7_xgLongnv1_1_0_98718,7_xgSheshouzuo1_1_0_98718,7_xgYifanmumian3_1_0_98718,7_xgKairuisi4_1_0_49359,7_xgHongniu4_1_0_49359,7_xgChange5_1_0_49359,7_xgYifanmumian1_1_0_49359,7_xgWeitianshi1_1_0_49359,7_xgSenlinnvshen2_1_0_49359,7_xgTianshizhang4_1_0_49359,7_xgLongnv3_1_0_49359,7_xgBingxuenvwang3_1_0_49359,7_xgIfrit4_1_0_24679,7_xgDaochengsizhong4_1_0_24679,7_xgHuoniao4_1_0_24679,7_xgHuoniao3_1_0_24679,7_xgChange1_1_0_24679"
1999zuanshibaodi2,"7_xgWeitianshi5_1_0_4412,7_xgTianshizhang1_1_0_4412,7_xgIfrit5_1_0_4412,7_xgDatiangou4_1_0_4412,7_xgDujiaoshou1_1_0_4412,7_xgJinglingwang2_1_0_4412,7_xgShixianggui5_1_0_4412,7_xgRenyu3_1_0_4412,7_xgDujiaoshou5_1_0_2206,7_xgYifanmumian1_1_0_98718,7_xgSenlinnvshen2_1_0_98718,7_xgChange5_1_0_98718,7_xgSheshouzuo1_1_0_98718,7_xgKairuisi4_1_0_49359,7_xgLongnv1_1_0_49359,7_xgYifanmumian3_1_0_49359,7_xgHongniu4_1_0_49359,7_xgBingyan3_1_0_49359,7_xgWeitianshi1_1_0_49359,7_xgTianshizhang4_1_0_49359,7_xgLongnv3_1_0_49359,7_xgBingxuenvwang3_1_0_49359,7_xgIfrit4_1_0_24679,7_xgDaochengsizhong4_1_0_24679,7_xgHuoniao4_1_0_24679,7_xgHuoniao3_1_0_24679,7_xgChange1_1_0_24679"
1999zuanshibaodi3,"7_xgWeitianshi5_1_0_4412,7_xgTianshizhang1_1_0_4412,7_xgIfrit5_1_0_4412,7_xgDatiangou4_1_0_4412,7_xgDujiaoshou1_1_0_4412,7_xgJinglingwang2_1_0_4412,7_xgShixianggui5_1_0_4412,7_xgRenyu3_1_0_4412,7_xgDujiaoshou5_1_0_2206,7_xgHongniu4_1_0_98718,7_xgWeitianshi1_1_0_98718,7_xgYifanmumian3_1_0_98718,7_xgKairuisi4_1_0_98718,7_xgLongnv1_1_0_49359,7_xgSheshouzuo1_1_0_49359,7_xgBingyan3_1_0_49359,7_xgChange5_1_0_49359,7_xgYifanmumian1_1_0_49359,7_xgSenlinnvshen2_1_0_49359,7_xgTianshizhang4_1_0_49359,7_xgLongnv3_1_0_49359,7_xgBingxuenvwang3_1_0_49359,7_xgIfrit4_1_0_24679,7_xgDaochengsizhong4_1_0_24679,7_xgHuoniao4_1_0_24679,7_xgHuoniao3_1_0_24679,7_xgChange1_1_0_24679"
1999zuanshibaodi4,"7_xgWeitianshi5_1_0_4412,7_xgTianshizhang1_1_0_4412,7_xgIfrit5_1_0_4412,7_xgDatiangou4_1_0_4412,7_xgDujiaoshou1_1_0_4412,7_xgJinglingwang2_1_0_4412,7_xgShixianggui5_1_0_4412,7_xgRenyu3_1_0_4412,7_xgDujiaoshou5_1_0_2206,7_xgBingyan3_1_0_98718,7_xgLongnv1_1_0_98718,7_xgChange5_1_0_98718,7_xgYifanmumian3_1_0_98718,7_xgKairuisi4_1_0_49359,7_xgSheshouzuo1_1_0_49359,7_xgHongniu4_1_0_49359,7_xgYifanmumian1_1_0_49359,7_xgWeitianshi1_1_0_49359,7_xgSenlinnvshen2_1_0_49359,7_xgTianshizhang4_1_0_49359,7_xgLongnv3_1_0_49359,7_xgBingxuenvwang3_1_0_49359,7_xgIfrit4_1_0_24679,7_xgDaochengsizhong4_1_0_24679,7_xgHuoniao4_1_0_24679,7_xgHuoniao3_1_0_24679,7_xgChange1_1_0_24679"
1999zuanshibaodi5,"7_xgWeitianshi5_1_0_4412,7_xgTianshizhang1_1_0_4412,7_xgIfrit5_1_0_4412,7_xgDatiangou4_1_0_4412,7_xgDujiaoshou1_1_0_4412,7_xgJinglingwang2_1_0_4412,7_xgShixianggui5_1_0_4412,7_xgRenyu3_1_0_4412,7_xgDujiaoshou5_1_0_2206,7_xgYifanmumian1_1_0_98718,7_xgSenlinnvshen2_1_0_98718,7_xgKairuisi4_1_0_98718,7_xgSheshouzuo1_1_0_98718,7_xgLongnv1_1_0_49359,7_xgYifanmumian3_1_0_49359,7_xgHongniu4_1_0_49359,7_xgBingyan3_1_0_49359,7_xgChange5_1_0_49359,7_xgWeitianshi1_1_0_49359,7_xgTianshizhang4_1_0_49359,7_xgLongnv3_1_0_49359,7_xgBingxuenvwang3_1_0_49359,7_xgIfrit4_1_0_24679,7_xgDaochengsizhong4_1_0_24679,7_xgHuoniao4_1_0_24679,7_xgHuoniao3_1_0_24679,7_xgChange1_1_0_24679"
5999zuanshibaodi0,"7_xgWeitianshi5_1_0_6176,7_xgTianshizhang1_1_0_6176,7_xgIfrit5_1_0_6176,7_xgDatiangou4_1_0_6176,7_xgDujiaoshou1_1_0_6176,7_xgJinglingwang2_1_0_6176,7_xgShixianggui5_1_0_6176,7_xgRenyu3_1_0_6176,7_xgDujiaoshou5_1_0_3088,7_xgHongniu4_1_0_97179,7_xgWeitianshi1_1_0_97179,7_xgChange5_1_0_97179,7_xgKairuisi4_1_0_97179,7_xgLongnv1_1_0_48590,7_xgYifanmumian3_1_0_48590,7_xgSheshouzuo1_1_0_48590,7_xgBingyan3_1_0_48590,7_xgYifanmumian1_1_0_48590,7_xgSenlinnvshen2_1_0_48590,7_xgTianshizhang4_1_0_48590,7_xgLongnv3_1_0_48590,7_xgBingxuenvwang3_1_0_48590,7_xgIfrit4_1_0_24295,7_xgDaochengsizhong4_1_0_24295,7_xgHuoniao4_1_0_24295,7_xgHuoniao3_1_0_24295,7_xgChange1_1_0_24295"
5999zuanshibaodi1,"7_xgWeitianshi5_1_0_6176,7_xgTianshizhang1_1_0_6176,7_xgIfrit5_1_0_6176,7_xgDatiangou4_1_0_6176,7_xgDujiaoshou1_1_0_6176,7_xgJinglingwang2_1_0_6176,7_xgShixianggui5_1_0_6176,7_xgRenyu3_1_0_6176,7_xgDujiaoshou5_1_0_3088,7_xgBingyan3_1_0_97179,7_xgLongnv1_1_0_97179,7_xgSheshouzuo1_1_0_97179,7_xgYifanmumian3_1_0_97179,7_xgKairuisi4_1_0_48590,7_xgHongniu4_1_0_48590,7_xgChange5_1_0_48590,7_xgYifanmumian1_1_0_48590,7_xgWeitianshi1_1_0_48590,7_xgSenlinnvshen2_1_0_48590,7_xgTianshizhang4_1_0_48590,7_xgLongnv3_1_0_48590,7_xgBingxuenvwang3_1_0_48590,7_xgIfrit4_1_0_24295,7_xgDaochengsizhong4_1_0_24295,7_xgHuoniao4_1_0_24295,7_xgHuoniao3_1_0_24295,7_xgChange1_1_0_24295"
5999zuanshibaodi2,"7_xgWeitianshi5_1_0_6176,7_xgTianshizhang1_1_0_6176,7_xgIfrit5_1_0_6176,7_xgDatiangou4_1_0_6176,7_xgDujiaoshou1_1_0_6176,7_xgJinglingwang2_1_0_6176,7_xgShixianggui5_1_0_6176,7_xgRenyu3_1_0_6176,7_xgDujiaoshou5_1_0_3088,7_xgYifanmumian1_1_0_97179,7_xgSenlinnvshen2_1_0_97179,7_xgChange5_1_0_97179,7_xgSheshouzuo1_1_0_97179,7_xgKairuisi4_1_0_48590,7_xgLongnv1_1_0_48590,7_xgYifanmumian3_1_0_48590,7_xgHongniu4_1_0_48590,7_xgBingyan3_1_0_48590,7_xgWeitianshi1_1_0_48590,7_xgTianshizhang4_1_0_48590,7_xgLongnv3_1_0_48590,7_xgBingxuenvwang3_1_0_48590,7_xgIfrit4_1_0_24295,7_xgDaochengsizhong4_1_0_24295,7_xgHuoniao4_1_0_24295,7_xgHuoniao3_1_0_24295,7_xgChange1_1_0_24295"
5999zuanshibaodi3,"7_xgWeitianshi5_1_0_6176,7_xgTianshizhang1_1_0_6176,7_xgIfrit5_1_0_6176,7_xgDatiangou4_1_0_6176,7_xgDujiaoshou1_1_0_6176,7_xgJinglingwang2_1_0_6176,7_xgShixianggui5_1_0_6176,7_xgRenyu3_1_0_6176,7_xgDujiaoshou5_1_0_3088,7_xgHongniu4_1_0_97179,7_xgWeitianshi1_1_0_97179,7_xgYifanmumian3_1_0_97179,7_xgKairuisi4_1_0_97179,7_xgLongnv1_1_0_48590,7_xgSheshouzuo1_1_0_48590,7_xgBingyan3_1_0_48590,7_xgChange5_1_0_48590,7_xgYifanmumian1_1_0_48590,7_xgSenlinnvshen2_1_0_48590,7_xgTianshizhang4_1_0_48590,7_xgLongnv3_1_0_48590,7_xgBingxuenvwang3_1_0_48590,7_xgIfrit4_1_0_24295,7_xgDaochengsizhong4_1_0_24295,7_xgHuoniao4_1_0_24295,7_xgHuoniao3_1_0_24295,7_xgChange1_1_0_24295"
5999zuanshibaodi4,"7_xgWeitianshi5_1_0_6176,7_xgTianshizhang1_1_0_6176,7_xgIfrit5_1_0_6176,7_xgDatiangou4_1_0_6176,7_xgDujiaoshou1_1_0_6176,7_xgJinglingwang2_1_0_6176,7_xgShixianggui5_1_0_6176,7_xgRenyu3_1_0_6176,7_xgDujiaoshou5_1_0_3088,7_xgBingyan3_1_0_97179,7_xgLongnv1_1_0_97179,7_xgChange5_1_0_97179,7_xgYifanmumian3_1_0_97179,7_xgKairuisi4_1_0_48590,7_xgSheshouzuo1_1_0_48590,7_xgHongniu4_1_0_48590,7_xgYifanmumian1_1_0_48590,7_xgWeitianshi1_1_0_48590,7_xgSenlinnvshen2_1_0_48590,7_xgTianshizhang4_1_0_48590,7_xgLongnv3_1_0_48590,7_xgBingxuenvwang3_1_0_48590,7_xgIfrit4_1_0_24295,7_xgDaochengsizhong4_1_0_24295,7_xgHuoniao4_1_0_24295,7_xgHuoniao3_1_0_24295,7_xgChange1_1_0_24295"
5999zuanshibaodi5,"7_xgWeitianshi5_1_0_6176,7_xgTianshizhang1_1_0_6176,7_xgIfrit5_1_0_6176,7_xgDatiangou4_1_0_6176,7_xgDujiaoshou1_1_0_6176,7_xgJinglingwang2_1_0_6176,7_xgShixianggui5_1_0_6176,7_xgRenyu3_1_0_6176,7_xgDujiaoshou5_1_0_3088,7_xgYifanmumian1_1_0_97179,7_xgSenlinnvshen2_1_0_97179,7_xgKairuisi4_1_0_97179,7_xgSheshouzuo1_1_0_97179,7_xgLongnv1_1_0_48590,7_xgYifanmumian3_1_0_48590,7_xgHongniu4_1_0_48590,7_xgBingyan3_1_0_48590,7_xgChange5_1_0_48590,7_xgWeitianshi1_1_0_48590,7_xgTianshizhang4_1_0_48590,7_xgLongnv3_1_0_48590,7_xgBingxuenvwang3_1_0_48590,7_xgIfrit4_1_0_24295,7_xgDaochengsizhong4_1_0_24295,7_xgHuoniao4_1_0_24295,7_xgHuoniao3_1_0_24295,7_xgChange1_1_0_24295"
999999999zuanshibaodi0,"7_xgWeitianshi5_1_0_7941,7_xgTianshizhang1_1_0_7941,7_xgIfrit5_1_0_7941,7_xgDatiangou4_1_0_7941,7_xgDujiaoshou1_1_0_7941,7_xgJinglingwang2_1_0_7941,7_xgShixianggui5_1_0_7941,7_xgRenyu3_1_0_7941,7_xgDujiaoshou5_1_0_3971,7_xgHongniu4_1_0_95641,7_xgWeitianshi1_1_0_95641,7_xgChange5_1_0_95641,7_xgKairuisi4_1_0_95641,7_xgLongnv1_1_0_47821,7_xgYifanmumian3_1_0_47821,7_xgSheshouzuo1_1_0_47821,7_xgBingyan3_1_0_47821,7_xgYifanmumian1_1_0_47821,7_xgSenlinnvshen2_1_0_47821,7_xgTianshizhang4_1_0_47821,7_xgLongnv3_1_0_47821,7_xgBingxuenvwang3_1_0_47821,7_xgIfrit4_1_0_23910,7_xgDaochengsizhong4_1_0_23910,7_xgHuoniao4_1_0_23910,7_xgHuoniao3_1_0_23910,7_xgChange1_1_0_23910"
999999999zuanshibaodi1,"7_xgWeitianshi5_1_0_7941,7_xgTianshizhang1_1_0_7941,7_xgIfrit5_1_0_7941,7_xgDatiangou4_1_0_7941,7_xgDujiaoshou1_1_0_7941,7_xgJinglingwang2_1_0_7941,7_xgShixianggui5_1_0_7941,7_xgRenyu3_1_0_7941,7_xgDujiaoshou5_1_0_3971,7_xgBingyan3_1_0_95641,7_xgLongnv1_1_0_95641,7_xgSheshouzuo1_1_0_95641,7_xgYifanmumian3_1_0_95641,7_xgKairuisi4_1_0_47821,7_xgHongniu4_1_0_47821,7_xgChange5_1_0_47821,7_xgYifanmumian1_1_0_47821,7_xgWeitianshi1_1_0_47821,7_xgSenlinnvshen2_1_0_47821,7_xgTianshizhang4_1_0_47821,7_xgLongnv3_1_0_47821,7_xgBingxuenvwang3_1_0_47821,7_xgIfrit4_1_0_23910,7_xgDaochengsizhong4_1_0_23910,7_xgHuoniao4_1_0_23910,7_xgHuoniao3_1_0_23910,7_xgChange1_1_0_23910"
999999999zuanshibaodi2,"7_xgWeitianshi5_1_0_7941,7_xgTianshizhang1_1_0_7941,7_xgIfrit5_1_0_7941,7_xgDatiangou4_1_0_7941,7_xgDujiaoshou1_1_0_7941,7_xgJinglingwang2_1_0_7941,7_xgShixianggui5_1_0_7941,7_xgRenyu3_1_0_7941,7_xgDujiaoshou5_1_0_3971,7_xgYifanmumian1_1_0_95641,7_xgSenlinnvshen2_1_0_95641,7_xgChange5_1_0_95641,7_xgSheshouzuo1_1_0_95641,7_xgKairuisi4_1_0_47821,7_xgLongnv1_1_0_47821,7_xgYifanmumian3_1_0_47821,7_xgHongniu4_1_0_47821,7_xgBingyan3_1_0_47821,7_xgWeitianshi1_1_0_47821,7_xgTianshizhang4_1_0_47821,7_xgLongnv3_1_0_47821,7_xgBingxuenvwang3_1_0_47821,7_xgIfrit4_1_0_23910,7_xgDaochengsizhong4_1_0_23910,7_xgHuoniao4_1_0_23910,7_xgHuoniao3_1_0_23910,7_xgChange1_1_0_23910"
999999999zuanshibaodi3,"7_xgWeitianshi5_1_0_7941,7_xgTianshizhang1_1_0_7941,7_xgIfrit5_1_0_7941,7_xgDatiangou4_1_0_7941,7_xgDujiaoshou1_1_0_7941,7_xgJinglingwang2_1_0_7941,7_xgShixianggui5_1_0_7941,7_xgRenyu3_1_0_7941,7_xgDujiaoshou5_1_0_3971,7_xgHongniu4_1_0_95641,7_xgWeitianshi1_1_0_95641,7_xgYifanmumian3_1_0_95641,7_xgKairuisi4_1_0_95641,7_xgLongnv1_1_0_47821,7_xgSheshouzuo1_1_0_47821,7_xgBingyan3_1_0_47821,7_xgChange5_1_0_47821,7_xgYifanmumian1_1_0_47821,7_xgSenlinnvshen2_1_0_47821,7_xgTianshizhang4_1_0_47821,7_xgLongnv3_1_0_47821,7_xgBingxuenvwang3_1_0_47821,7_xgIfrit4_1_0_23910,7_xgDaochengsizhong4_1_0_23910,7_xgHuoniao4_1_0_23910,7_xgHuoniao3_1_0_23910,7_xgChange1_1_0_23910"
999999999zuanshibaodi4,"7_xgWeitianshi5_1_0_7941,7_xgTianshizhang1_1_0_7941,7_xgIfrit5_1_0_7941,7_xgDatiangou4_1_0_7941,7_xgDujiaoshou1_1_0_7941,7_xgJinglingwang2_1_0_7941,7_xgShixianggui5_1_0_7941,7_xgRenyu3_1_0_7941,7_xgDujiaoshou5_1_0_3971,7_xgBingyan3_1_0_95641,7_xgLongnv1_1_0_95641,7_xgChange5_1_0_95641,7_xgYifanmumian3_1_0_95641,7_xgKairuisi4_1_0_47821,7_xgSheshouzuo1_1_0_47821,7_xgHongniu4_1_0_47821,7_xgYifanmumian1_1_0_47821,7_xgWeitianshi1_1_0_47821,7_xgSenlinnvshen2_1_0_47821,7_xgTianshizhang4_1_0_47821,7_xgLongnv3_1_0_47821,7_xgBingxuenvwang3_1_0_47821,7_xgIfrit4_1_0_23910,7_xgDaochengsizhong4_1_0_23910,7_xgHuoniao4_1_0_23910,7_xgHuoniao3_1_0_23910,7_xgChange1_1_0_23910"
999999999zuanshibaodi5,"7_xgWeitianshi5_1_0_7941,7_xgTianshizhang1_1_0_7941,7_xgIfrit5_1_0_7941,7_xgDatiangou4_1_0_7941,7_xgDujiaoshou1_1_0_7941,7_xgJinglingwang2_1_0_7941,7_xgShixianggui5_1_0_7941,7_xgRenyu3_1_0_7941,7_xgDujiaoshou5_1_0_3971,7_xgYifanmumian1_1_0_95641,7_xgSenlinnvshen2_1_0_95641,7_xgKairuisi4_1_0_95641,7_xgSheshouzuo1_1_0_95641,7_xgLongnv1_1_0_47821,7_xgYifanmumian3_1_0_47821,7_xgHongniu4_1_0_47821,7_xgBingyan3_1_0_47821,7_xgChange5_1_0_47821,7_xgWeitianshi1_1_0_47821,7_xgTianshizhang4_1_0_47821,7_xgLongnv3_1_0_47821,7_xgBingxuenvwang3_1_0_47821,7_xgIfrit4_1_0_23910,7_xgDaochengsizhong4_1_0_23910,7_xgHuoniao4_1_0_23910,7_xgHuoniao3_1_0_23910,7_xgChange1_1_0_23910"
zuanshiblack,"3_20043_16_16428,3_20048_16_16428,3_20052_16_16428,3_20053_16_16428,3_20054_16_16428,3_20061_16_16428,3_20032_16_26324,3_20038_16_26324,3_20045_16_26324,3_20050_16_26324,3_20056_16_26324,3_20060_16_26324,3_20024_16_26324,3_20042_16_51226,3_20044_16_51226,3_20051_16_51226,3_20055_16_51226,3_20057_16_51226,3_20059_16_51226,3_20035_16_51226,3_20033_16_51226,3_20029_16_51226,3_20028_16_51226,3_20027_16_51226,3_20020_16_51226,3_20019_16_51226,3_20003_16_51226"
zuanshi2nd,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20032_16_3942,3_20056_16_3942,3_20050_16_3942,3_20003_16_3942,3_20055_16_3942,3_20068_16_3942,3_20042_16_3942,3_20045_16_3942,3_20060_16_3942,3_20071_16_3942,3_20038_16_3942,3_20027_16_3942,3_20024_16_3942,3_20036_16_1971,3_20034_16_1971,3_20035_16_1971,3_20051_16_1971,3_20047_16_1971,3_20032_32_1971,3_20056_32_1971,3_20050_32_1971,3_20003_32_1971,3_20055_32_1971,3_20068_32_1971,3_20042_32_1971,3_20045_32_1971,3_20060_32_1971,3_20071_32_1971,3_20038_32_1971,3_20027_32_1971,3_20024_32_1971,3_20036_32_985,3_20034_32_985,3_20035_32_985,3_20051_32_985,3_20047_32_985,7_xgHongniu4_1_0_206,7_xgWeitianshi1_1_0_206,7_xgChange5_1_0_206,7_xgKairuisi4_1_0_206,7_xgLongnv1_1_0_206,7_xgYifanmumian3_1_0_206,7_xgSheshouzuo1_1_0_206,7_xgBingyan3_1_0_206,7_xgYifanmumian1_1_0_206,7_xgSenlinnvshen2_1_0_206,7_xgTianshizhang4_1_0_206,7_xgLongnv3_1_0_206,7_xgBingxuenvwang3_1_0_206,7_xgIfrit4_1_0_103,7_xgDaochengsizhong4_1_0_103,7_xgHuoniao4_1_0_103,7_xgHuoniao3_1_0_103,7_xgChange1_1_0_103,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333"
zuanshisuipian1,"3_20043_32_2,3_20054_32_2,3_20052_32_2,3_20053_32_2,3_20048_32_2,3_20061_32_2,3_20070_32_2,3_20069_32_2,3_20049_32_1"
zuanshisuipian2,"3_20032_32_2,3_20056_32_2,3_20050_32_2,3_20003_32_2,3_20055_32_2,3_20068_32_2,3_20042_32_2,3_20045_32_2,3_20060_32_2,3_20071_32_2,3_20038_32_2,3_20027_32_2,3_20024_32_2,3_20036_32_1,3_20034_32_1,3_20035_32_1,3_20051_32_1,3_20047_32_1"
zuanshimonster1,"7_xgWendige2_1_0_2,7_xgLonggongtongzi3_1_0_2,7_xgLonggongtongzi1_1_0_4,7_xgNvyao5_1_0_4,7_xgNvyao1_1_0_4,7_xgSheshouzuo3_1_0_4,7_xgWushi4_1_0_4,7_xgAnpusha5_1_0_4,7_xgMomo1_1_0_4,7_xgShuigui3_1_0_4,7_xgXiaochou3_1_0_4,7_xgXiaochou2_1_0_4,7_xgLuoxinfu1_1_0_4,7_xgPiying1_1_0_4,7_xgLuoxinfu5_1_0_4,7_xgPiying5_1_0_4,7_xgKairuisi5_1_0_4,7_xgWendige3_1_0_4,7_xgLangren5_1_0_4,7_xgPanshen2_1_0_4,7_xgSaibulesi5_1_0_4,7_xgSaibulesi4_1_0_4,7_xgHetong3_1_0_4,7_xgChange1_1_0_1,7_xgHuoniao3_1_0_1,7_xgHuoniao4_1_0_1,7_xgDaochengsizhong4_1_0_1,7_xgIfrit4_1_0_1,7_xgBingxuenvwang3_1_0_2,7_xgLongnv3_1_0_2,7_xgTianshizhang4_1_0_2,7_xgSenlinnvshen2_1_0_2,7_xgSheshouzuo1_1_0_2,7_xgYifanmumian3_1_0_2,7_xgLongnv1_1_0_2,7_xgKairuisi4_1_0_2,7_xgChange5_1_0_2,7_xgWeitianshi1_1_0_2"
zuanshimonster2,"7_xgAmute3_1_0_1,7_xgAmute2_1_0_1,7_xgAmute4_1_0_1,7_xgKahuna2_1_0_1"
zuanshimonster3,"7_xgWeitianshi5_1_0_1,7_xgTianshizhang1_1_0_1,7_xgIfrit5_1_0_1,7_xgDatiangou4_1_0_1,7_xgDujiaoshou1_1_0_1,7_xgJinglingwang2_1_0_1,7_xgShixianggui5_1_0_1,7_xgRenyu3_1_0_1"
shilianX1boss,"3_50003_5_100,3_50003_6_10"
shilianX2boss,"3_50003_7_100,3_50003_8_10,3_50003_9_2"
shilianX3boss,"3_50004_3_100,3_50004_4_10,3_50004_5_2"
shilianX4boss,"3_50004_5_100,3_50004_6_10,3_50004_7_2"
shilianX5boss,"3_50004_10_100,3_50004_11_10,3_50004_12_2"
shilianX6boss,"3_50004_15_100,3_50004_16_10,3_50004_17_2"
shilianJ1boss,"1_2_5000_100,1_2_7500_10,1_2_10000_2"
shilianJ2boss,"1_2_7500_100,1_2_10000_10,1_2_12500_2"
shilianJ3boss,"1_2_10000_100,1_2_12500_10,1_2_15000_2"
shilianJ4boss,"1_2_15000_100,1_2_17500_10,1_2_20000_2"
shilianJ5boss,"1_2_25000_100,1_2_30000_10,1_2_35000_2"
shilianJ6boss,"1_2_35000_100,1_2_40000_10,1_2_45000_2"
baoxiang01,"3_11001_4_100,3_11001_5_150,3_11001_6_150,3_11001_7_100"
baoxiang02,"3_10005_2_100,3_10005_3_100"
baoxiang11,"3_11001_8_100,3_11001_9_150,3_11001_10_200,3_11001_11_150,3_11001_12_100"
baoxiang12,"3_10005_4_100,3_10005_5_200,3_10005_6_100"
baoxiang21,"3_11001_5_50,3_11001_10_100,3_11001_15_150,3_11001_20_100,3_11001_25_50"
baoxiang22,"3_11002_2_100,3_11002_3_80,3_11002_4_20"
baoxiang23,"3_11003_1_100,3_11003_2_5"
baoxiang24,"3_10005_7_100,3_10005_8_200,3_10005_9_200,3_10005_10_100"
baoxiang3,7_xgIfrit4_1_0_5
baoshisuiji2,"3_30002_1_300,3_30008_1_300,3_30014_1_300,3_30020_1_300,3_30026_1_300,3_30032_1_300,3_30038_1_300,3_30043_1_300,3_30050_1_300"
baoshisuiji3,"3_30003_1_300,3_30009_1_300,3_30015_1_300,3_30021_1_300,3_30027_1_300,3_30033_1_300,3_30039_1_300,3_30044_1_300,3_30051_1_300"
maoxian1,"3_20025_1_16,3_20026_1_16,3_20030_1_8,3_20027_1_8,3_20022_1_8"
maoxian2,"3_20025_1_16,3_20026_1_16,3_20030_1_8,3_20027_1_8,3_20022_1_8,3_20013_1_8,3_20012_1_8,3_20002_1_60,3_20012_1_8,3_20006_1_60"
maoxian3,"3_20025_1_16,3_20026_1_16,3_20030_1_8,3_20027_1_8,3_20022_1_8,3_20013_1_8,3_20012_1_8,3_20002_1_60,3_20012_1_8,3_20006_1_60,3_20012_1_60,3_20039_1_60,3_20015_1_8,3_20037_1_60,3_20018_1_18,3_20017_1_8,3_20021_1_8"
maoxian4,"3_20025_1_16,3_20026_1_16,3_20030_1_8,3_20027_1_8,3_20022_1_8,3_20013_1_8,3_20012_1_8,3_20002_1_60,3_20012_1_8,3_20006_1_60,3_20012_1_60,3_20039_1_60,3_20015_1_8,3_20037_1_60,3_20018_1_18,3_20017_1_8,3_20021_1_8,3_20044_1_6,3_20045_1_6,3_20046_1_6,3_20047_1_6,3_20048_1_6"
advanture105extra101,"3_11001_10_400,3_11002_3_500,3_11002_6_100"
advanture105extra102,"3_10016_3_400,3_10016_4_500,3_10016_8_100"
advanture105extra201,"3_11001_15_400,3_11002_4_500,3_11003_1_100"
advanture105extra202,"3_10016_4_400,3_10016_5_500,3_10016_9_100"
advanture105extra301,"3_11001_20_400,3_11002_5_500,3_11003_2_100"
advanture105extra302,"3_10016_5_400,3_10016_7_500,3_10016_9_100"
