#NUM,TEXT,TEXT,NUM,NUM,NUM,NUM,NUM,FLOAT,TEXT,TEXT,TEXT,NUM,NUM,TEXT,TEXT,TEXT,TEXT
id,textId,rootEffectID,actionCount,channelTime,energyCost,energyGenerate,category,levelAdjust,icon,name,tips,baseTipValue,isAoe,firstSpell,tipsDescription,tipsCurlvl,tipsNextlvl
113,physicdebuffPlantDotMedium,physicdebuffPlantDotMediume1,0,0,0,35,11,0.003,icon_debuffPlantDotMedium,physicdebuffPlantDotMediumName,physicdebuffPlantDotMediumTips,0.8,0,,physicdebuffPlantDotMediumDescription,physicdebuffPlantDotMediumCurlvl,physicdebuffPlantDotMediumNextlvl
114,physicdebuffPlantDotStrong,physicdebuffPlantDotStronge1,0,0,0,35,11,0.003,icon_debuffPlantDotStrong,physicdebuffPlantDotStrongName,physicdebuffPlantDotStrongTips,0.97,0,,physicdebuffPlantDotStrongDescription,physicdebuffPlantDotStrongCurlvl,physicdebuffPlantDotStrongNextlvl
115,physicdebuffMetalDotSlight,physicdebuffMetalDotSlighte1,0,0,0,35,11,0.003,icon_debuffMetalDotSlight,physicdebuffMetalDotSlightName,physicdebuffMetalDotSlightTips,0.7,0,,physicdebuffMetalDotSlightDescription,physicdebuffMetalDotSlightCurlvl,physicdebuffMetalDotSlightNextlvl
116,physicdebuffMetalDotMedium,physicdebuffMetalDotMediume1,0,0,0,35,11,0.003,icon_debuffMetalDotMedium,physicdebuffMetalDotMediumName,physicdebuffMetalDotMediumTips,0.8,0,,physicdebuffMetalDotMediumDescription,physicdebuffMetalDotMediumCurlvl,physicdebuffMetalDotMediumNextlvl
117,physicdebuffMetalDotStrong,physicdebuffMetalDotStronge1,0,0,0,35,11,0.003,icon_debuffMetalDotStrong,physicdebuffMetalDotStrongName,physicdebuffMetalDotStrongTips,0.97,0,,physicdebuffMetalDotStrongDescription,physicdebuffMetalDotStrongCurlvl,physicdebuffMetalDotStrongNextlvl
118,physicdebuffEarthDotSlight,physicdebuffEarthDotSlighte1,0,0,0,35,11,0.003,icon_debuffEarthDotSlight,physicdebuffEarthDotSlightName,physicdebuffEarthDotSlightTips,0.7,0,,physicdebuffEarthDotSlightDescription,physicdebuffEarthDotSlightCurlvl,physicdebuffEarthDotSlightNextlvl
119,physicdebuffEarthDotMedium,physicdebuffEarthDotMediume1,0,0,0,35,11,0.003,icon_debuffEarthDotMedium,physicdebuffEarthDotMediumName,physicdebuffEarthDotMediumTips,0.8,0,,physicdebuffEarthDotMediumDescription,physicdebuffEarthDotMediumCurlvl,physicdebuffEarthDotMediumNextlvl
120,physicdebuffEarthDotStrong,physicdebuffEarthDotStronge1,0,0,0,35,11,0.003,icon_debuffEarthDotStrong,physicdebuffEarthDotStrongName,physicdebuffEarthDotStrongTips,0.97,0,,physicdebuffEarthDotStrongDescription,physicdebuffEarthDotStrongCurlvl,physicdebuffEarthDotStrongNextlvl
121,magicdebuffFireDotSlight,magicdebuffFireDotSlighte1,0,0,0,35,11,0.003,icon_debuffFireDotSlight,magicdebuffFireDotSlightName,magicdebuffFireDotSlightTips,0.7,0,,magicdebuffFireDotSlightDescription,magicdebuffFireDotSlightCurlvl,magicdebuffFireDotSlightNextlvl
122,magicdebuffFireDotMedium,magicdebuffFireDotMediume1,0,0,0,35,11,0.003,icon_debuffFireDotMedium,magicdebuffFireDotMediumName,magicdebuffFireDotMediumTips,0.8,0,,magicdebuffFireDotMediumDescription,magicdebuffFireDotMediumCurlvl,magicdebuffFireDotMediumNextlvl
123,magicdebuffFireDotStrong,magicdebuffFireDotStronge1,0,0,0,35,11,0.003,icon_debuffFireDotStrong,magicdebuffFireDotStrongName,magicdebuffFireDotStrongTips,0.97,0,,magicdebuffFireDotStrongDescription,magicdebuffFireDotStrongCurlvl,magicdebuffFireDotStrongNextlvl
124,magicdebuffWaterDotSlight,magicdebuffWaterDotSlighte1,0,0,0,35,11,0.003,icon_debuffWaterDotSlight,magicdebuffWaterDotSlightName,magicdebuffWaterDotSlightTips,0.7,0,,magicdebuffWaterDotSlightDescription,magicdebuffWaterDotSlightCurlvl,magicdebuffWaterDotSlightNextlvl
125,magicdebuffWaterDotMedium,magicdebuffWaterDotMediume1,0,0,0,35,11,0.003,icon_debuffWaterDotMedium,magicdebuffWaterDotMediumName,magicdebuffWaterDotMediumTips,0.8,0,,magicdebuffWaterDotMediumDescription,magicdebuffWaterDotMediumCurlvl,magicdebuffWaterDotMediumNextlvl
126,magicdebuffWaterDotStrong,magicdebuffWaterDotStronge1,0,0,0,35,11,0.003,icon_debuffWaterDotStrong,magicdebuffWaterDotStrongName,magicdebuffWaterDotStrongTips,0.97,0,,magicdebuffWaterDotStrongDescription,magicdebuffWaterDotStrongCurlvl,magicdebuffWaterDotStrongNextlvl
127,magicdebuffPlantDotSlight,magicdebuffPlantDotSlighte1,0,0,0,35,11,0.003,icon_debuffPlantDotSlight,magicdebuffPlantDotSlightName,magicdebuffPlantDotSlightTips,0.7,0,,magicdebuffPlantDotSlightDescription,magicdebuffPlantDotSlightCurlvl,magicdebuffPlantDotSlightNextlvl
128,magicdebuffPlantDotMedium,magicdebuffPlantDotMediume1,0,0,0,35,11,0.003,icon_debuffPlantDotMedium,magicdebuffPlantDotMediumName,magicdebuffPlantDotMediumTips,0.8,0,,magicdebuffPlantDotMediumDescription,magicdebuffPlantDotMediumCurlvl,magicdebuffPlantDotMediumNextlvl
129,magicdebuffPlantDotStrong,magicdebuffPlantDotStronge1,0,0,0,35,11,0.003,icon_debuffPlantDotStrong,magicdebuffPlantDotStrongName,magicdebuffPlantDotStrongTips,0.97,0,,magicdebuffPlantDotStrongDescription,magicdebuffPlantDotStrongCurlvl,magicdebuffPlantDotStrongNextlvl
130,magicdebuffMetalDotSlight,magicdebuffMetalDotSlighte1,0,0,0,35,11,0.003,icon_debuffMetalDotSlight,magicdebuffMetalDotSlightName,magicdebuffMetalDotSlightTips,0.7,0,,magicdebuffMetalDotSlightDescription,magicdebuffMetalDotSlightCurlvl,magicdebuffMetalDotSlightNextlvl
131,magicdebuffMetalDotMedium,magicdebuffMetalDotMediume1,0,0,0,35,11,0.003,icon_debuffMetalDotMedium,magicdebuffMetalDotMediumName,magicdebuffMetalDotMediumTips,0.8,0,,magicdebuffMetalDotMediumDescription,magicdebuffMetalDotMediumCurlvl,magicdebuffMetalDotMediumNextlvl
132,magicdebuffMetalDotStrong,magicdebuffMetalDotStronge1,0,0,0,35,11,0.003,icon_debuffMetalDotStrong,magicdebuffMetalDotStrongName,magicdebuffMetalDotStrongTips,0.97,0,,magicdebuffMetalDotStrongDescription,magicdebuffMetalDotStrongCurlvl,magicdebuffMetalDotStrongNextlvl
133,magicdebuffEarthDotSlight,magicdebuffEarthDotSlighte1,0,0,0,35,11,0.003,icon_debuffEarthDotSlight,magicdebuffEarthDotSlightName,magicdebuffEarthDotSlightTips,0.7,0,,magicdebuffEarthDotSlightDescription,magicdebuffEarthDotSlightCurlvl,magicdebuffEarthDotSlightNextlvl
134,magicdebuffEarthDotMedium,magicdebuffEarthDotMediume1,0,0,0,35,11,0.003,icon_debuffEarthDotMedium,magicdebuffEarthDotMediumName,magicdebuffEarthDotMediumTips,0.8,0,,magicdebuffEarthDotMediumDescription,magicdebuffEarthDotMediumCurlvl,magicdebuffEarthDotMediumNextlvl
135,magicdebuffEarthDotStrong,magicdebuffEarthDotStronge1,0,0,0,35,11,0.003,icon_debuffEarthDotStrong,magicdebuffEarthDotStrongName,magicdebuffEarthDotStrongTips,0.97,0,,magicdebuffEarthDotStrongDescription,magicdebuffEarthDotStrongCurlvl,magicdebuffEarthDotStrongNextlvl
136,ultXiaochou3,ultXiaochou3e1,0,0,100,0,9,0.01,icon_ultXiaochou3,ultXiaochou3Name,ultXiaochou3Tips,2.5,1,,ultXiaochou3Description,ultXiaochou3Curlvl,ultXiaochou3Nextlvl
137,ultXiaochou4,ultXiaochou4e1,25,3,100,0,8,0.002,icon_ultXiaochou4,ultXiaochou4Name,ultXiaochou4Tips,0.1,0,,ultXiaochou4Description,ultXiaochou4Curlvl,ultXiaochou4Nextlvl
138,ultKairuisi4,ultKairuisi4e1,0,0,100,0,9,0.005,icon_ultMoguguai4,ultKairuisi4Name,ultKairuisi4Tips,1.6,1,,ultKairuisi4Description,ultKairuisi4Curlvl,ultKairuisi4Nextlvl
139,ultHetong2,ultHetong2e1,25,3,100,0,8,0.002,icon_ultWendige2,ultHetong2Name,ultHetong2Tips,0.175,0,,ultHetong2Description,ultHetong2Curlvl,ultHetong2Nextlvl
140,ultWagui3,ultWagui3e1,0,0,100,0,9,0.03,icon_ultWagui3,ultWagui3Name,ultWagui3Tips,3.5,0,,ultWagui3Description,ultWagui3Curlvl,ultWagui3Nextlvl
141,ultHuapo2,ultHuapo2e1,25,3,100,0,8,0.002,icon_ultHuapo2,ultHuapo2Name,ultHuapo2Tips,0.175,0,,ultHuapo2Description,ultHuapo2Curlvl,ultHuapo2Nextlvl
142,ultCike4,ultCike4e1,0,0,100,0,9,0,icon_ultCike4,ultCike4Name,ultCike4Tips,0,1,,ultCike4Description,,
143,ultPanshen2,ultPanshen2e1,25,3,100,0,8,0.002,icon_ultPanshen2,ultPanshen2Name,ultPanshen2Tips,0.175,0,,ultPanshen2Description,ultPanshen2Curlvl,ultPanshen2Nextlvl
144,ultWushi4,ultWushi4e1,0,0,100,0,9,0,icon_ultWushi4,ultWushi4Name,ultWushi4Tips,0,1,,ultWushi4Description,,
145,ultWushi3,ultWushi3e1,25,3,100,0,8,0.002,icon_ultWushi3,ultWushi3Name,ultWushi3Tips,0.175,0,,ultWushi3Description,ultWushi3Curlvl,ultWushi3Nextlvl
146,ultXiyiren4,ultXiyiren4e1,25,3,100,0,8,0.002,icon_ultXiyiren4,ultXiyiren4Name,ultXiyiren4Tips,0.175,0,,ultXiyiren4Description,ultXiyiren4Curlvl,ultXiyiren4Nextlvl
147,ultXiyiren2,ultXiyiren2e1,0,0,100,0,9,0,icon_ultXiyiren2,ultXiyiren2Name,ultXiyiren2Tips,0,1,,ultXiyiren2Description,,
148,ultMantuoluo2,ultMantuoluo2e1,0,0,100,0,9,0.005,icon_ultMantuoluo2,ultMantuoluo2Name,ultMantuoluo2Tips,0.55,1,,ultMantuoluo2Description,ultMantuoluo2Curlvl,ultMantuoluo2Nextlvl
149,ultHetong3,ultHetong3e1,0,0,100,0,9,0.01,icon_ultXiaochou3,ultHetong3Name,ultHetong3Tips,1.95,1,,ultHetong3Description,ultHetong3Curlvl,ultHetong3Nextlvl
150,ultLonggongtongzi3,ultLonggongtongzi3e1,0,0,100,0,9,0.005,icon_ultLonggongtongzi3,ultLonggongtongzi3Name,ultLonggongtongzi3Tips,0.5,1,,ultLonggongtongzi3Description,ultLonggongtongzi3Curlvl,ultLonggongtongzi3Nextlvl
151,ultLangren5,ultLangren5e1,25,3,100,0,9,0.015,icon_ultMengyan5,ultLangren5Name,ultLangren5Tips,1.75,0,,ultLangren5Description,ultLangren5Curlvl,ultLangren5Nextlvl
152,ultLangren3,ultLangren3e1,0,0,100,0,9,0,icon_ultLangren3,ultLangren3Name,ultLangren3Tips,0,1,,ultLangren3Description,,
153,ultKairuisi5,ultKairuisi5e1,0,0,100,0,9,0,icon_ultKairuisi5,ultKairuisi5Name,ultKairuisi5Tips,0,1,,ultKairuisi5Description,,
154,ultNvyao5,ultNvyao5e1,0,0,100,0,9,0.03,icon_ultNvyao5,ultNvyao5Name,ultNvyao5Tips,4.4,0,,ultNvyao5Description,ultNvyao5Curlvl,ultNvyao5Nextlvl
155,ultHapi1,ultHapi1e1,0,0,100,0,9,0.003,icon_ultHapi1,ultHapi1Name,ultHapi1Tips,0.34,1,,ultHapi1Description,ultHapi1Curlvl,ultHapi1Nextlvl
156,ultPiying5,ultPiying5e1,0,0,100,0,9,0.015,icon_ultPiying5,ultPiying5Name,ultPiying5Tips,2,1,,ultPiying5Description,ultPiying5Curlvl,ultPiying5Nextlvl
157,ultShuigui3,ultShuigui3e1,0,0,100,0,9,0,icon_ultShuigui3,ultShuigui3Name,ultShuigui3Tips,0,1,,ultShuigui3Description,,
158,psvXiaochou3,psvXiaochou3e1,0,0,0,0,4,0,icon_psvXiaochou3,psvXiaochou3Name,psvXiaochou3Tips,0,0,,psvXiaochou3Description,,
159,psvXiaochou4,psvXiaochou4e1,0,0,0,0,4,0,icon_psvXiaochou4,psvXiaochou4Name,psvXiaochou4Tips,0,0,,psvXiaochou4Description,,
160,psvKairuisi4,psvKairuisi4e1,0,0,0,0,4,0,icon_psvKairuisi4,psvKairuisi4Name,psvKairuisi4Tips,0,0,,psvKairuisi4Description,,
161,psvHetong2,psvHetong2e1,0,0,0,0,4,0,icon_psvHetong2,psvHetong2Name,psvHetong2Tips,0,0,,psvHetong2Description,,
162,psvWagui3,psvWagui3e1,0,0,0,0,4,0,icon_psvWagui3,psvWagui3Name,psvWagui3Tips,0,0,,psvWagui3Description,,
163,psvHuapo2,psvHuapo2e1,0,0,0,0,4,0,icon_psvHuapo2,psvHuapo2Name,psvHuapo2Tips,0,0,,psvHuapo2Description,,
164,psvCike4,psvCike4e1,0,0,0,0,4,0,icon_psvCike4,psvCike4Name,psvCike4Tips,0,0,,psvCike4Description,,
165,psvLangren3,psvLangren3e1,0,0,0,0,4,0,icon_psvBingyan3,psvLangren3Name,psvLangren3Tips,0,0,,psvLangren3Description,,
166,psvPanshen2,psvPanshen2e1,0,0,0,0,4,0,icon_psvPanshen2,psvPanshen2Name,psvPanshen2Tips,0,0,attackPlantSmashStrong,psvPanshen2Description,,
167,psvWushi4,psvWushi4e1,0,0,0,0,4,0,icon_psvWushi4,psvWushi4Name,psvWushi4Tips,0,0,,psvWushi4Description,,
168,psvWushi3,psvWushi3e1,0,0,0,0,4,0,icon_psvWushi3,psvWushi3Name,psvWushi3Tips,0,0,psvWushi3,psvWushi3Description,,
169,psvXiyiren4,psvXiyiren4e1,0,0,0,0,4,0,icon_psvXiyiren4,psvXiyiren4Name,psvXiyiren4Tips,0,0,,psvXiyiren4Description,,
170,psvXiyiren2,psvXiyiren2e1,0,0,0,0,4,0,icon_psvXiyiren2,psvXiyiren2Name,psvXiyiren2Tips,0,0,,psvXiyiren2Description,,
171,psvMantuoluo2,psvMantuoluo2e1,0,0,0,0,4,0,icon_psvMantuoluo2,psvMantuoluo2Name,psvMantuoluo2Tips,0,0,,psvMantuoluo2Description,,
172,psvHetong3,psvHetong3e1,0,0,0,0,4,0,icon_psvHetong3,psvHetong3Name,psvHetong3Tips,0,0,psvHetong3,psvHetong3Description,,
173,psvLonggongtongzi3,psvLonggongtongzi3e1,0,0,0,0,4,0,icon_psvLonggongtongzi3,psvLonggongtongzi3Name,psvLonggongtongzi3Tips,0,0,,psvLonggongtongzi3Description,,
174,psvLangren5,psvLangren5e1,0,0,0,0,4,0,icon_psvLangren5,psvLangren5Name,psvLangren5Tips,0,0,,psvLangren5Description,,
175,psvKairuisi5,psvKairuisi5e1,0,0,0,0,4,0,icon_psvKairuisi5,psvKairuisi5Name,psvKairuisi5Tips,0,0,,psvKairuisi5Description,,
176,psvNvyao5,psvNvyao5e1,0,0,0,0,4,0,icon_psvNvyao5,psvNvyao5Name,psvNvyao5Tips,0,0,,psvNvyao5Description,,
177,psvHapi1,psvHapi1e1,0,0,0,0,4,0,icon_psvHapi1,psvHapi1Name,psvHapi1Tips,0,0,,psvHapi1Description,,
178,psvPiying5,psvPiying5e1,0,0,0,0,4,0,icon_psvPiying5,psvPiying5Name,psvPiying5Tips,0,0,,psvPiying5Description,,
179,psvShuigui3,psvShuigui3e1,0,0,0,0,4,0,icon_psvShuigui3,psvShuigui3Name,psvShuigui3Tips,0,0,,psvShuigui3Description,,
180,bossdajie12Mantuoluo21,bossdajie12Mantuoluo21e1,0,0,0,50,0,0,icon_attackPlantSlight,bossdajie12Mantuoluo21Name,bossdajie12Mantuoluo21Tips,0,0,,,,
181,bossdajie12Mantuoluo22,bossdajie12Mantuoluo22e1,0,0,0,50,1,0,icon_ultHuapo2,bossdajie12Mantuoluo22Name,bossdajie12Mantuoluo22Tips,0,1,,,,
182,bossdajie12Mantuoluo23,bossdajie12Mantuoluo23e1,0,0,0,50,2,0,icon_magicCureMedium,bossdajie12Mantuoluo23Name,bossdajie12Mantuoluo23Tips,0,0,,,,
183,bossdajie12Mantuoluo24,bossdajie12Mantuoluo24e1,0,0,0,50,2,0,icon_ultMantuoluo2,bossdajie12Mantuoluo24Name,bossdajie12Mantuoluo24Tips,0,0,,,,
184,bossdajie15Langren31,bossdajie15Langren31e1,0,0,0,50,0,0,icon_attackWaterMedium,bossdajie15Langren31Name,bossdajie15Langren31Tips,0,0,,,,
185,bossdajie15Langren32,bossdajie15Langren32e1,0,0,0,50,5,0,icon_buffDefense,bossdajie15Langren32Name,bossdajie15Langren32Tips,0,0,,,,
186,bossdajie15Langren33,bossdajie15Langren33e1,0,0,0,50,4,0,,bossdajie15Langren32Name,,0,0,,,,
187,bossdajie15Langren34,bossdajie15Langren34e1,0,0,0,50,0,0,icon_bossdajie13Langren34,bossdajie15Langren34Name,bossdajie15Langren34Tips,0,0,,,,
188,bossdajie15Langren35,,0,0,0,50,4,0,,,,0,0,bossdajie15Langren32,,,
189,bossdajie14Piying51,bossdajie14Piying51e1,0,0,0,50,1,0,icon_magicEarthStrong,bossdajie14Piying51Name,bossdajie14Piying51Tips,0,0,,,,
190,bossdajie14Piying52,bossdajie14Piying52e1,0,0,0,50,6,0,icon_ultKairuisi5,bossdajie14Piying52Name,bossdajie14Piying52Tips,0,1,,,,
191,bossdajie14Piying53,bossdajie14Piying53e1,0,0,0,50,6,0,icon_debuffAttack,bossdajie14Piying53Name,bossdajie14Piying53Tips,0,1,,,,
192,bossdajie14Piying54,bossdajie14Piying54e1,0,0,0,50,1,0,icon_ultPiying5,bossdajie14Piying54Name,bossdajie14Piying54Tips,0,1,,,,
193,bossdajie14Piying55,bossdajie14Piying55e1,0,0,0,50,1,0,icon_debuffMagic,bossdajie14Piying55Name,bossdajie14Piying55Tips,0,1,,,,
194,bossdajie17Huapo21,bossdajie17Huapo21e1,0,0,0,50,0,0,icon_attackPlantStrong,bossdajie17Huapo21Name,bossdajie17Huapo21Tips,0,0,,,,
195,bossdajie17Huapo22,bossdajie17Huapo22e1,0,0,0,50,1,0,icon_magicPlantSlight,bossdajie17Huapo22Name,bossdajie17Huapo22Tips,0,0,,,,
196,bossdajie17Huapo23,bossdajie17Huapo23e1,0,0,0,50,0,0,icon_ultHuapo2,bossdajie17Huapo23Name,bossdajie17Huapo23Tips,0,0,,,,
197,bossdajie17Huapo24,bossdajie17Huapo24e1,0,0,0,50,0,0,,bossdajie17Huapo23Name,,0,0,,,,
198,bossdajie16Zouyincao21,bossdajie16Zouyincao21e1,0,0,0,50,0,0,icon_attackPlantSlight,bossdajie16Zouyincao21Name,bossdajie16Zouyincao21Tips,0,0,,,,
199,bossdajie16Zouyincao22,bossdajie16Zouyincao22e1,0,0,0,50,1,0,icon_bossdajie17Zouyincao22,bossdajie16Zouyincao22Name,bossdajie16Zouyincao22Tips,0,1,,,,
200,bossdajie16Zouyincao23,bossdajie16Zouyincao23e1,0,0,0,50,5,0,icon_buffMagic,bossdajie16Zouyincao23Name,bossdajie16Zouyincao23Tips,0,0,,,,
201,bossxiaoxiang21Wushi41,bossxiaoxiang21Wushi41e1,0,0,0,50,1,0,icon_magicFireStrong,bossxiaoxiang21Wushi41Name,bossxiaoxiang21Wushi41Tips,0,0,,,,
202,bossxiaoxiang21Wushi42,bossxiaoxiang21Wushi42e1,0,0,0,50,5,0,icon_buffMagic,bossxiaoxiang21Wushi42Name,bossxiaoxiang21Wushi42Tips,0,0,,,,
203,bossxiaoxiang21Wushi43,bossxiaoxiang21Wushi43e1,0,0,0,50,4,0,icon_psvWushi4,bossxiaoxiang21Wushi43Name,bossxiaoxiang21Wushi43Tips,0,0,,,,
204,bossxiaoxiang21Wushi44,bossxiaoxiang21Wushi44e1,0,0,0,50,1,0,icon_ultWushi4,bossxiaoxiang21Wushi44Name,bossxiaoxiang21Wushi44Tips,0,1,,,,
205,bossxiaoxiang22Xiyiren21,bossxiaoxiang22Xiyiren21e1,0,0,0,50,0,0,icon_ultXiyiren2,bossxiaoxiang22Xiyiren21Name,bossxiaoxiang22Xiyiren21Tips,0,0,,,,
206,bossxiaoxiang22Xiyiren22,bossxiaoxiang22Xiyiren22e1,0,0,0,50,1,0,icon_magicPlantSlight,bossxiaoxiang22Xiyiren22Name,bossxiaoxiang22Xiyiren22Tips,0,0,,,,
207,bossxiaoxiang22Xiyiren23,bossxiaoxiang22Xiyiren23e1,0,0,0,50,5,0,icon_buffDefense,bossxiaoxiang22Xiyiren23Name,bossxiaoxiang22Xiyiren23Tips,0,0,,,,
208,bossxiaoxiang22Xiyiren24,bossxiaoxiang22Xiyiren24e1,0,0,0,50,0,0,icon_attackPlantStrong,bossxiaoxiang22Xiyiren24Name,bossxiaoxiang22Xiyiren24Tips,0,1,,,,
209,bossxiaoxiang23Panshen21,,0,0,0,50,4,0,icon_psvPanshen2,bossxiaoxiang23Panshen21Name,bossxiaoxiang23Panshen21Tips,0,0,bossxiaoxiang23Panshen22,,,
210,bossxiaoxiang23Panshen22,bossxiaoxiang23Panshen22e1,0,0,0,50,0,0,icon_attackPlantStrong,bossxiaoxiang23Panshen22Name,bossxiaoxiang23Panshen22Tips,0,0,,,,
211,bossxiaoxiang23Panshen23,bossxiaoxiang23Panshen23e1,0,0,0,50,5,0,icon_buffSpeed,bossxiaoxiang23Panshen23Name,bossxiaoxiang23Panshen23Tips,0,0,,,,
212,bossxiaoxiang23Panshen24,bossxiaoxiang23Panshen24e1,0,0,0,50,0,0,icon_ultPanshen2,bossxiaoxiang23Panshen24Name,bossxiaoxiang23Panshen24Tips,0,0,,,,
213,bossxiaoxiang24Shuigui31,bossxiaoxiang24Shuigui31e1,0,0,0,50,1,0,icon_magicWaterStrong,bossxiaoxiang24Shuigui31Name,bossxiaoxiang24Shuigui31Tips,0,0,,,,
214,bossxiaoxiang24Shuigui32,bossxiaoxiang24Shuigui32e1,0,0,0,50,5,0,icon_buffMagic,bossxiaoxiang24Shuigui32Name,bossxiaoxiang24Shuigui32Tips,0,0,,,,
215,bossxiaoxiang24Shuigui33,bossxiaoxiang24Shuigui33e1,0,0,0,50,1,0,icon_ultShuigui3,bossxiaoxiang24Shuigui33Name,bossxiaoxiang24Shuigui33Tips,0,1,,,,
216,bossxiaoxiang24Shuigui34,bossxiaoxiang24Shuigui34e1,0,0,0,50,1,0,,bossxiaoxiang24Shuigui33Name,,0,1,,,,
217,bossxiaoxiang25Kairuisi51,bossxiaoxiang25Kairuisi51e1,0,0,0,50,1,0,icon_magicEarthStrong,bossxiaoxiang25Kairuisi51Name,bossxiaoxiang25Kairuisi51Tips,0,0,,,,
218,bossxiaoxiang25Kairuisi52,bossxiaoxiang25Kairuisi52e1,0,0,0,50,0,0,icon_attackEarthSlight,bossxiaoxiang25Kairuisi52Name,bossxiaoxiang25Kairuisi52Tips,0,0,,,,
219,bossxiaoxiang25Kairuisi53,bossxiaoxiang25Kairuisi53e1,0,0,0,50,6,0,icon_debuffDefense,bossxiaoxiang25Kairuisi53Name,bossxiaoxiang25Kairuisi53Tips,0,1,,,,
220,bossxiaoxiang25Kairuisi54,bossxiaoxiang25Kairuisi54e1,0,0,0,50,1,0,icon_bossxiaoxiang25Kairuisi54,bossxiaoxiang25Kairuisi54Name,bossxiaoxiang25Kairuisi54Tips,0,0,,,,
221,bossxiaoxiang25Kairuisi55,bossxiaoxiang25Kairuisi55e1,0,0,0,50,1,0,,bossxiaoxiang25Kairuisi54Name,,0,0,,,,
222,bossxiaoxiang26Longgongtongzi31,bossxiaoxiang26Longgongtongzi31e1,0,0,0,50,1,0,icon_magicWaterStrong,bossxiaoxiang26Longgongtongzi31Name,bossxiaoxiang26Longgongtongzi31Tips,0,0,,,,
223,bossxiaoxiang26Longgongtongzi32,bossxiaoxiang26Longgongtongzi32e1,0,0,0,50,1,0,icon_bossxiaoxiang26Longgongtongzi32,bossxiaoxiang26Longgongtongzi32Name,bossxiaoxiang26Longgongtongzi32Tips,0,1,,,,
224,bossxiaoxiang26Longgongtongzi33,bossxiaoxiang26Longgongtongzi33e1,0,0,0,50,4,0,icon_bossxiaoxiang26Longgongtongzi33,bossxiaoxiang26Longgongtongzi33Name,bossxiaoxiang26Longgongtongzi33Tips,0,0,,,,
225,bossxiaoxiang26Longgongtongzi34,bossxiaoxiang26Longgongtongzi34e1,0,0,0,50,2,0,icon_magicCureMedium,bossxiaoxiang26Longgongtongzi34Name,bossxiaoxiang26Longgongtongzi34Tips,0,0,,,,
226,bossxiaoxiang27Hetong21,bossxiaoxiang27Hetong21e1,0,0,0,50,1,0,icon_ultHuapo2,bossxiaoxiang27Hetong21Name,bossxiaoxiang27Hetong21Tips,0,1,,,,
227,bossxiaoxiang27Hetong22,bossxiaoxiang27Hetong22e1,0,0,0,50,11,0,icon_debuffPlantDotMedium,bossxiaoxiang27Hetong22Name,bossxiaoxiang27Hetong22Tips,0,0,,,,
228,bossxiaoxiang27Hetong23,bossxiaoxiang27Hetong23e1,0,0,0,50,4,0,icon_buffMagic,bossxiaoxiang27Hetong23Name,bossxiaoxiang27Hetong23Tips,0,0,,,,
229,bossxiaoxiang27Hetong24,bossxiaoxiang27Hetong24e1,0,0,0,50,1,0,icon_ultWendige2,bossxiaoxiang27Hetong24Name,bossxiaoxiang27Hetong24Tips,0,0,,,,
230,dispelPassive,dispelPassivee1,0,0,0,50,1,0,,,,0,0,,,,
231,bossxiaoxiang28Muling21,bossxiaoxiang28Muling21e1,0,0,0,50,1,0,icon_bossxiaoxiang28Muling21,bossxiaoxiang28Muling21Name,bossxiaoxiang28Muling21Tips,0,0,,,,
232,bossxiaoxiang28Muling22,bossxiaoxiang28Muling22e1,0,0,0,50,1,0,icon_bossxiaoxiang28Muling22,bossxiaoxiang28Muling22Name,bossxiaoxiang28Muling22Tips,0,1,,,,
233,bossxiaoxiang28Muling23,bossxiaoxiang28Muling23e1,0,0,0,50,1,0,icon_bossxiaoxiang28Muling23,bossxiaoxiang28Muling23Name,bossxiaoxiang28Muling23Tips,0,0,,,,
234,bossxiaoxiang28Muling24,bossxiaoxiang28Muling24e1,0,0,0,50,1,0,icon_bossxiaoxiang28Muling24,bossxiaoxiang28Muling24Name,bossxiaoxiang28Muling24Tips,0,1,,,,
235,bossAmute1,bossAmute1e1,0,0,0,50,1,0,icon_attackSmashStrong,bossAmute1Name,bossAmute1Tips,0,0,,,,
236,bossAmute2,bossAmute2e1,0,0,0,50,1,0,icon_attackSmashStrong,bossAmute2Name,bossAmute2Tips,0,1,,,,
237,bossAmute3,bossAmute3e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
238,ultWendige3,ultWendige3e1,25,3,100,0,8,0.002,icon_ultWendige3,ultWendige3Name,ultWendige3Tips,0.115,0,,ultWendige3Description,ultWendige3Curlvl,ultWendige3Nextlvl
239,ultWendige2,ultWendige2e1,25,3,100,0,8,0.002,icon_ultWendige2,ultWendige2Name,ultWendige2Tips,0.115,0,,ultWendige2Description,ultWendige2Curlvl,ultWendige2Nextlvl
240,ultLongnv3,ultLongnv3e1,0,0,100,0,9,0.01,icon_ultLongnv3,ultLongnv3Name,ultLongnv3Tips,2,1,,ultLongnv3Description,ultLongnv3Curlvl,ultLongnv3Nextlvl
241,ultMomo1,ultMomo1e1,0,0,100,0,9,0.005,icon_ultMomo1,ultMomo1Name,ultMomo1Tips,0.7,1,,ultMomo1Description,ultMomo1Curlvl,ultMomo1Nextlvl
