#NUM,NUM,TEXT,TEXT,NUM,TEXT,TEXT,NUM,TEXT
id,page,comments,name,cycle,goalType,goalParam,goalCount,reward
238,216,累计钻石十连抽50次,216_name7,1,eggdiamond10,,50,216_reward7
239,217,神话守护者胜利1次,217_name1,2,mythowin,,1,217_reward1
240,217,神话守护者胜利5次,217_name2,2,mythowin,,5,217_reward2
241,217,神话守护者胜利9次,217_name3,2,mythowin,,9,217_reward3
242,217,同一个时间段内进行boss挑战1次,217_name4,2,bossbattle,,1,217_reward4
243,217,同一个时间段内进行boss挑战5次,217_name5,2,bossbattle,,5,217_reward5
244,217,同一个时间段内进行boss挑战9次,217_name6,2,bossbattle,,9,217_reward6
245,217,竞技场挑战1次,217_name7,2,arenaenter,,1,217_reward7
246,217,竞技场挑战5次,217_name8,2,arenaenter,,5,217_reward8
247,217,竞技场挑战10次,217_name9,2,arenaenter,,10,217_reward9
248,217,大冒险奖励1次,217_name10,2,adventure,,1,217_reward10
249,217,大冒险奖励5次,217_name11,2,adventure,,5,217_reward11
250,217,大冒险奖励10次,217_name12,2,adventure,,10,217_reward12
251,217,完成一次公会许愿,217_name13,2,guildpray,,1,217_reward13
