TEXT,NUM,NUM,NUM,NUM,TEXT,NUM,NUM,TEXT,TEXT,FLOAT,TEXT,NUM,FLOAT,NUM,NUM,TEXT,NUM,NUM,NUM,TEXT,FLOAT
physicdebuffEarthDotMediume1,2,1,0,0,,,,,physicdebuffEarthDotMediume2,1.5,"""""",,,,,,12345,,,,1
physicdebuffEarthDotMediume2,4,1,0,,,,,,,,,,,,,physicdebuffEarthDotMediumb1,12345,,,,1
physicdebuffEarthDotMediume3,3,1,0,0,,,,,,,,0,0.8,0,5,,12345,,,,1
physicdebuffEarthDotStronge1,2,1,0,0,,,,,physicdebuffEarthDotStronge2,1.5,"""""",,,,,,12345,,,,1
physicdebuffEarthDotStronge2,4,1,0,0,,,,,,,,,,,,physicdebuffEarthDotStrongb1,12345,,,,1
physicdebuffEarthDotStronge3,3,1,0,0,,,,,,,,0,0.97,0,5,,12345,,0,,1
magicdebuffFireDotSlighte1,2,1,0,0,,,,,magicdebuffFireDotSlighte2,1.5,"""""",,,,,,12345,,,,1
magicdebuffFireDotSlighte2,4,1,0,,,,,,,,,,,,,magicdebuffFireDotSlightb1,12345,,,,1
magicdebuffFireDotSlighte3,3,1,0,0,,,,,,,,1,0.7,0,4,,12345,,,,1
magicdebuffFireDotMediume1,2,1,0,0,,,,,magicdebuffFireDotMediume2,1.5,"""""",,,,,,12345,,,,1
magicdebuffFireDotMediume2,4,1,0,,,,,,,,,,,,,magicdebuffFireDotMediumb1,12345,,,,1
magicdebuffFireDotMediume3,3,1,0,0,,,,,,,,1,0.8,0,4,,12345,,,,1
magicdebuffFireDotStronge1,2,1,0,0,,,,,magicdebuffFireDotStronge2,1.5,"""""",,,,,,12345,,,,1
magicdebuffFireDotStronge2,4,1,0,,,,,,,,,,,,,magicdebuffFireDotStrongb1,12345,,,,1
magicdebuffFireDotStronge3,3,1,0,0,,,,,,,,1,0.97,0,4,,12345,,,,1
magicdebuffWaterDotSlighte1,2,1,0,0,,,,,magicdebuffWaterDotSlighte2,1.5,"""""",,,,,,12345,,,,1
magicdebuffWaterDotSlighte2,4,1,0,,,,,,,,,,,,,magicdebuffWaterDotSlightb1,12345,,,,1
magicdebuffWaterDotSlighte3,3,1,0,0,,,,,,,,1,0.7,0,3,,12345,,,,1
magicdebuffWaterDotMediume1,2,1,0,0,,,,,magicdebuffWaterDotMediume2,1.5,"""""",,,,,,12345,,,,1
magicdebuffWaterDotMediume2,4,1,0,,,,,,,,,,,,,magicdebuffWaterDotMediumb1,12345,,,,1
magicdebuffWaterDotMediume3,3,1,0,0,,,,,,,,1,0.8,0,3,,12345,,,,1
magicdebuffWaterDotStronge1,2,1,0,0,,,,,magicdebuffWaterDotStronge2,1.5,"""""",,,,,,12345,,,,1
magicdebuffWaterDotStronge2,4,1,0,,,,,,,,,,,,,magicdebuffWaterDotStrongb1,12345,,,,1
magicdebuffWaterDotStronge3,3,1,0,0,,,,,,,,1,0.97,0,3,,12345,,,,1
magicdebuffPlantDotSlighte1,2,1,0,0,,,,,magicdebuffPlantDotSlighte2,1.5,"""""",,,,,,12345,,,,1
magicdebuffPlantDotSlighte2,4,1,0,,,,,,,,,,,,,magicdebuffPlantDotSlightb1,12345,,,,1
magicdebuffPlantDotSlighte3,3,1,0,0,,,,,,,,1,0.7,0,2,,12345,,,,1
magicdebuffPlantDotMediume1,2,1,0,0,,,,,magicdebuffPlantDotMediume2,1.5,"""""",,,,,,12345,,,,1
magicdebuffPlantDotMediume2,4,1,0,,,,,,,,,,,,,magicdebuffPlantDotMediumb1,12345,,,,1
magicdebuffPlantDotMediume3,3,1,0,0,,,,,,,,1,0.8,0,2,,12345,,,,1
magicdebuffPlantDotStronge1,2,1,0,0,,,,,magicdebuffPlantDotStronge2,1.5,"""""",,,,,,12345,,,,1
magicdebuffPlantDotStronge2,4,1,0,,,,,,,,,,,,,magicdebuffPlantDotStrongb1,12345,,,,1
magicdebuffPlantDotStronge3,3,1,0,0,,,,,,,,1,0.97,0,2,,12345,,,,1
magicdebuffMetalDotSlighte1,2,1,0,0,,,,,magicdebuffMetalDotSlighte2,1.5,"""""",,,,,,12345,,,,1
magicdebuffMetalDotSlighte2,4,1,0,,,,,,,,,,,,,magicdebuffMetalDotSlightb1,12345,,,,1
magicdebuffMetalDotSlighte3,3,1,0,0,,,,,,,,1,0.7,0,1,,12345,,,,1
magicdebuffMetalDotMediume1,2,1,0,0,,,,,magicdebuffMetalDotMediume2,1.5,"""""",,,,,,12345,,,,1
magicdebuffMetalDotMediume2,4,1,0,,,,,,,,,,,,,magicdebuffMetalDotMediumb1,12345,,,,1
magicdebuffMetalDotMediume3,3,1,0,0,,,,,,,,1,0.8,0,1,,12345,,,,1
magicdebuffMetalDotStronge1,2,1,0,0,,,,,magicdebuffMetalDotStronge2,1.5,"""""",,,,,,12345,,,,1
magicdebuffMetalDotStronge2,4,1,0,,,,,,,,,,,,,magicdebuffMetalDotStrongb1,12345,,,,1
magicdebuffMetalDotStronge3,3,1,0,0,,,,,,,,1,0.97,0,1,,12345,,,,1
magicdebuffEarthDotSlighte1,2,1,0,0,,,,,magicdebuffEarthDotSlighte2,1.5,"""""",,,,,,12345,,,,1
magicdebuffEarthDotSlighte2,4,1,0,,,,,,,,,,,,,magicdebuffEarthDotSlightb1,12345,,,,1
magicdebuffEarthDotSlighte3,3,1,0,0,,,,,,,,1,0.7,0,5,,12345,,,,1
magicdebuffEarthDotMediume1,2,1,0,0,,,,,magicdebuffEarthDotMediume2,1.5,"""""",,,,,,12345,,,,1
magicdebuffEarthDotMediume2,4,1,0,,,,,,,,,,,,,magicdebuffEarthDotMediumb1,12345,,,,1
magicdebuffEarthDotMediume3,3,1,0,0,,,,,,,,1,0.8,0,5,,12345,,,,1
magicdebuffEarthDotStronge1,2,1,0,0,,,,,magicdebuffEarthDotStronge2,1.5,"""""",,,,,,12345,,,,1
magicdebuffEarthDotStronge2,4,1,0,0,,,,,,,,,,,,magicdebuffEarthDotStrongb1,12345,,,,1
magicdebuffEarthDotStronge3,3,1,0,0,,,,,,,,1,0.97,0,5,,12345,,0,,1
buffInterrupte1,2,1,0,0,,,,,buffInterrupte2,0,"""""",,,,,,12345,,,,1
buffInterrupte2,4,1,0,,,,,,,,,,,,,Interruptb1,12345,,,,1
ultXiaochou3e1,1,1,0,0,,,1,ultXiaochou3e2,,,"""""",,,,,,12345,,,,1
ultXiaochou3e2,2,1,0,0,,,,,ultXiaochou3e3,0,,,,,,,12345,,,,1
ultXiaochou3e3,4,1,0,0,,,,,,,,,,,,ultXiaochou3b1,12345,,,,1
ultXiaochou3e4,3,1,0,0,,,,,,,,1,2.5,0,3,,12345,,,,1
ultXiaochou4e1,5,1,0,0,,,,,,,IsDazhaoManaged|ultXiaochou4e3;Default|ultXiaochou4e2;,,,,,,12345,,,,1
ultXiaochou4e2,3,1,0,0,,,,,,,,1,0.1,0,4,,12345,,,ultXiaochou4e4,1
ultXiaochou4e3,2,1,0,0,,,,,ultXiaochou4Cast,0,0|ultXiaochou4e2;0.18|ultXiaochou4e2;,,,,,,12345,,,,1
ultXiaochou4e4,4,1,0,,,,,,,,,,,,,magicdebuffFireDotSlightb1,12345,,,,0.4
ultXiaochou4Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultKairuisi4e1,1,1,0,0,,,1,ultKairuisi4e2,,,"""""",,,,,,12345,,,,1
ultKairuisi4e2,2,1,0,0,,,,,ultKairuisi4e3,0,,,,,,,12345,,,,1
ultKairuisi4e3,3,1,0,0,,,,,,,,1,1.6,0,4,,12345,,,ultKairuisi4e4,1
ultKairuisi4e4,2,1,0,0,,,,,ultKairuisi4e5,0.2,,,,,,,12345,,,,1
ultKairuisi4e5,3,1,0,0,,,,,,,,1,1.6,0,4,,12345,,,ultKairuisi4e6,0.5
ultKairuisi4e6,2,1,0,0,,,,,ultKairuisi4e7,0.2,,,,,,,12345,,,,1
ultKairuisi4e7,3,1,0,0,,,,,,,,1,1.6,0,4,,12345,,,,0.5
ultHetong2e1,5,1,0,0,,,,,,,IsDazhaoManaged|ultHetong2e3;Default|ultHetong2e2;,,,,,,12345,,,,1
ultHetong2e2,5,1,0,0,,,,,,,IsFiretarget|ultHetong2e4;Default|ultHetong2e5;,,,,,,12345,,,,1
ultHetong2e4,3,1,0,0,,,,,,,,1,0.22,0,2,,12345,,,,1
ultHetong2e5,3,1,0,0,,,,,,,,1,0.175,0,2,,12345,,,,1
ultHetong2e3,2,1,0,0,,,,,ultHetong2Cast,0,0|ultHetong2e2;0.18|ultHetong2e2;,,,,,,12345,,,,1
ultHetong2Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultWagui3e1,5,1,0,0,,,,,,,ContainsDespeedBufftarget|ultWagui3e4;Default|ultWagui3e2;,,,,,,12345,,,,1
ultWagui3e2,2,1,0,0,,,,,ultWagui3e3,0,,,,,,,12345,,,,1
ultWagui3e3,3,1,0,0,,,,,,,,1,3.5,0,3,,12345,,,,1
ultWagui3e4,2,1,0,0,,,,,ultWagui3e5,0,,,,,,,12345,,,,1
ultWagui3e5,3,1,0,0,,,,,,,,1,3.5,0,3,,12345,,,ultWagui3e6,1
ultWagui3e6,4,1,0,0,,,,,,,,,,,,magicdebuffWaterDotSlightb1,12345,,,,1
ultHuapo2e1,5,1,0,0,,,,,,,IsDazhaoManaged|ultHuapo2e3;Default|ultHuapo2e2;,,,,,,12345,,,,1
ultHuapo2e2,5,1,0,0,,,,,,,IsWater|ultHuapo2e5;Default|ultHuapo2e4;,,,,,,12345,,,,1
ultHuapo2e4,5,1,0,0,,,,,,,IsFiretarget|ultHuapo2e6;Default|ultHuapo2e7;,,,,,,12345,,,,1
ultHuapo2e5,3,1,0,0,,,,,,,,0,0.2,0,2,,12345,,,,1
ultHuapo2e6,3,1,0,0,,,,,,,,0,0.15,0,2,,12345,,,,1
ultHuapo2e7,3,1,0,0,,,,,,,,0,0.175,0,2,,12345,,,,1
ultHuapo2e3,2,1,0,0,,,,,ultHuapo2Cast,0,0|ultHuapo2e2;0.18|ultHuapo2e2;,,,,,,12345,,,,1
ultHuapo2Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultCike4e1,5,1,0,0,,,,,,,LifeLower50caster|ultCike4e5;Default|ultCike4e2;,,,,,,12345,,,,1
ultCike4e2,1,1,0,0,,,1,ultCike4e3,,,"""""",,,,,,12345,,,,1
ultCike4e3,2,1,0,0,,,,,ultCike4e4,0,,,,,,,12345,,,,1
ultCike4e4,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
ultCike4e5,0,1,0,0,"[""ultCike4e6"",""ultCike4e9""]",,,,,,,,,,,,12345,,,,1
ultCike4e6,1,1,0,0,,,1,ultCike4e7,,,"""""",,,,,,12345,,,,1
ultCike4e7,2,1,0,0,,,,,ultCike4e8,0,,,,,,,12345,,,,1
ultCike4e8,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
ultCike4e9,4,1,1,0,,,,,,,,,,,,buffDefenseSelfb1,12345,,,,1
ultPanshen2e1,5,1,0,0,,,,,,,IsDazhaoManaged|ultPanshen2e3;Default|ultPanshen2e2;,,,,,,12345,,,,1
ultPanshen2e2,3,1,0,0,,,,,,,,0,0.175,0,2,,12345,,,,1
ultPanshen2e3,2,1,0,0,,,,,ultPanshen2Cast,0,0|ultPanshen2e2;0.18|ultPanshen2e2;,,,,,,12345,,,,1
ultPanshen2Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultWushi4e1,1,1,0,0,,,0,ultWushi4e2,,,"""""",,,,,,12345,,,,1
ultWushi4e2,2,1,0,0,,,,,ultWushi4e3,0,,,,,,,12345,,,,1
ultWushi4e3,0,1,0,0,"[""ultWushi4e4"",""ultWushi4e5""]",,,,,,,,,,,,12345,,,,1
ultWushi4e4,4,1,0,0,,,,,,,,,,,,buffAttackb1,12345,,,,1
ultWushi4e5,4,1,0,0,,,,,,,,,,,,buffMagicb1,12345,,,,1
ultWushi3e1,5,1,0,0,,,,,,,IsDazhaoManaged|ultWushi3e3;Default|ultWushi3e2;,,,,,,12345,,,,1
ultWushi3e2,3,1,0,0,,,,,,,,1,0.175,0,3,,12345,,,,1
ultWushi3e3,2,1,0,0,,,,,ultWushi3Cast,0,0|ultWushi3e2;0.18|ultWushi3e2;,,,,,,12345,,,,1
ultWushi3Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultXiyiren4e1,5,1,0,0,,,,,,,IsDazhaoManaged|ultXiyiren4e3;Default|ultXiyiren4e2;,,,,,,12345,,,,1
ultXiyiren4e2,3,1,0,0,,,,,,,,0,0.175,0,4,,12345,,,,1
ultXiyiren4e3,2,1,0,0,,,,,ultXiyiren4Cast,0,0|ultXiyiren4e2;0.18|ultXiyiren4e2;,,,,,,12345,,,,1
ultXiyiren4Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultXiyiren2e1,1,1,0,0,,,1,ultXiyiren2e2,,,"""""",,,,,,12345,,,,1
ultXiyiren2e2,2,1,0,0,,,,,ultXiyiren2e3,0,,,,,,,12345,,,,1
ultXiyiren2e3,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
ultMantuoluo2e1,1,1,0,0,,,0,ultMantuoluo2e2,,,"""""",,,,,,12345,,,,1
ultMantuoluo2e2,2,1,0,0,,,,,ultMantuoluo2e3,0,,,,,,,12345,,,,1
ultMantuoluo2e3,3,1,0,0,,,,,,,,1,0.55,1,2,,12345,,,,1
ultHetong3e1,1,1,0,0,,,0,ultHetong3e2,,,"""""",,,,,,12345,,,,1
ultHetong3e2,2,1,0,0,,,,,ultHetong3e3,0,,,,,,,12345,,,,1
ultHetong3e3,4,1,0,0,,,,,,,,,,,,buffDefenseb1,12345,,,,1
ultLonggongtongzi3e1,1,1,0,0,,,0,ultLonggongtongzi3e2,,,"""""",,,,,,12345,,,,1
ultLonggongtongzi3e2,2,1,0,0,,,,,ultLonggongtongzi3e3,0,,,,,,,12345,,,,1
ultLonggongtongzi3e3,5,1,0,0,,,,,,,IsWater|ultLonggongtongzi3e4;Default|ultLonggongtongzi3e5;,,,,,,12345,,,,1
ultLonggongtongzi3e4,3,1,0,0,,,,,,,,1,0.75,1,3,,12345,,,,1
ultLonggongtongzi3e5,3,1,0,0,,,,,,,,1,0.5,1,3,,12345,,,,1
ultLangren5e1,5,1,0,0,,,,,,,ContainsDot|ultLangren5e2;Default|ultLangren5e8;,,,,,,12345,,,,1
ultLangren5e2,2,1,0,0,,,,,ultLangren5Cast,0,0.1|ultLangren5e3;,,,,,,12345,,,,1
ultLangren5e3,3,1,0,0,,,,,,,,0,1.75,0,5,,12345,,,ultLangren5e4,1
ultLangren5e4,2,1,0,0,,,,,ultLangren5Cast,0.25,0.1|ultLangren5e5;,,,,,,12345,,,,1
ultLangren5e5,3,1,0,0,,,,,,,,0,1.75,0,5,,12345,,,ultLangren5e6,1
ultLangren5e6,2,1,0,0,,,,,ultLangren5Cast,0.25,0.1|ultLangren5e7;,,,,,,12345,,,,1
ultLangren5e7,3,1,0,0,,,,,,,,0,1.75,0,5,,12345,,,,1
ultLangren5e8,2,1,0,0,,,,,ultLangren5Cast,0,0.1|ultLangren5e9;,,,,,,12345,,,,1
ultLangren5e9,3,1,0,0,,,,,,,,0,1.75,0,5,,12345,,,ultLangren5e10,1
ultLangren5e10,2,1,0,0,,,,,ultLangren5Cast,0.25,0.1|ultLangren5e11;,,,,,,12345,,,,0.75
ultLangren5e11,3,1,0,0,,,,,,,,0,1.75,0,5,,12345,,,ultLangren5e12,1
ultLangren5e12,2,1,0,0,,,,,ultLangren5Cast,0.25,0.1|ultLangren5e13;,,,,,,12345,,,,0.5
ultLangren5e13,3,1,0,0,,,,,,,,0,1.75,0,5,,12345,,,,1
ultLangren5Cast,2,1,1,0,,,,,,,,,,,,,12345,,,,1
ultLangren3e1,1,1,0,0,,,1,ultLangren3e2,,,"""""",,,,,,12345,,,,1
ultLangren3e2,2,1,0,0,,,,,ultLangren3e3,0,,,,,,,12345,,,,1
ultLangren3e3,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
ultKairuisi5e1,1,1,0,0,,,1,ultKairuisi5e2,,,"""""",,,,,,12345,,,,1
ultKairuisi5e2,2,1,0,0,,,,,ultKairuisi5e3,0,,,,,,,12345,,,,1
ultKairuisi5e3,4,1,0,0,,,,,,,,,,,,debuffAttackb1,12345,,,,1
ultNvyao5e1,2,1,0,0,,,,,ultNvyao5e2,0,,,,,,,12345,,,,1
ultNvyao5e2,5,1,0,0,,,,,,,IsFireWaterGrassDark|ultNvyao5e3;Default|ultNvyao5e4;,,,,,,12345,,,,1
ultNvyao5e3,3,1,0,0,,,,,,,,1,5.5,0,5,,12345,,,,1
ultNvyao5e4,3,1,0,0,,,,,,,,1,4.4,0,5,,12345,,,,1
ultNvyao1e1,2,1,0,0,,,,,ultNvyao1e2,0,,,,,,,12345,,,,1
ultNvyao1e2,5,1,0,0,,,,,,,IsFireWaterGrassLight|ultNvyao1e3;Default|ultNvyao1e4;,,,,,,12345,,,,1
ultNvyao1e3,3,1,0,0,,,,,,,,1,5.5,0,1,,12345,,,,1
ultNvyao1e4,3,1,0,0,,,,,,,,1,4.4,0,1,,12345,,,,1
ultHapi1e1,1,1,0,0,,,0,ultHapi1e2,,,"""""",,,,,,12345,,,,1
ultHapi1e2,2,1,0,0,,,,,ultHapi1e3,0,,,,,,,12345,,,,1
ultHapi1e3,3,1,0,0,,,,,,,,1,0.34,1,1,,12345,,,ultHapi1e4,1
ultHapi1e4,4,1,0,0,,,,,,,,,,,,buffHotb1,12345,,,,1
ultPiying5e1,2,1,0,0,,,,,ultPiying5e2,0,,,,,,,12345,,,,1
ultPiying5e2,3,1,0,0,,,,,,,,1,2,0,5,,12345,,,ultPiying5e3,1
ultPiying5e3,2,1,0,0,,,,,ultPiying5e4,0.3,,,,,,,12345,,,,0.5
ultPiying5e4,3,1,0,0,,,,,,,,1,2,0,5,,12345,,,ultPiying5e5,1
ultPiying5e5,2,1,0,0,,,,,ultPiying5e6,0.3,,,,,,,12345,,,,0.5
ultPiying5e6,3,1,0,0,,,,,,,,1,2,0,5,,12345,,,,1
ultPiying1e1,2,1,0,0,,,,,ultPiying1e2,0,,,,,,,12345,,,,1
ultPiying1e2,3,1,0,0,,,,,,,,1,2,0,1,,12345,,,ultPiying1e3,1
ultPiying1e3,2,1,0,0,,,,,ultPiying1e4,0.3,,,,,,,12345,,,,0.5
ultPiying1e4,3,1,0,0,,,,,,,,1,2,0,1,,12345,,,ultPiying1e5,1
ultPiying1e5,2,1,0,0,,,,,ultPiying1e6,0.3,,,,,,,12345,,,,0.5
ultPiying1e6,3,1,0,0,,,,,,,,1,2,0,1,,12345,,,,1
ultJinglingwang2e1,5,1,0,0,,,,,,,ContainsStunBufftarget|ultJinglingwang2e5;Default|ultJinglingwang2e2;,,,,,,12345,,,,1
ultJinglingwang2e2,2,1,0,0,,,,,ultJinglingwang2e3,0,,,,,,,12345,,,,1
ultJinglingwang2e3,3,1,0,0,,,,,,,,0,4.5,0,2,,12345,,,ultJinglingwang2e4,1
ultJinglingwang2e4,4,1,0,0,,,,,,,,,,,,debuffstunb1,12345,,,,0.5
ultJinglingwang2e5,2,1,0,0,,,,,ultJinglingwang2e6,0,,,,,,,12345,,,,1
ultJinglingwang2e6,3,1,0,0,,,,,,,,0,9,0,2,,12345,,,,1
ultKahuna2e1,0,1,0,0,"[""ultKahuna2e2"",""ultKahuna2e5""]",,,,,,,,,,,,12345,,,,1
ultKahuna2e2,1,1,0,0,,,1,ultKahuna2e3,,,"""""",,,,,,12345,,,,1
ultKahuna2e3,2,1,0,0,,,,,ultKahuna2e4,0,,,,,,,12345,,,,1
ultKahuna2e4,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
ultKahuna2e5,5,1,0,0,,,,,,,LifeLower50caster|ultKahuna2e6;Default|ultKahuna2e7;,,,,,,12345,,,,1
ultKahuna2e6,3,1,1,0,,,,,,,,0,0.6,1,0,,12345,,0,,1
ultKahuna2e7,3,1,1,0,,,,,,,,0,0.3,1,0,,12345,,0,,1
ultYifanmumian1e1,1,1,0,0,,,1,ultYifanmumian1e2,,,"""""",,,,,,12345,,,,1
ultYifanmumian1e2,2,1,0,0,,,,,ultYifanmumian1e3,0,,,,,,,12345,,,,1
ultYifanmumian1e3,3,1,0,0,,,,,,,,0,2.5,0,1,,12345,,,ultYifanmumian1e4,1
ultYifanmumian1e4,5,1,0,0,,,,,,,LifeUper50target|ultYifanmumian1e5;Default|ultYifanmumian1e6;,,,,,,12345,,,,1
ultYifanmumian1e5,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
ultYifanmumian1e6,0,1,1,0,"[""""]",,,,,,,,,,,,12345,,,,1
ultShuigui3e1,0,1,1,0,"[""ultShuigui3e2"",""ultShuigui3e5""]",,,,,,,,,,,,12345,,,,1
ultShuigui3e2,1,1,0,0,,,1,ultShuigui3e3,,,"""""",,,,,,12345,,,,1
ultShuigui3e3,2,1,0,0,,,,,ultShuigui3e4,0,,,,,,,12345,,,,1
ultShuigui3e4,4,1,0,0,,,,,,,,,,,,debuffMagicb1,12345,,,,1
ultShuigui3e5,1,1,0,0,,,0,ultShuigui3e6,,,"""""",,,,,,12345,,,,1
ultShuigui3e6,2,1,0,0,,,,,ultShuigui3e7,0,,,,,,,12345,,,,1
ultShuigui3e7,4,1,0,0,,,,,,,,,,,,buffMagicb1,12345,,,,1
psvXiaochou3e1,4,1,1,0,,,,,,,,,,,,psvXiaochou3b1,12345,,,,1
psvXiaochou3e2,5,1,0,0,,,,,,,Random80|psvXiaochou3e3;Default|psvXiaochou3e5;,,,,,,12345,,,,1
psvXiaochou3e3,1,1,0,0,,,1,psvXiaochou3e4,,,"""""",,,,,,12345,,,,1
psvXiaochou3e4,3,1,0,0,,,,,,,,1,1.5,0,3,,12345,,,,1
psvXiaochou3e5,1,1,0,0,,,1,psvXiaochou3e6,,,"""""",,,,,,12345,,,,1
psvXiaochou3e6,3,1,0,0,,,,,,,,1,0.5,1,3,,12345,,,,1
psvXiaochou4e1,4,1,1,0,,,,,,,,,,,,psvXiaochou4b1,12345,,,,1
psvXiaochou4e2,5,1,0,0,,,,,,,Random80|psvXiaochou4e3;Default|psvXiaochou4e5;,,,,,,12345,,,,1
psvXiaochou4e3,1,1,0,0,,,1,psvXiaochou4e4,,,"""""",,,,,,12345,,,,1
psvXiaochou4e4,3,1,0,0,,,,,,,,1,1.5,0,4,,12345,,,,1
psvXiaochou4e5,1,1,0,0,,,1,psvXiaochou4e6,,,"""""",,,,,,12345,,,,1
psvXiaochou4e6,3,1,0,0,,,,,,,,1,0.5,1,4,,12345,,,,1
psvKairuisi4e1,4,1,1,0,,,,,,,,,,,,psvKairuisi4b1,12345,,,,1
psvKairuisi4e2,4,1,1,0,,,,,,,,,,,,psvKairuisi4b2,12345,,,,1
psvHetong2e1,4,1,1,0,,,,,,,,,,,,psvHetong2b1,12345,,,,1
psvWagui3e1,4,1,1,0,,,,,,,,,,,,psvWagui3b1,12345,,,,1
psvHuapo2e1,4,1,1,0,,,,,,,,,,,,psvHuapo2b1,12345,,,,1
psvCike4e1,4,1,1,0,,,,,,,,,,,,psvCike4b1,12345,,,,1
psvCike4e2,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
psvLangren3e1,4,1,1,0,,,,,,,,,,,,psvLangren3b1,12345,,,,1
psvLangren3e2,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
psvWushi4e1,4,1,1,0,,,,,,,,,,,,psvWushi4b1,12345,,,,1
psvWushi3e1,1,1,0,0,,,0,psvWushi3e2,,,"""""",,,,,,12345,,,,1
psvWushi3e2,2,1,0,0,,,,,psvWushi3e3,0.5,,,,,,,12345,,,,1
psvWushi3e3,4,1,0,0,,,,,,,,,,,,psvWushi3b1,12345,,,,1
psvXiyiren4e1,4,1,1,0,,,,,,,,,,,,psvAttackb1,12345,,,,1
psvXiyiren2e1,4,1,1,0,,,,,,,,,,,,psvXiyiren2b1,12345,,,,1
psvXiyiren2e2,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
psvMantuoluo2e1,4,1,1,0,,,,,,,,,,,,psvMantuoluo2b1,12345,,,,1
psvHetong3e1,1,1,0,0,,,0,psvHetong3e2,,,"""""",,,,,,12345,,,,1
psvHetong3e2,2,1,0,0,,,,,psvHetong3e3,0.5,,,,,,,12345,,,,1
psvHetong3e3,4,1,0,0,,,,,,,,,,,,psvHetong3b1,12345,,,,1
psvLonggongtongzi3e1,4,1,1,0,,,,,,,,,,,,psvLonggongtongzi3b1,12345,,,,1
psvLonggongtongzi3e2,3,1,1,0,,,,,,,,1,0.25,1,3,,12345,,,,1
psvLangren5e1,4,1,1,0,,,,,,,,,,,,psvLangren5b1,12345,,,,1
psvLangren5e2,3,1,1,0,,,,,,,,1,0.5,1,5,,12345,,,,1
psvKairuisi5e1,4,1,1,0,,,,,,,,,,,,psvKairuisi5b1,12345,,,,1
psvKairuisi5e2,1,1,0,0,,,1,psvKairuisi5e3,,,"""""",,,,,,12345,,,,1
psvKairuisi5e3,4,1,0,0,,,,,,,,,,,,debuffDefenseb1,12345,,,,1
psvNvyao5e1,4,1,1,0,,,,,,,,,,,,psvNvyao5b1,12345,,,,1
psvNvyao1e1,4,1,1,0,,,,,,,,,,,,psvNvyao1b1,12345,,,,1
psvHapi1e1,4,1,1,0,,,,,,,,,,,,psvHapi1b1,12345,,,,1
psvHapi1e2,1,1,0,0,,,0,psvHapi1e3,,,"""""",,,,,,12345,,,,1
psvHapi1e3,3,1,0,0,,,,,,,,1,0.6,1,1,,12345,,,,1
psvPiying5e1,4,1,1,0,,,,,,,,,,,,psvPiying5b1,12345,,,,1
psvPiying1e1,4,1,1,0,,,,,,,,,,,,psvPiying1b1,12345,,,,1
psvJinglingwang2e1,4,1,1,0,,,,,,,,,,,,psvJinglingwang2b1,12345,,,,1
psvJinglingwang2e2,3,1,1,0,,,,,,,,1,0.2,1,0,,12345,,,,1
psvKahuna2e1,0,1,1,0,"[""psvKahuna2e2"",""psvKahuna2e3""]",,,,,,,,,,,,12345,,,,1
psvKahuna2e2,4,1,1,0,,,,,,,,,,,,psvKahuna2b1,12345,,,,1
psvKahuna2e3,4,1,1,0,,,,,,,,,,,,psvKahuna2b2,12345,,,,1
psvKahuna2e4,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
psvYifanmumian1e1,0,1,1,0,"[""psvYifanmumian1e2"",""psvYifanmumian1e3"",""psvYifanmumian1e4""]",,,,,,,,,,,,12345,,,,1
psvYifanmumian1e2,4,1,1,0,,,,,,,,,,,,psvYifanmumian1b1,12345,,,,1
psvYifanmumian1e3,4,1,1,0,,,,,,,,,,,,psvYifanmumian1b2,12345,,,,1
psvYifanmumian1e4,4,1,1,0,,,,,,,,,,,,psvYifanmumian1b3,12345,,,,1
psvYifanmumian1e5,4,1,0,0,,,,,,,,,,,,buffTauntb1,12345,,,,1
psvShuigui3e1,4,1,1,0,,,,,,,,,,,,psvShuigui3b1,12345,,,,1
psvShuigui3e2,4,1,0,0,,,,,,,,,,,,debuffstunb1,12345,,,,1
bossdajie11Xiaochou41e1,2,1,0,0,,,,,bossdajie11Xiaochou41e2,1.6,,,,,,,12345,,,,1
bossdajie11Xiaochou41e2,3,1,0,0,,,,,,,,1,1,0,4,,12345,,,,1
bossdajie11Xiaochou42e1,1,1,0,0,,,1,bossdajie11Xiaochou42e2,,,"""""",,,,,,12345,,,,1
bossdajie11Xiaochou42e2,2,1,0,0,,,,,bossdajie11Xiaochou42e3,1.5,,,,,,,12345,,,,1
