#TEXT,TEXT,NUM,TEXT,NUM,NUM,NUM,NUM,NUM,NUM,TEXT
puid,nickname,pLevel,monsterId,stage,mLevel,exp,lazy,lazyExp,disposition,skillList
t010032,t010032,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010041,t010041,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010041,t010041,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010041,t010041,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010041,t010041,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010041,t010041,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010042,t010042,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010051,t010051,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010051,t010051,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010051,t010051,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010051,t010051,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010051,t010051,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010052,t010052,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010061,t010061,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010061,t010061,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010061,t010061,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010061,t010061,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010061,t010061,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010062,t010062,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010071,t010071,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010071,t010071,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010071,t010071,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010071,t010071,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010071,t010071,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010072,t010072,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010072,t010072,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010072,t010072,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010072,t010072,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010072,t010072,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010072,t010072,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010072,t010072,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010081,t010081,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010081,t010081,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010081,t010081,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010081,t010081,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010081,t010081,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010082,t010082,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010082,t010082,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010082,t010082,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010082,t010082,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010082,t010082,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010082,t010082,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010082,t010082,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010091,t010091,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010091,t010091,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010091,t010091,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010091,t010091,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010091,t010091,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010092,t010092,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010092,t010092,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010092,t010092,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010092,t010092,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010092,t010092,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010092,t010092,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010092,t010092,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010101,t010101,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010101,t010101,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010101,t010101,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010101,t010101,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010101,t010101,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010102,t010102,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010102,t010102,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010102,t010102,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010102,t010102,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010102,t010102,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010102,t010102,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010102,t010102,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010111,t010111,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010111,t010111,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010111,t010111,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010111,t010111,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010111,t010111,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010112,t010112,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010112,t010112,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010112,t010112,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010112,t010112,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010112,t010112,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010112,t010112,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010112,t010112,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010121,t010121,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010121,t010121,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010121,t010121,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010121,t010121,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010121,t010121,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010122,t010122,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010122,t010122,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010122,t010122,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010122,t010122,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010122,t010122,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010122,t010122,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010122,t010122,99,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010131,t010131,99,xgXiyiren,0,15,1,1,1,6,"{""attackCutMedium"":15,""magicPlantSlight"":15,""ultXiyiren"":15,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010131,t010131,99,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010131,t010131,99,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010131,t010131,99,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010131,t010131,99,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010132,t010132,99,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":40,""magicWaterSlight"":40,""ultAmute"":40,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010132,t010132,99,xgPanshen,0,40,1,1,1,1,"{""attackStabMedium"":40,""magicEarthSlight"":40,""ultPanshen"":40,""psvPanshen"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010132,t010132,99,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010132,t010132,99,xgKairuisi,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffMagic"":1,""ultKairuisi"":40,""psvKairuisi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010132,t010132,99,xgAnpusha,0,40,1,1,1,3,"{""attackCutMedium"":40,""magicEarthMedium"":40,""debuffAttack"":1,""ultAnpusha"":40,""psvAnpusha"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010132,t010132,99,xgMantuoluo,0,40,1,1,1,5,"{""attackCutSlight"":40,""magicEarthSlight"":40,""ultMantuoluo"":40,""psvMantuoluo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
